Env,roll,pitch,yaw
0.0,0.1580406,0.0041879416,-0.4377173
0.0,0.15804335,0.004177487,-0.43683964
0.0,0.15805106,0.004181064,-0.43598065
0.0,0.15806367,0.0041987,-0.43514112
0.0,0.15808113,0.0042303503,-0.43432176
0.0,0.15810342,0.004275899,-0.43352333
0.0,0.15813048,0.0043351687,-0.43274626
0.0,0.15816222,0.0044079125,-0.43199113
0.0,0.15819861,0.004493811,-0.4312583
0.0,0.1582396,0.004592503,-0.430548
0.0,0.15828508,0.004703554,-0.42986053
0.0,0.15833499,0.00482651,-0.4291959
0.0,0.15838926,0.0049608494,-0.4285543
0.0,0.15844776,0.0051060026,-0.42793542
0.0,0.1585105,0.0052613774,-0.42733932
0.0,0.15857734,0.0054263505,-0.42676565
0.0,0.15864816,0.0056002517,-0.42621407
0.0,0.15872294,0.005782395,-0.42568415
0.0,0.15880159,0.00597207,-0.42517543
0.0,0.15888397,0.0061685764,-0.4246873
0.0,0.15897004,0.006371156,-0.42421916
0.0,0.15905969,0.006579079,-0.4237702
0.0,0.15915284,0.0067916196,-0.42333958
0.0,0.15924944,0.0070079975,-0.42292663
0.0,0.15934938,0.007227469,-0.42253023
0.0,0.1594526,0.007449295,-0.42214942
0.0,0.159559,0.0076727336,-0.4217832
0.0,0.15966856,0.00789705,-0.4214305
0.0,0.15978126,0.0081215305,-0.42109022
0.0,0.15989695,0.008345469,-0.4207611
0.0,0.16001566,0.0085681835,-0.42044207
0.0,0.16013731,0.008788976,-0.42013183
0.0,0.1602619,0.009007222,-0.41982916
0.0,0.16038936,0.009222273,-0.41953287
0.0,0.16051973,0.009433511,-0.41924164
0.0,0.16065297,0.009640348,-0.4189541
0.0,0.16078904,0.009842205,-0.41866913
0.0,0.16092794,0.010038555,-0.41838542
0.0,0.1610697,0.010228857,-0.41810182
0.0,0.16121432,0.010412615,-0.41781697
0.0,0.16136177,0.010589371,-0.41752976
0.0,0.1615121,0.010758656,-0.4172389
0.0,0.16166529,0.0109200645,-0.41694337
0.0,0.16182135,0.011073214,-0.416642
0.0,0.16198035,0.011217705,-0.4163338
0.0,0.1621422,0.011353231,-0.41601762
0.0,0.16230701,0.0114794625,-0.41569257
0.0,0.1624747,0.011596124,-0.4153577
0.0,0.16264537,0.011702963,-0.4150122
0.0,0.16281897,0.011799757,-0.41465518
0.0,0.16299555,0.0118863005,-0.41428593
0.0,0.16317505,0.011962452,-0.4139037
0.0,0.1633575,0.012028072,-0.4135079
0.0,0.16354294,0.012083061,-0.413098
0.0,0.16373135,0.012127336,-0.41267353
0.0,0.16392267,0.012160883,-0.41223398
0.0,0.1641169,0.012183681,-0.41177896
0.0,0.16431403,0.012195765,-0.4113082
0.0,0.1645141,0.012197177,-0.41082156
0.0,0.16471699,0.012188031,-0.41031882
0.0,0.16492268,0.012168446,-0.40979978
0.0,0.1651312,0.012138575,-0.40926462
0.0,0.1653424,0.012098597,-0.4087132
0.0,0.16555633,0.012048734,-0.4081456
0.0,0.16577284,0.011989232,-0.407562
0.0,0.16599196,0.01192039,-0.40696266
0.0,0.16621357,0.0118424995,-0.40634778
0.0,0.16643763,0.011755888,-0.40571773
0.0,0.16666405,0.011660947,-0.4050728
0.0,0.16689277,0.011558053,-0.40441346
0.0,0.16712368,0.011447611,-0.4037402
0.0,0.16735674,0.011330062,-0.40305334
0.0,0.16759185,0.011205877,-0.40235367
0.0,0.16782893,0.011075512,-0.40164155
0.0,0.16806792,0.010939501,-0.40091774
0.0,0.16830868,0.010798331,-0.40018275
0.0,0.16855119,0.01065253,-0.39943737
0.0,0.16879532,0.010502648,-0.39868218
0.0,0.169041,0.010349235,-0.39791802
0.0,0.16928811,0.010192863,-0.39714548
0.0,0.16953664,0.01003406,-0.39636534
0.0,0.16978642,0.009873429,-0.39557835
0.0,0.17003746,0.009711516,-0.39478526
0.0,0.1702896,0.009548898,-0.3939869
0.0,0.17054284,0.009386141,-0.393184
0.0,0.170797,0.009223796,-0.39237732
0.0,0.17105216,0.009062404,-0.39156765
0.0,0.17130816,0.008902534,-0.39075568
0.0,0.17156494,0.00874468,-0.3899422
0.0,0.17182243,0.00858937,-0.389128
0.0,0.17208058,0.008437081,-0.38831368
0.0,0.17233936,0.008288285,-0.38750014
0.0,0.1725987,0.008143441,-0.3866879
0.0,0.17285855,0.008002984,-0.38587776
0.0,0.1731189,0.007867291,-0.38507026
0.0,0.17337961,0.007736761,-0.38426614
0.0,0.17364073,0.0076117576,-0.38346592
0.0,0.17390223,0.007492575,-0.38267028
0.0,0.174164,0.007379533,-0.38187966
0.0,0.17442602,0.0072728675,-0.3810946
0.0,0.17468826,0.007172822,-0.38031563
0.0,0.17495072,0.0070795906,-0.3795432
0.0,0.17521335,0.006993348,-0.37877765
0.0,0.17547615,0.0069142412,-0.37801954
0.0,0.17573905,0.0068423464,-0.37726906
0.0,0.17600201,0.0067777475,-0.37652653
0.0,0.17626505,0.00672049,-0.37579235
0.0,0.17652813,0.006670576,-0.37506667
0.0,0.17679116,0.006627982,-0.37434962
0.0,0.17705421,0.0065926523,-0.3736415
0.0,0.17731719,0.0065645133,-0.37294236
0.0,0.17758009,0.0065434542,-0.3722523
0.0,0.17784289,0.006529339,-0.37157133
0.0,0.17810558,0.0065220105,-0.37089956
0.0,0.17836815,0.0065212753,-0.3702369
0.0,0.17863053,0.0065269438,-0.3695833
0.0,0.17889275,0.006538756,-0.36893862
0.0,0.1791547,0.0065564667,-0.36830267
0.0,0.17941651,0.0065798145,-0.36767545
0.0,0.17967801,0.0066085155,-0.36705664
0.0,0.17993926,0.0066422527,-0.36644602
0.0,0.1802002,0.0066807317,-0.3658433
0.0,0.18046087,0.0067236153,-0.36524823
0.0,0.18072116,0.006770541,-0.36466038
0.0,0.18098119,0.006821173,-0.36407954
0.0,0.18124087,0.0068751764,-0.36350524
0.0,0.18150012,0.0069321548,-0.36293706
0.0,0.18175903,0.0069917627,-0.3623747
0.0,0.18201755,0.0070536095,-0.3618176
0.0,0.18227564,0.00711733,-0.3612653
0.0,0.18253332,0.0071825385,-0.36071733
0.0,0.18279059,0.0072488794,-0.36017323
0.0,0.18304743,0.0073159607,-0.35963255
0.0,0.18330383,0.007383423,-0.35909468
0.0,0.18355978,0.007450889,-0.3585591
0.0,0.18381526,0.0075180237,-0.35802537
0.0,0.18407029,0.007584437,-0.35749292
0.0,0.18432485,0.007649813,-0.35696116
0.0,0.18457896,0.0077138017,-0.3564296
0.0,0.18483254,0.0077760653,-0.3558977
0.0,0.18508567,0.007836298,-0.355365
0.0,0.18533824,0.007894192,-0.3548309
0.0,0.18559039,0.007949454,-0.35429496
0.0,0.18584202,0.008001787,-0.35375658
0.0,0.18609317,0.008050938,-0.3532155
0.0,0.18634377,0.008096658,-0.35267097
0.0,0.18659386,0.008138681,-0.3521227
0.0,0.18684348,0.008176801,-0.35157025
0.0,0.18709253,0.008210817,-0.35101312
0.0,0.18734106,0.008240525,-0.35045096
0.0,0.18758905,0.008265741,-0.34988332
0.0,0.18783647,0.00828632,-0.34930998
0.0,0.18808335,0.0083021205,-0.34873047
0.0,0.18832965,0.0083130235,-0.34814456
0.0,0.18857539,0.008318926,-0.34755197
0.0,0.18882045,0.008319714,-0.34695232
0.0,0.18906498,0.00831534,-0.34634548
0.0,0.18930885,0.00830576,-0.34573123
0.0,0.18955208,0.008290942,-0.34510934
0.0,0.18979467,0.008270885,-0.34447968
0.0,0.19003655,0.008245581,-0.34384212
0.0,0.19027776,0.008215049,-0.34319657
0.0,0.19051823,0.00817934,-0.3425429
0.0,0.19075793,0.008138529,-0.3418811
0.0,0.1909969,0.008092673,-0.34121108
0.0,0.19123507,0.008041894,-0.34053296
0.0,0.1914724,0.0079863,-0.33984664
0.0,0.19170892,0.007926015,-0.33915228
0.0,0.19194455,0.00786118,-0.33844984
0.0,0.19217928,0.0077919546,-0.3377394
0.0,0.1924131,0.007718533,-0.3370212
0.0,0.192646,0.0076410864,-0.33629537
0.0,0.19287789,0.0075598415,-0.33556193
0.0,0.1931088,0.007475005,-0.33482116
0.0,0.19333865,0.007386791,-0.33407328
0.0,0.19356744,0.0072954516,-0.33331844
0.0,0.19379517,0.0072012455,-0.3325569
0.0,0.19402176,0.0071044127,-0.33178887
0.0,0.19424723,0.007005218,-0.33101463
0.0,0.19447152,0.0069039436,-0.33023447
0.0,0.19469461,0.006800852,-0.32944858
0.0,0.19491653,0.006696242,-0.3286574
0.0,0.1951372,0.006590412,-0.32786107
0.0,0.19535662,0.006483621,-0.32706
0.0,0.19557479,0.0063761706,-0.32625455
0.0,0.19579162,0.0062683453,-0.3254449
0.0,0.19600716,0.0061604423,-0.32463145
0.0,0.19622143,0.006052761,-0.32381463
0.0,0.19643432,0.005945579,-0.32299456
0.0,0.19664589,0.005839166,-0.3221717
0.0,0.19681366,0.0055969395,-0.32144067
0.0,0.19694668,0.005226112,-0.320798
0.0,0.19705217,0.00473729,-0.32023752
0.0,0.197136,0.004142811,-0.3197515
0.0,0.19720297,0.0034555744,-0.31933182
0.0,0.19725686,0.0026883138,-0.31897017
0.0,0.19730073,0.0018530738,-0.3186587
0.0,0.19733702,0.00096088566,-0.31839025
0.0,0.19734667,4.2290256e-05,-0.31814325
0.0,0.19727212,-0.000889856,-0.31790856
0.0,0.19696914,-0.0018296657,-0.31768206
0.0,0.19629467,-0.0027725415,-0.31746095
0.0,0.19514902,-0.0037150953,-0.31724352
0.0,0.19344616,-0.0046498156,-0.317025
0.0,0.19123003,-0.005570726,-0.3168014
0.0,0.18859859,-0.0064731217,-0.31656924
0.0,0.1856435,-0.0073530297,-0.31632584
0.0,0.18243757,-0.008206945,-0.3160689
0.0,0.17910129,-0.009026517,-0.31579337
0.0,0.17579308,-0.00980373,-0.31549522
0.0,0.17263925,-0.010530748,-0.31517163
0.0,0.16966376,-0.01120005,-0.3148201
0.0,0.16691303,-0.011770599,-0.3144187
0.0,0.16436796,-0.012190593,-0.31394008
0.0,0.16201372,-0.012434552,-0.31337428
0.0,0.15983813,-0.012461784,-0.31270292
0.0,0.15783177,-0.012241099,-0.31191424
0.0,0.1559604,-0.011777111,-0.3110151
0.0,0.1541973,-0.011090061,-0.31001994
0.0,0.1525218,-0.010207592,-0.3089461
0.0,0.15091762,-0.009156839,-0.30780956
0.0,0.14937198,-0.007963304,-0.30662453
0.0,0.14788176,-0.0066498807,-0.30540407
0.0,0.14643082,-0.0052376725,-0.3041581
0.0,0.14501302,-0.003744671,-0.30289552
0.0,0.14363047,-0.00218591,-0.30162463
0.0,0.14227109,-0.000574922,-0.30035043
0.0,0.14093879,0.0010839956,-0.2990757
0.0,0.13962322,0.002781089,-0.29780343
0.0,0.13832954,0.004509052,-0.29653794
0.0,0.13705505,0.006261377,-0.29528162
0.0,0.13579753,0.008032669,-0.2940362
0.0,0.1345552,0.00981853,-0.29280317
0.0,0.13332652,0.011609346,-0.29158625
0.0,0.13211021,0.013408543,-0.2903831
0.0,0.13089861,0.015207528,-0.28919575
0.0,0.12964621,0.017001873,-0.28801727
0.0,0.12832333,0.018788788,-0.28684318
0.0,0.12693234,0.020568049,-0.28567386
0.0,0.12548177,0.022340063,-0.28451082
0.0,0.12398472,0.024105703,-0.2833561
0.0,0.12243879,0.02585899,-0.2822116
0.0,0.120848335,0.027594749,-0.28108022
0.0,0.11922338,0.0293145,-0.27996302
0.0,0.117552966,0.03101869,-0.27885744
0.0,0.1158284,0.03270808,-0.27776158
0.0,0.11405501,0.034378443,-0.27667797
0.0,0.112237275,0.036031578,-0.27560666
0.0,0.110385045,0.037669644,-0.27454835
0.0,0.108500056,0.039294288,-0.27350274
0.0,0.106583625,0.040907044,-0.27246925
0.0,0.10463692,0.042509366,-0.27144745
0.0,0.10264863,0.044101845,-0.270435
0.0,0.10060363,0.04568481,-0.2694291
0.0,0.09848378,0.047258344,-0.2684266
0.0,0.09628659,0.04882321,-0.26742697
0.0,0.09401609,0.050380375,-0.26643088
0.0,0.09166363,0.051930062,-0.26543692
0.0,0.08923418,0.0534731,-0.26444605
0.0,0.086737715,0.05501041,-0.26345995
0.0,0.08418817,0.05654299,-0.26248112
0.0,0.081596754,0.058071617,-0.26151136
0.0,0.07897253,0.059596937,-0.26055235
0.0,0.07632858,0.061119646,-0.2596061
0.0,0.073675446,0.06264031,-0.25867444
0.0,0.07101579,0.06415906,-0.25775775
0.0,0.06837478,0.06567687,-0.2568601
0.0,0.06576693,0.06719418,-0.25598377
0.0,0.06319246,0.0687109,-0.25512847
0.0,0.060651492,0.0702269,-0.254294
0.0,0.058161072,0.07174252,-0.2534829
0.0,0.055729248,0.073257685,-0.25269607
0.0,0.053362463,0.07477226,-0.25193417
0.0,0.051059958,0.07628018,-0.25119752
0.0,0.048826918,0.07778139,-0.2504863
0.0,0.046661858,0.07927574,-0.24979939
0.0,0.04457467,0.08076341,-0.24913754
0.0,0.04256197,0.082238555,-0.24850006
0.0,0.04060987,0.08369545,-0.2478843
0.0,0.03870726,0.0851343,-0.247287
0.0,0.036845077,0.0865556,-0.24670525
0.0,0.035015956,0.087959915,-0.24613638
0.0,0.03319719,0.08934191,-0.24557588
0.0,0.031365015,0.09070207,-0.24501811
0.0,0.029494561,0.09204095,-0.24445759
0.0,0.027576566,0.09335929,-0.24389121
0.0,0.025592532,0.094657615,-0.24331449
0.0,0.023527406,0.09593645,-0.24272358
0.0,0.021374092,0.09718491,-0.24211691
0.0,0.019126534,0.09838141,-0.24149366
0.0,0.016779989,0.099511005,-0.24085224
0.0,0.014341817,0.10057129,-0.24019186
0.0,0.011812466,0.10155499,-0.23951094
0.0,0.009197685,0.102444716,-0.23880869
0.0,0.0065132943,0.103224434,-0.23808543
0.0,0.0037723985,0.10387959,-0.23734036
0.0,0.0009858804,0.10439718,-0.23657152
0.0,-0.0018426646,0.10478205,-0.23577543
0.0,-0.0047103115,0.10503978,-0.23494844
0.0,-0.007614742,0.10518183,-0.23408696
0.0,-0.010548464,0.10521387,-0.23318836
0.0,-0.013505428,0.10514691,-0.23224978
0.0,-0.016486572,0.10499143,-0.23126803
0.0,-0.01948694,0.10475151,-0.23024036
0.0,-0.022502607,0.10443636,-0.2291643
0.0,-0.025536442,0.104054585,-0.2280369
0.0,-0.028584694,0.10360247,-0.22685502
0.0,-0.031644266,0.10307604,-0.22561534
0.0,-0.034712624,0.1024714,-0.2243142
0.0,-0.03778789,0.10179071,-0.22294874
0.0,-0.040868845,0.101042315,-0.22151703
0.0,-0.043954737,0.10023457,-0.22001733
0.0,-0.04704515,0.09937558,-0.2184484
0.0,-0.050139967,0.09847325,-0.2168093
0.0,-0.053239334,0.097535186,-0.21509948
0.0,-0.05634359,0.096568614,-0.21331874
0.0,-0.0594532,0.09558043,-0.2114673
0.0,-0.0625619,0.09457708,-0.20954604
0.0,-0.06567171,0.09356482,-0.20755595
0.0,-0.068784475,0.092549704,-0.20549849
0.0,-0.07190187,0.091537446,-0.20337552
0.0,-0.07502546,0.09053355,-0.20118944
0.0,-0.07815674,0.08954329,-0.19894312
0.0,-0.081297025,0.08857172,-0.19664001
0.0,-0.084447615,0.087623656,-0.19428395
0.0,-0.08760973,0.08670375,-0.19187938
0.0,-0.090784565,0.0858164,-0.18943128
0.0,-0.09397323,0.084965765,-0.18694519
0.0,-0.097176805,0.08415582,-0.18442705
0.0,-0.10039635,0.08339022,-0.18188348
0.0,-0.10363289,0.08267241,-0.17932142
0.0,-0.10688805,0.0820129,-0.17675096
0.0,-0.11016278,0.081414096,-0.17417999
0.0,-0.11345805,0.0808778,-0.17161673
0.0,-0.11677485,0.080405265,-0.16906974
0.0,-0.12010538,0.07999715,-0.1665479
0.0,-0.12343693,0.07967699,-0.16406944
0.0,-0.12673427,0.0794746,-0.16165666
0.0,-0.12995405,0.07943342,-0.15933903
0.0,-0.13306183,0.07957657,-0.15713944
0.0,-0.1360379,0.07989788,-0.15506907
0.0,-0.13889411,0.08038845,-0.15313697
0.0,-0.14165707,0.081029214,-0.15134647
0.0,-0.14435649,0.081800714,-0.14969945
0.0,-0.14700578,0.08268345,-0.14819722
0.0,-0.14961547,0.083658926,-0.14684087
0.0,-0.15218423,0.08470952,-0.14563176
0.0,-0.15471125,0.0858191,-0.14457114
0.0,-0.15719604,0.08697296,-0.14366023
0.0,-0.15961947,0.08815705,-0.14290126
0.0,-0.16194803,0.08935796,-0.14229727
0.0,-0.16418475,0.09056479,-0.14184856
0.0,-0.16633236,0.091767505,-0.1415552
