Env,px,py,pz,q1,q2,q3,q4,vx,vy,vz,wx,wy,wz
0.0,0.0,0.0,4.8423133,0.16333364,-0.23555198,-0.67347044,0.6813774,2.527774,32.612343,-3.205087,0.2569081,0.17128803,0.50261503
0.0,0.0,0.0,4.810262,0.16422333,-0.2336918,-0.6721975,0.68305874,2.3724232,32.60365,-3.1062176,0.26566145,0.16959934,0.48979455
0.0,0.0,0.0,4.7792,0.16513224,-0.23181653,-0.67097163,0.68468213,2.2166817,32.59356,-3.0069842,0.27377892,0.1677945,0.4761103
0.0,0.0,0.0,4.7491302,0.16605774,-0.22992955,-0.6697948,0.68624496,2.0608253,32.58214,-2.9075875,0.2812282,0.16589874,0.46163616
0.0,0.0,0.0,4.720054,0.16699716,-0.2280343,-0.6686693,0.6877455,1.9051282,32.569477,-2.8082325,0.28798193,0.16393453,0.44644892
0.0,0.0,0.0,4.691972,0.16794774,-0.22613408,-0.6675967,0.6891819,1.7498572,32.555653,-2.7091203,0.2940158,0.16192156,0.4306268
0.0,0.0,0.0,4.6648808,0.16890667,-0.22423224,-0.66657877,0.69055295,1.5952718,32.540764,-2.6104493,0.29931048,0.15987623,0.41425
0.0,0.0,0.0,4.6387763,0.16987109,-0.22233199,-0.66561663,0.6918575,1.4416279,32.52491,-2.5124204,0.3038545,0.15781103,0.397402
0.0,0.0,0.0,4.613652,0.17083818,-0.22043653,-0.6647114,0.6930951,1.2891688,32.50819,-2.4152253,0.3076407,0.15573552,0.38016704
0.0,0.0,0.0,4.5895,0.17180516,-0.21854894,-0.6638639,0.69426525,1.1381285,32.49071,-2.3190506,0.31066793,0.15365598,0.3626306
0.0,0.0,0.0,4.5663095,0.17276926,-0.21667214,-0.66307443,0.6953677,0.98873085,32.47258,-2.2240777,0.31294104,0.15157685,0.34487927
0.0,0.0,0.0,4.544069,0.17372788,-0.21480905,-0.6623433,0.6964029,0.8411863,32.453896,-2.1304774,0.31447062,0.14950714,0.32700068
0.0,0.0,0.0,4.522764,0.17467846,-0.21296236,-0.66167045,0.6973713,0.695694,32.43476,-2.0384142,0.31527498,0.14745933,0.30908436
0.0,0.0,0.0,4.50238,0.17561857,-0.21113461,-0.66105545,0.6982736,0.55243737,32.415276,-1.9480385,0.31537583,0.14544414,0.2912185
0.0,0.0,0.0,4.4828997,0.1765459,-0.20932814,-0.6604976,0.6991109,0.41158676,32.39553,-1.859491,0.31479913,0.1434706,0.2734901
0.0,0.0,0.0,4.464305,0.17745832,-0.2075451,-0.6599962,0.6998847,0.27329513,32.375618,-1.7728963,0.31357154,0.14154582,0.25598264
0.0,0.0,0.0,4.446576,0.17835374,-0.20578738,-0.6595499,0.70059645,0.13770124,32.355614,-1.6883669,0.3117223,0.13967551,0.23877701
