time/episodes,train/ent_coef,train/ent_coef_loss,time/total_timesteps,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/n_updates,time/time_elapsed,train/actor_loss,train/critic_loss
188,0.0176540520042181,0.3224794268608093,46669,0.0003,251.25,31.535800280000004,49,146468,950,-13.088577270507812,1.241847276687622
192,0.017303382977843285,0.43186110258102417,48100,0.0003,260.0,33.36531915,49,147899,979,-14.308338165283203,0.15192827582359314
196,0.01701248623430729,-1.2308483123779297,49400,0.0003,267.9,35.448186820000004,49,149199,1007,-13.018574714660645,0.5839845538139343
200,0.017711827531456947,-0.00321120023727417,51183,0.0003,279.15,38.06917092,49,150982,1041,-13.357978820800781,0.10948485136032104
204,0.017450690269470215,0.6021261215209961,53070,0.0003,292.47,41.71819942,49,152869,1078,-13.249541282653809,0.13477177917957306
208,0.016688359901309013,-0.20564529299736023,54600,0.0003,301.2,44.7242673,49,154399,1108,-13.562864303588867,1.2088556289672852
212,0.016304969787597656,-1.2011237144470215,56934,0.0003,319.53,49.82666827999999,49,156733,1152,-15.994741439819336,0.20798122882843018
216,0.016674377024173737,0.5501173734664917,58500,0.0003,329.5,52.79660223,49,158299,1184,-15.571191787719727,0.2984541058540344
220,0.01603454351425171,0.5640581250190735,60388,0.0003,343.88,57.05183042000001,49,160187,1221,-16.113433837890625,0.40296322107315063
224,0.015698201954364777,-0.09462067484855652,62040,0.0003,354.87,61.04090262,49,161839,1252,-15.195619583129883,0.1486319899559021
228,0.01549212820827961,-0.3143831789493561,63700,0.0003,365.94,65.16839033,49,163499,1284,-16.173851013183594,0.6474489569664001
232,0.015487718395888805,-1.169608235359192,65363,0.0003,374.41,68.32932600999999,49,165162,1316,-15.832990646362305,0.13000072538852692
236,0.015582313761115074,-1.1564768552780151,66702,0.0003,368.02,68.25505858000001,49,166501,1342,-15.624204635620117,0.10216466337442398
240,0.01538053434342146,-0.49427127838134766,68147,0.0003,370.28,70.7228808,49,167946,1375,-16.37169647216797,0.3506985306739807
244,0.015088672749698162,0.4152655005455017,69318,0.0003,368.92,72.27606232,49,169117,1404,-15.448480606079102,0.10562407225370407
248,0.016667015850543976,-0.8477853536605835,70561,0.0003,359.19,72.14362397999999,49,170360,1432,-16.141006469726562,0.19877944886684418
252,0.01684381626546383,-0.35064953565597534,71827,0.0003,362.76,75.12554338999999,49,171626,1463,-16.664993286132812,3.277517795562744
256,0.016531722620129585,0.3150203227996826,72800,0.0003,354.49,74.92526636000001,49,172599,1484,-16.408092498779297,0.1700112521648407
260,0.016509853303432465,-0.17051108181476593,74100,0.0003,358.96,77.42884406,49,173899,1511,-16.14944076538086,0.6633509397506714
264,0.01698516309261322,0.2869575619697571,75799,0.0003,365.11,80.46375920999999,49,175598,1545,-16.42145347595215,1.6274399757385254
268,0.016218872740864754,-0.2039579153060913,77193,0.0003,368.93,82.19593533,49,176992,1573,-16.971498489379883,1.144113540649414
272,0.015078820288181305,-0.3195992708206177,79003,0.0003,375.61,84.32249088,49,178802,1610,-16.402053833007812,0.2874366343021393
276,0.014917002059519291,-1.6255967617034912,80462,0.0003,380.42,85.73293671000002,49,180261,1640,-17.418140411376953,0.1746494024991989
280,0.01460280641913414,-0.13735055923461914,81478,0.0003,380.21,85.64706563,49,181277,1661,-17.676544189453125,0.23060332238674164
284,0.014308560639619827,0.6549444198608398,82068,0.0003,373.3,83.58702794000001,48,181867,1675,-17.259166717529297,0.14281368255615234
288,0.01421696599572897,0.2579188048839569,83924,0.0003,372.55,84.73694790999998,48,183723,1712,-16.630760192871094,0.10345602035522461
292,0.014508863911032677,-0.5742789506912231,85534,0.0003,374.34,87.19084579999999,49,185333,1745,-16.50196075439453,0.5388381481170654
296,0.014339174143970013,-1.382136344909668,86286,0.0003,368.86,86.45334495000002,48,186085,1764,-15.657934188842773,0.5364240407943726
300,0.01441254187375307,-0.35423743724823,87100,0.0003,359.17,84.92423666999998,48,186899,1782,-16.46027374267578,0.09834299981594086
304,0.014047949574887753,-0.5944218635559082,88320,0.0003,352.5,84.32965474999999,48,188119,1808,-16.735919952392578,0.12291595339775085
308,0.013987184502184391,-0.7848517894744873,89357,0.0003,347.57,83.83553319,48,189156,1830,-16.78070831298828,0.1205810084939003
312,0.01435117144137621,-0.18565186858177185,90220,0.0003,332.86,80.01216355,48,190019,1849,-16.530872344970703,0.13232764601707458
316,0.01462677214294672,0.19963788986206055,91526,0.0003,330.26,80.92573077,48,191325,1876,-16.480205535888672,0.5736979246139526
320,0.01412920281291008,0.2957307696342468,92830,0.0003,324.42,80.60586174999999,48,192629,1903,-17.058773040771484,0.7616835236549377
324,0.014777693897485733,0.2289433777332306,94900,0.0003,328.6,82.54732753,48,194699,1943,-16.680513381958008,0.12542235851287842
328,0.014805399812757969,-0.6128472089767456,96868,0.0003,331.68,84.91509849,48,196667,1982,-16.948169708251953,0.27852869033813477
332,0.014768973924219608,-0.5502104163169861,98481,0.0003,331.18,87.05083694999999,48,198280,2014,-16.358081817626953,0.25059375166893005
