Env,air_speed
0.0,24.252337
0.0,24.283043
0.0,24.2969
0.0,24.315895
0.0,24.282433
0.0,24.260311
0.0,24.257484
0.0,24.243752
0.0,24.258543
0.0,24.24903
0.0,24.261019
0.0,24.276659
0.0,24.295963
0.0,24.285522
0.0,24.295694
0.0,24.280691
0.0,24.266575
0.0,24.250076
0.0,24.234114
0.0,24.236843
0.0,24.23394
0.0,24.234358
0.0,24.222689
0.0,24.192898
0.0,24.180206
0.0,24.110363
0.0,24.05964
0.0,24.049364
0.0,24.036646
0.0,23.99362
0.0,23.96297
0.0,23.944038
0.0,23.921741
0.0,23.904963
0.0,23.897114
0.0,23.887278
0.0,23.851658
0.0,23.836441
0.0,23.824236
0.0,23.776573
0.0,23.768917
0.0,23.71246
0.0,23.65057
0.0,23.628836
0.0,23.598738
0.0,23.508276
0.0,23.482197
0.0,23.438293
0.0,23.424578
0.0,23.418089
0.0,23.365292
0.0,23.33461
0.0,23.297281
0.0,23.280777
0.0,23.246325
0.0,23.245592
0.0,23.199999
0.0,23.194435
0.0,23.188953
0.0,23.160887
