Env,x,y,z
0.0,-24.60565,-0.18369603,-0.35604072
0.0,-24.589657,-0.15287888,-0.34078598
0.0,-24.593067,-0.12298083,-0.3115461
0.0,-24.61377,-0.095053434,-0.28761363
0.0,-24.627127,-0.06671429,-0.2754569
0.0,-48.029343,14.070603,8.563458
0.0,-47.864845,14.122351,8.331598
0.0,-47.816505,14.170191,8.029561
0.0,-47.829887,14.275377,7.7750826
0.0,-47.671116,14.33116,7.7811193
0.0,-47.54807,14.412331,7.847559
0.0,-47.381805,14.477718,7.91045
0.0,-47.154003,14.571246,7.6140203
0.0,-46.98781,14.600439,7.296439
0.0,-46.9539,14.657258,7.003315
0.0,-46.907482,14.705856,6.6386795
0.0,-46.810165,14.751295,6.304985
0.0,-46.753822,14.763321,6.0173903
0.0,-46.305786,14.737035,5.7636166
0.0,-46.185116,14.567803,5.686674
0.0,-46.100647,14.422471,5.4613113
0.0,-45.88553,14.191263,5.062258
0.0,-45.706623,13.876739,4.4327765
0.0,-45.79513,13.526045,3.8164673
0.0,-45.90133,13.134159,3.355836
0.0,-46.001347,12.714182,2.9942932
0.0,-46.103638,12.2497635,2.7821426
0.0,-46.066166,11.745601,2.5452528
0.0,-45.9962,11.195837,2.5556946
0.0,-45.90185,10.604773,2.4120998
0.0,-45.86375,9.9820795,2.3319712
0.0,-45.89465,9.32861,2.186366
0.0,-45.900436,8.653984,1.9042473
0.0,-45.86863,7.971545,1.4865427
0.0,-45.972095,7.276886,1.1756592
0.0,-46.02762,6.564955,0.965538
0.0,-45.926617,5.8361306,0.67661476
0.0,-45.941456,5.1216755,0.40737247
0.0,-45.874756,4.3877296,0.25109005
0.0,-45.671204,3.6877599,0.3112564
0.0,-45.67544,2.9403248,0.35471916
0.0,-45.583694,2.2169595,0.3633108
0.0,-45.531998,1.5318024,0.28534698
0.0,-45.527122,0.85732305,0.2154684
0.0,-45.299374,0.20286846,0.35986996
0.0,-45.154274,-0.4138869,0.40950775
0.0,-44.93433,-0.99284244,0.48033714
0.0,-44.696255,-1.5278007,0.5069437
0.0,-44.448135,-2.0393019,0.35415268
0.0,-44.157604,-2.5040312,0.10313225
0.0,-43.945103,-2.9549344,-0.15329742
0.0,-43.82806,-3.3867044,-0.30955887
0.0,-43.657997,-3.7675364,-0.35793972
0.0,-43.331043,-4.1041,-0.28048038
0.0,-43.166206,-4.3679423,-0.15021706
0.0,-42.91653,-4.5646744,-0.04014778
0.0,-42.683506,-4.7458305,-0.04557419
0.0,-42.51114,-4.8957424,-0.1527996
0.0,-42.283577,-4.983662,-0.33623123
0.0,-42.11603,-5.0344877,-0.54508305
0.0,-41.905834,-5.034165,-0.7122631
0.0,-41.72143,-4.9776087,-0.8001156
0.0,-41.480606,-4.8516755,-0.8686333
0.0,-41.191467,-4.7117667,-0.8497658
0.0,-41.004425,-4.601178,-0.7484541
0.0,-40.58187,-4.44891,-0.5063181
0.0,-40.48938,-4.2475605,-0.33595848
0.0,-40.278877,-3.9944007,-0.3069725
0.0,-40.216297,-3.7489865,-0.28241348
0.0,-40.140385,-3.4736762,-0.24123383
0.0,-40.070923,-3.187363,-0.19222927
0.0,-39.949352,-2.8669696,-0.22984028
0.0,-39.80975,-2.5218844,-0.37002563
0.0,-39.743336,-2.176018,-0.42598486
0.0,-39.514156,-1.7974795,-0.48907995
0.0,-39.322487,-1.4383613,-0.60731316
0.0,-39.26589,-1.1014987,-0.6767907
0.0,-39.159283,-0.74540186,-0.6711521
0.0,-39.089535,-0.40846443,-0.60284805
0.0,-38.93235,-0.07726002,-0.59640694
0.0,-38.874985,0.2384581,-0.59782934
0.0,-38.75767,0.56617826,-0.50696135
0.0,-38.69971,0.87878454,-0.38549852
0.0,-38.628105,1.1978151,-0.31789684
0.0,-38.465424,1.518673,-0.17653036
0.0,-38.33374,1.8343987,-0.13441753
0.0,-38.276936,2.139741,-0.13990784
0.0,-38.08862,2.4253314,-0.08714819
0.0,-37.906845,2.7060645,-0.102273464
0.0,-37.708817,2.976005,-0.21978617
0.0,-37.564835,3.2400436,-0.3835249
0.0,-37.380173,3.484624,-0.492074
0.0,-37.302654,3.70072,-0.53562355
0.0,-37.085537,3.8911552,-0.42452192
0.0,-36.99141,4.072728,-0.33043623
0.0,-36.83487,4.2360125,-0.25349092
0.0,-36.708153,4.3683696,-0.18893003
0.0,-36.512833,4.4827614,-0.18769169
0.0,-36.331314,4.572342,-0.14261937
0.0,-36.11613,4.62765,-0.0074748993
0.0,-35.882248,4.659271,0.19337845
0.0,-35.773422,4.674488,0.2790439
0.0,-35.659996,4.6692166,0.3240714
0.0,-35.60059,4.6565714,0.34123445
0.0,-35.51714,4.6244807,0.3226583
0.0,-35.321644,4.56714,0.24159169
0.0,-35.271736,4.499685,0.1695888
0.0,-35.226593,4.418556,0.14231682
0.0,-35.10803,4.3129935,0.06229496
0.0,-34.99426,4.1938004,0.024909735
0.0,-34.890068,4.061873,0.0009403229
0.0,-34.825893,3.9200258,-0.026179075
0.0,-34.705006,3.759581,-0.03625846
0.0,-34.642735,3.5988889,-0.06069231
0.0,-34.625813,3.4314754,-0.07115412
0.0,-34.558758,3.2517624,-0.10911918
0.0,-34.542362,3.0711272,-0.15377736
0.0,-34.525204,2.884899,-0.15048456
0.0,-34.5003,2.6915808,-0.14324737
0.0,-34.433804,2.4956615,-0.16053987
0.0,-34.35322,2.3020864,-0.2145772
0.0,-34.268105,2.111487,-0.26083446
0.0,-34.09946,1.9079716,-0.20476532
0.0,-33.99573,1.69479,-0.19929314
0.0,-33.929134,1.491219,-0.13981009
0.0,-33.84267,1.2852172,-0.012634516
0.0,-33.805447,1.0821754,0.047491312
0.0,-33.789654,0.881891,0.07098317
0.0,-33.750393,0.6842482,0.13052177
0.0,-33.708633,0.4920788,0.14113522
0.0,-33.614063,0.3064454,0.20846367
0.0,-33.57569,0.12665904,0.23803616
0.0,-33.46478,-0.043575317,0.20705223
0.0,-33.35069,-0.20723698,0.112700224
0.0,-33.237385,-0.36193183,-0.025880098
0.0,-33.046852,-0.50074184,-0.18245101
0.0,-32.92102,-0.6405479,-0.21264863
0.0,-32.838585,-0.77007276,-0.16645479
0.0,-32.662685,-0.87574106,-0.16781569
0.0,-32.50939,-0.9829977,-0.11043596
0.0,-32.423176,-1.0901297,-0.08435559
0.0,-32.229336,-1.1831197,-0.11607349
0.0,-32.17122,-1.2667161,-0.15314567
0.0,-32.10823,-1.3341839,-0.17390656
0.0,-31.999125,-1.3911651,-0.22217
0.0,-31.93266,-1.4386691,-0.24808037
0.0,-31.84112,-1.4660025,-0.20184839
0.0,-31.775846,-1.4814944,-0.16472483
0.0,-31.641518,-1.4747288,-0.062221646
0.0,-31.52975,-1.4541446,0.011176705
0.0,-31.475824,-1.4363637,0.09185541
0.0,-31.375216,-1.3994553,0.20916903
0.0,-31.22698,-1.3435347,0.24449444
0.0,-31.174814,-1.2886608,0.2850541
0.0,-31.005775,-1.2103893,0.26611018
0.0,-30.96754,-1.1355207,0.22331798
0.0,-30.913506,-1.0492086,0.168921
0.0,-30.839918,-0.9522913,0.09645927
0.0,-30.709007,-0.8420934,0.10696876
0.0,-30.65163,-0.7227388,0.13806295
0.0,-30.557676,-0.59431374,0.13717008
0.0,-30.48491,-0.45722592,0.09553909
0.0,-30.437859,-0.31613448,0.0476321
0.0,-30.324492,-0.16399464,0.08504236
0.0,-30.227661,-0.0019056201,0.17562926
0.0,-30.163567,0.16771643,0.28240383
0.0,-30.121918,0.34434268,0.35149813
0.0,-30.077148,0.5248209,0.42208004
0.0,-29.956575,0.71384954,0.43457043
0.0,-29.928535,0.9015894,0.42776465
0.0,-29.852741,1.0951405,0.48007584
0.0,-29.770332,1.2929475,0.5262457
0.0,-29.678751,1.4926986,0.5184176
0.0,-29.65253,1.6912957,0.5054383
0.0,-29.546797,1.8938084,0.5522121
0.0,-29.5102,2.0965543,0.6045811
0.0,-29.435026,2.3009148,0.6681738
0.0,-29.323101,2.5063803,0.6667155
0.0,-29.292482,2.7105868,0.66120386
0.0,-29.214188,2.9139664,0.62037647
0.0,-29.111034,3.1155543,0.59919727
0.0,-29.044167,3.3140526,0.63192177
0.0,-28.952606,3.5099492,0.6127504
0.0,-28.918505,3.7032897,0.5892334
0.0,-28.830856,3.892905,0.57253766
0.0,-28.785547,4.0802956,0.5637182
0.0,-28.72248,4.263954,0.5543916
0.0,-28.628578,4.443537,0.5780126
0.0,-28.57821,4.6192274,0.5757482
0.0,-28.533972,4.7910976,0.5698621
0.0,-28.45019,4.956726,0.56009364
0.0,-28.31916,5.113693,0.5969398
0.0,-28.176254,5.261712,0.6518073
0.0,-28.068073,5.4060388,0.7364099
0.0,-27.994467,5.545816,0.7791425
0.0,-27.895428,5.679003,0.8506571
0.0,-27.795498,5.804504,0.858091
0.0,-27.67866,5.922078,0.8967029
0.0,-27.6075,6.0382586,0.88679314
0.0,-27.55282,6.148239,0.90258646
0.0,-27.436224,6.245903,0.95681083
0.0,-27.379265,6.342599,0.96202826
0.0,-27.264183,6.428673,0.9186765
0.0,-27.129568,6.5083265,0.8295264
0.0,-27.037817,6.581041,0.73511195
0.0,-26.939411,6.647031,0.70105743
0.0,-26.838556,6.7035747,0.6299188
0.0,-26.798075,6.7583046,0.5772102
0.0,-26.705957,6.8006105,0.50201607
0.0,-26.66251,6.8390713,0.4290732
0.0,-26.617228,6.86943,0.35891783
0.0,-26.51121,6.889094,0.2866236
0.0,-26.466341,6.913257,0.2608466
0.0,-26.398243,6.9276032,0.2717018
0.0,-26.341358,6.938624,0.27159297
0.0,-26.279594,6.9468017,0.25656426
0.0,-26.245607,6.9530616,0.25101888
0.0,-26.150406,6.9477525,0.2949766
0.0,-26.038734,6.936005,0.3749745
0.0,-26.00594,6.9206553,0.40978026
0.0,-25.96565,6.9015293,0.46602786
0.0,-25.948925,6.8800917,0.5173193
0.0,-25.886301,6.8506985,0.5967674
0.0,-25.851103,6.81757,0.6299039
0.0,-25.796541,6.779066,0.6824975
0.0,-25.740465,6.735319,0.76020646
0.0,-25.681484,6.6859827,0.79297686
0.0,-25.63506,6.636611,0.777122
0.0,-25.633234,6.5874953,0.7713312
0.0,-25.630053,6.53621,0.7706946
0.0,-25.611584,6.482204,0.7938523
0.0,-25.61551,6.426772,0.80755794
0.0,-25.590147,6.3675637,0.8203827
0.0,-25.584433,6.305753,0.83253586
0.0,-25.55498,6.2421293,0.87349033
0.0,-25.559826,6.1776,0.911124
0.0,-25.556644,6.1112556,0.92373073
0.0,-25.529247,6.04208,0.94627357
0.0,-25.521418,5.974961,0.9434775
0.0,-25.510391,5.9082036,0.9389087
0.0,-25.521008,5.842647,0.9351684
0.0,-25.53454,5.7753525,0.9340223
0.0,-25.517365,5.705933,0.9369229
0.0,-25.499073,5.632741,0.93264663
0.0,-25.509983,5.561716,0.92600405
0.0,-25.493542,5.4882565,0.94681907
0.0,-25.484528,5.4157243,0.96433294
0.0,-25.455906,5.3445005,0.98932993
0.0,-25.450428,5.269535,1.0064336
0.0,-25.462036,5.1970644,1.0039357
0.0,-25.468987,5.1222396,1.0172526
0.0,-25.48015,5.04702,1.0321963
0.0,-25.48136,4.9705887,1.0182464
0.0,-25.48356,4.8938637,0.9959477
0.0,-25.458649,4.813565,0.94614244
0.0,-25.43273,4.733082,0.9312024
0.0,-25.41644,4.649583,0.9486816
0.0,-25.429338,4.564375,0.97437525
0.0,-25.448082,4.480407,0.9927182
0.0,-25.415312,4.3983817,0.97328424
0.0,-25.420908,4.3202643,0.95822835
0.0,-25.402409,4.2452397,0.9351547
0.0,-25.408627,4.1656065,0.902261
0.0,-25.42769,4.08686,0.8631959
0.0,-25.440325,4.00896,0.84932566
0.0,-25.451572,3.9313128,0.82946754
0.0,-25.450596,3.8557768,0.78243613
0.0,-25.452652,3.7806756,0.7391708
0.0,-25.439125,3.704184,0.7328448
0.0,-25.43876,3.6294923,0.74368525
0.0,-25.434298,3.555602,0.7315512
0.0,-25.441372,3.479877,0.7045157
0.0,-25.462814,3.4047806,0.67106533
0.0,-25.445913,3.3305433,0.60979104
0.0,-25.452862,3.255938,0.5411296
0.0,-25.406864,3.181942,0.45877242
0.0,-25.42552,3.1075275,0.3778875
0.0,-25.444479,3.0330572,0.32935143
0.0,-25.455185,2.9586804,0.29078746
0.0,-25.466373,2.8831458,0.2689438
0.0,-25.48083,2.80897,0.25513887
0.0,-25.494364,2.7338843,0.2444694
0.0,-25.476868,2.6580539,0.20369816
0.0,-25.471401,2.5824223,0.1889925
0.0,-25.488926,2.5088608,0.18423033
0.0,-25.479921,2.436405,0.15831709
0.0,-25.481867,2.3632827,0.16017532
0.0,-25.469929,2.2901077,0.1741705
0.0,-25.454422,2.215258,0.16815662
0.0,-25.43194,2.1426935,0.1356976
0.0,-25.417168,2.0697544,0.09564066
0.0,-25.389748,1.9994073,0.046201944
0.0,-25.36346,1.9318069,-0.003891468
0.0,-25.355375,1.8676528,-0.028913498
0.0,-25.324821,1.807604,-0.051296473
0.0,-25.307,1.7437924,-0.047440767
0.0,-25.317072,1.6768962,-0.03493619
0.0,-25.314802,1.6108278,-0.034359694
0.0,-25.307838,1.5475119,-0.019995451
0.0,-25.316795,1.4819134,-0.0050895214
0.0,-25.326118,1.4157666,0.006371975
0.0,-25.318785,1.3494806,0.012461901
0.0,-25.31715,1.2816226,0.039275885
0.0,-25.262667,1.2150509,0.02651167
0.0,-25.220158,1.1514325,0.05868244
0.0,-25.196577,1.0900775,0.06475496
0.0,-25.162046,1.0282669,0.035686493
0.0,-25.156422,0.96769667,0.024987936
0.0,-25.126186,0.9102765,-0.012723446
0.0,-25.117542,0.8545531,-0.06320119
0.0,-25.112804,0.79987466,-0.11208868
0.0,-25.11227,0.7448024,-0.14547348
0.0,-25.082142,0.6895583,-0.19029212
0.0,-25.072996,0.63217264,-0.24042654
0.0,-25.03904,0.57653075,-0.2897911
0.0,-25.006212,0.5176439,-0.3505299
0.0,-24.97121,0.46108246,-0.41797972
0.0,-24.937399,0.40534756,-0.47605062
0.0,-24.923141,0.35594988,-0.5150831
0.0,-24.904037,0.3058958,-0.54541254
0.0,-24.889555,0.2561985,-0.55015445
0.0,-24.863764,0.20837885,-0.5459533
0.0,-24.819992,0.16815549,-0.5543468
0.0,-24.794136,0.13378909,-0.55342054
0.0,-24.711254,0.09824894,-0.56873775
0.0,-24.647955,0.072822735,-0.58637404
0.0,-24.626308,0.038769692,-0.5821247
0.0,-24.603243,0.00975916,-0.55785537
0.0,-24.550758,-0.013220366,-0.5164342
0.0,-24.510422,-0.0427468,-0.5001559
0.0,-24.481838,-0.074978754,-0.4978063
0.0,-24.450426,-0.102704756,-0.48758817
0.0,-24.424597,-0.12308453,-0.48981762
0.0,-24.408115,-0.14387524,-0.48785973
0.0,-24.389841,-0.1653063,-0.4905572
0.0,-24.345703,-0.18340723,-0.5096066
0.0,-24.322598,-0.2030538,-0.51382923
0.0,-24.3027,-0.22487916,-0.5207999
0.0,-24.247381,-0.2437479,-0.5384264
0.0,-24.232573,-0.26788425,-0.54387164
0.0,-24.16884,-0.2883716,-0.56540954
0.0,-24.101278,-0.311579,-0.532058
0.0,-24.074354,-0.33185303,-0.49005055
0.0,-24.038857,-0.34676152,-0.46958625
0.0,-23.942652,-0.36134288,-0.47354352
0.0,-23.911297,-0.3691146,-0.46704924
0.0,-23.862257,-0.3693515,-0.46799147
0.0,-23.843876,-0.36332893,-0.4581586
0.0,-23.833202,-0.35280797,-0.43569338
0.0,-23.776932,-0.33943725,-0.38440537
0.0,-23.742615,-0.3294099,-0.34527278
0.0,-23.701513,-0.3130972,-0.32300782
0.0,-23.680933,-0.3001645,-0.3198352
0.0,-23.64207,-0.28620708,-0.34023082
0.0,-23.63699,-0.2709973,-0.3563851
0.0,-23.586802,-0.2531706,-0.3896631
0.0,-23.57683,-0.23819335,-0.40998137
0.0,-23.567083,-0.22020304,-0.42694855
0.0,-23.534687,-0.20066999,-0.45051908
0.0,-23.510067,-0.18312311,-0.46097565
0.0,-23.466103,-0.15998824,-0.43577385
0.0,-23.446596,-0.13255508,-0.42165124
0.0,-23.378923,-0.105877236,-0.43043637
0.0,-23.372316,-0.07522948,-0.43058777
