Env,ground_speed
0.0,24.595348
0.0,24.615635
0.0,24.628756
0.0,50.775307
0.0,50.595448
0.0,50.514217
0.0,50.516697
0.0,50.38316
0.0,50.300274
0.0,50.171852
0.0,49.937893
0.0,49.741985
0.0,49.684498
0.0,49.6049
0.0,49.482773
0.0,49.397217
0.0,48.93491
0.0,48.760887
0.0,48.611767
0.0,48.29596
0.0,47.97196
0.0,47.90316
0.0,47.86126
0.0,47.819866
0.0,47.784332
0.0,47.60808
0.0,47.408108
0.0,47.172646
0.0,46.99536
0.0,46.884132
0.0,46.747917
0.0,46.57989
0.0,46.55931
0.0,46.503456
0.0,46.300884
0.0,46.22786
0.0,46.084797
0.0,45.820904
0.0,45.771362
0.0,45.63902
0.0,45.558643
0.0,45.535706
0.0,45.301258
0.0,45.158028
0.0,44.94786
0.0,44.725235
0.0,44.496296
0.0,44.22866
0.0,44.0446
0.0,43.959805
0.0,43.82172
0.0,43.52587
0.0,43.386894
0.0,43.15862
0.0,42.94656
0.0,42.79239
0.0,42.577587
0.0,42.419373
0.0,42.21314
0.0,42.024933
0.0,41.7724
0.0,41.468777
0.0,41.26856
0.0,40.828144
0.0,40.71295
0.0,40.477615
0.0,40.391647
0.0,40.291126
0.0,40.19794
0.0,40.052753
0.0,39.891262
0.0,39.80514
0.0,39.55804
0.0,39.353466
0.0,39.287167
0.0,39.17213
0.0,39.096313
0.0,38.93699
0.0,38.880314
0.0,38.76512
0.0,38.71161
0.0,38.647984
0.0,38.495796
0.0,38.37784
0.0,38.336952
0.0,38.16586
0.0,38.00345
0.0,37.826706
0.0,37.706253
0.0,37.54546
0.0,37.489597
0.0,37.29153
0.0,37.216404
0.0,37.07851
0.0,36.967648
0.0,36.78746
0.0,36.61817
0.0,36.4114
0.0,36.18399
0.0,36.078613
0.0,35.96584
0.0,35.905457
0.0,35.818394
0.0,35.61651
0.0,35.558
0.0,35.50291
0.0,35.372013
0.0,35.244667
0.0,35.12571
0.0,35.04583
0.0,34.908066
0.0,34.829224
0.0,34.7955
0.0,34.71158
0.0,34.678955
0.0,34.64585
0.0,34.60543
0.0,34.524494
0.0,34.43094
0.0,34.334084
0.0,34.153416
0.0,34.038532
0.0,33.962173
0.0,33.86707
0.0,33.8228
0.0,33.801235
0.0,33.75758
0.0,33.712524
0.0,33.616108
0.0,33.57677
0.0,33.465446
0.0,33.351517
0.0,33.23936
0.0,33.05115
0.0,32.927937
0.0,32.848038
0.0,32.674854
0.0,32.52444
0.0,32.441605
0.0,32.25125
0.0,32.19651
0.0,32.136406
0.0,32.03012
0.0,31.966013
0.0,31.875484
0.0,31.810785
0.0,31.675924
0.0,31.563265
0.0,31.508715
0.0,31.407104
0.0,31.256824
0.0,31.202738
0.0,31.030535
0.0,30.989155
0.0,30.931765
0.0,30.854767
0.0,30.72074
0.0,30.660458
0.0,30.563763
0.0,30.48849
0.0,30.439535
0.0,30.325052
0.0,30.228174
0.0,30.165356
0.0,30.125938
0.0,30.084688
0.0,29.968231
0.0,29.94517
0.0,29.876677
0.0,29.80304
0.0,29.720785
0.0,29.705027
0.0,29.612574
0.0,29.59076
0.0,29.532377
0.0,29.437574
0.0,29.425055
0.0,29.365707
0.0,29.283407
0.0,29.239454
0.0,29.171024
0.0,29.160614
0.0,29.098118
0.0,29.078756
0.0,29.042545
0.0,28.977137
0.0,28.95484
0.0,28.939018
0.0,28.88418
0.0,28.783344
0.0,28.67075
0.0,28.59343
0.0,28.549137
0.0,28.48034
0.0,28.408066
0.0,28.319305
0.0,28.274033
0.0,28.24488
0.0,28.154451
0.0,28.120775
0.0,28.026905
0.0,27.911648
0.0,27.836914
0.0,27.756187
0.0,27.670254
0.0,27.643164
0.0,27.562807
0.0,27.529007
0.0,27.491718
0.0,27.393171
0.0,27.35559
0.0,27.293453
0.0,27.241243
0.0,27.183472
0.0,27.152159
0.0,27.05923
0.0,26.949291
0.0,26.914162
0.0,26.871233
0.0,26.850512
0.0,26.784117
0.0,26.742392
0.0,26.681137
0.0,26.617926
0.0,26.549381
0.0,26.491598
0.0,26.4774
0.0,26.461584
0.0,26.431087
0.0,26.42177
0.0,26.383224
0.0,26.36321
0.0,26.320793
0.0,26.311548
0.0,26.2934
0.0,26.251564
0.0,26.228476
0.0,26.202448
0.0,26.197956
0.0,26.196178
0.0,26.164316
0.0,26.13045
0.0,26.125647
0.0,26.094791
0.0,26.071463
0.0,26.029705
0.0,26.009712
0.0,26.006395
0.0,25.998869
0.0,25.995693
0.0,25.981596
0.0,25.96832
0.0,25.926981
0.0,25.886152
0.0,25.855637
0.0,25.854095
0.0,25.85855
0.0,25.811451
0.0,25.803207
0.0,25.771667
0.0,25.763624
0.0,25.768488
0.0,25.768255
0.0,25.766758
0.0,25.752903
0.0,25.742523
0.0,25.717838
0.0,25.707136
0.0,25.692038
0.0,25.68792
0.0,25.698204
0.0,25.670197
0.0,25.66597
0.0,25.60945
0.0,25.617504
0.0,25.626732
0.0,25.6282
0.0,25.63047
0.0,25.636457
0.0,25.641693
0.0,25.615961
0.0,25.602673
0.0,25.61276
0.0,25.59663
0.0,25.59172
0.0,25.57327
0.0,25.551186
0.0,25.522404
0.0,25.50148
0.0,25.468391
0.0,25.436922
0.0,25.424082
0.0,25.389297
0.0,25.367048
0.0,25.37257
0.0,25.366024
0.0,25.355118
0.0,25.360128
0.0,25.365662
0.0,25.354725
0.0,25.349602
0.0,25.291883
0.0,25.2465
0.0,25.220228
0.0,25.183075
0.0,25.17504
0.0,25.142673
0.0,25.13215
0.0,25.125788
0.0,25.123735
0.0,25.092339
0.0,25.082115
0.0,25.047352
0.0,25.014027
0.0,24.978964
0.0,24.945236
0.0,24.931005
0.0,24.911888
0.0,24.896954
0.0,24.87063
0.0,24.826754
0.0,24.800673
0.0,24.717993
0.0,24.655037
0.0,24.633215
0.0,24.609566
0.0,24.556194
0.0,24.515562
0.0,24.487013
0.0,24.455505
0.0,24.429815
0.0,24.413412
0.0,24.395332
0.0,24.351725
0.0,24.32887
0.0,24.309322
0.0,24.25458
0.0,24.240152
0.0,24.177174
0.0,24.109163
0.0,24.081627
0.0,24.045942
0.0,23.950062
0.0,23.918705
0.0,23.869703
0.0,23.851042
0.0,23.839794
0.0,23.78246
0.0,23.74741
0.0,23.70578
0.0,23.684994
0.0,23.646252
0.0,23.641228
0.0,23.591377
0.0,23.581594
0.0,23.57198
0.0,23.539854
0.0,23.515299
0.0,23.470694
0.0,23.45076
0.0,23.383125
0.0,23.376402
0.0,23.31936
0.0,23.268322
0.0,23.252615
0.0,23.222261
0.0,23.18025
0.0,23.133383
0.0,23.091925
0.0,23.051186
0.0,23.010168
0.0,22.979141
0.0,22.95102
0.0,22.931082
0.0,22.883883
0.0,22.860315
0.0,22.810038
0.0,22.776436
0.0,22.751955
0.0,22.714758
0.0,22.695734
0.0,22.671091
0.0,22.655935
0.0,22.623814
0.0,22.57589
0.0,22.562325
0.0,22.53815
0.0,22.504856
0.0,22.483294
0.0,22.455746
0.0,22.429766
0.0,22.410933
0.0,22.362633
0.0,22.298422
0.0,22.273216
0.0,22.222483
0.0,22.190641
0.0,22.18429
0.0,22.166883
0.0,22.129
0.0,22.115686
0.0,22.0941
0.0,22.076403
0.0,22.040102
0.0,22.001137
0.0,21.977173
0.0,21.950666
0.0,21.934017
0.0,21.905043
0.0,21.866827
0.0,21.796736
0.0,21.778555
0.0,21.756811
0.0,21.732853
0.0,21.684708
0.0,21.634483
0.0,21.591492
0.0,21.530273
0.0,21.482279
0.0,21.45791
0.0,21.428793
0.0,21.408058
0.0,21.37035
0.0,21.322723
0.0,21.300072
0.0,21.281052
0.0,21.261026
0.0,21.209667
0.0,21.17137
0.0,21.148226
0.0,21.132936
0.0,21.10043
0.0,21.083372
0.0,21.055513
0.0,21.015463
0.0,20.977137
0.0,20.949432
0.0,20.922514
0.0,20.898193
0.0,20.866213
0.0,20.819324
0.0,20.77522
0.0,20.725899
0.0,20.698936
0.0,20.676725
0.0,20.616138
0.0,20.580057
0.0,20.53825
0.0,20.496754
0.0,20.466595
0.0,20.423365
0.0,20.359419
0.0,20.33322
0.0,20.295319
0.0,20.24901
0.0,20.192596
0.0,20.148508
0.0,20.08966
0.0,20.049803
0.0,20.014927
0.0,19.9699
0.0,19.931067
0.0,19.890284
0.0,19.847368
0.0,19.82276
0.0,19.793066
0.0,19.749525
0.0,19.713282
0.0,19.668013
0.0,19.637877
0.0,19.609364
0.0,19.557194
0.0,19.514637
0.0,19.48187
0.0,19.43757
0.0,19.383741
0.0,19.346308
0.0,19.315578
0.0,19.257298
0.0,19.211943
0.0,19.153673
0.0,19.103977
0.0,19.063662
0.0,19.02663
0.0,18.977762
0.0,18.940016
0.0,18.894007
0.0,18.844345
0.0,18.80219
0.0,18.746416
0.0,18.68617
0.0,18.635168
0.0,18.598833
0.0,18.53897
0.0,18.4865
0.0,18.435183
0.0,18.379818
0.0,18.326263
0.0,18.274216
0.0,18.225254
0.0,18.172575
0.0,18.121407
0.0,18.078802
0.0,18.03705
0.0,17.983143
0.0,17.928629
0.0,17.883835
0.0,17.8381
0.0,17.784025
0.0,17.730986
0.0,17.671684
0.0,17.614384
0.0,17.56951
0.0,17.513033
0.0,17.460659
0.0,17.402962
0.0,17.35343
0.0,17.29951
0.0,17.25467
0.0,17.193302
0.0,17.150816
0.0,17.10944
0.0,17.069471
0.0,17.030436
0.0,16.979086
0.0,16.936533
0.0,16.887226
0.0,16.83995
0.0,16.789824
0.0,16.752783
0.0,16.720219
0.0,16.671316
0.0,16.623262
0.0,16.571795
0.0,16.528828
0.0,16.496475
0.0,16.454466
0.0,16.401606
0.0,16.355162
0.0,16.314684
0.0,16.27101
0.0,16.237486
0.0,16.190342
0.0,16.151926
0.0,16.121614
0.0,16.089418
0.0,16.058905
0.0,16.025679
0.0,15.981247
0.0,15.9419985
0.0,15.909105
0.0,15.879223
0.0,15.840099
0.0,15.813646
0.0,15.778355
0.0,15.751515
0.0,15.712121
0.0,15.685288
0.0,15.662408
0.0,15.634324
0.0,15.596559
0.0,15.562799
0.0,15.531339
0.0,15.501846
0.0,15.467114
0.0,15.444896
0.0,15.424491
0.0,15.397946
0.0,15.374065
0.0,15.355101
0.0,15.324325
0.0,15.291175
0.0,15.264431
0.0,15.242009
0.0,15.223119
0.0,15.204104
0.0,15.181618
0.0,15.163523
0.0,15.144128
0.0,15.119138
0.0,15.087084
0.0,15.071689
0.0,15.052486
0.0,15.035728
0.0,15.022003
0.0,15.00833
0.0,14.989559
0.0,14.976301
0.0,14.964253
0.0,14.952712
0.0,14.941103
0.0,14.926882
0.0,14.915432
0.0,14.905888
0.0,14.884457
0.0,14.875575
0.0,14.859066
0.0,14.848685
0.0,14.831551
0.0,14.814755
0.0,14.800142
0.0,14.778408
0.0,14.7722225
0.0,14.762321
0.0,14.746926
0.0,14.741619
0.0,14.731318
0.0,14.726523
0.0,14.711151
0.0,14.6855345
0.0,14.681113
0.0,14.666746
0.0,14.65653
0.0,14.64307
0.0,14.6342535
0.0,14.631349
0.0,14.628805
0.0,14.626281
0.0,14.623917
0.0,14.621521
0.0,14.6200075
0.0,14.616661
0.0,14.616649
0.0,14.616719
0.0,14.616544
0.0,14.612604
0.0,14.592904
0.0,14.588526
0.0,14.591128
0.0,14.580113
0.0,14.573924
0.0,14.567187
0.0,14.569296
0.0,14.57226
0.0,14.563878
0.0,14.563882
0.0,14.565915
0.0,14.568981
0.0,14.563326
0.0,14.565122
0.0,14.571741
0.0,14.578832
0.0,14.578459
0.0,14.582771
0.0,14.575128
0.0,14.5822315
0.0,14.57974
0.0,14.57707
0.0,14.580024
0.0,14.582452
0.0,14.585688
0.0,14.5857315
0.0,14.583547
0.0,14.593265
0.0,14.600901
0.0,14.608405
0.0,14.615962
0.0,14.618913
0.0,14.618721
0.0,14.62868
0.0,14.633567
0.0,14.643821
0.0,14.648755
0.0,14.658597
0.0,14.665089
0.0,14.670417
0.0,14.665324
0.0,14.676619
0.0,14.689027
0.0,14.697575
0.0,14.709582
0.0,14.712
0.0,14.720693
0.0,14.728119
0.0,14.73469
0.0,14.74258
0.0,14.758176
0.0,14.770168
0.0,14.781649
0.0,14.790693
0.0,14.799029
0.0,14.806811
0.0,14.813228
0.0,14.8261175
0.0,14.84021
0.0,14.852754
0.0,14.864943
0.0,14.881567
0.0,14.894797
0.0,14.912349
0.0,14.933247
0.0,14.9471655
0.0,14.963408
0.0,14.979712
0.0,15.00341
0.0,15.028996
0.0,15.053686
0.0,15.070787
0.0,15.098212
0.0,15.126319
0.0,15.144944
0.0,15.168436
0.0,15.19088
0.0,15.217966
0.0,15.245399
0.0,15.269849
0.0,15.299412
0.0,15.316386
0.0,15.332502
0.0,15.358024
0.0,15.387671
0.0,15.416269
0.0,15.44486
0.0,15.476785
0.0,15.497265
0.0,15.514923
0.0,15.536682
0.0,15.568076
0.0,15.587225
0.0,15.61963
0.0,15.649918
0.0,15.683402
0.0,15.715358
0.0,15.744952
0.0,15.777783
0.0,15.812123
0.0,15.838034
0.0,15.870779
0.0,15.906105
0.0,15.940299
0.0,15.976181
0.0,16.012901
0.0,16.047594
0.0,16.08054
0.0,16.108633
0.0,16.143185
0.0,16.174246
0.0,16.211483
0.0,16.243412
0.0,16.283363
0.0,16.316803
0.0,16.345434
0.0,16.369516
0.0,16.409397
0.0,16.438545
0.0,16.478878
0.0,16.515175
0.0,16.54514
0.0,16.571432
0.0,16.607334
0.0,16.647743
0.0,16.673288
0.0,16.71374
0.0,16.7525
0.0,16.790518
0.0,16.829998
0.0,16.871523
0.0,16.905258
0.0,16.947042
0.0,16.985077
0.0,17.02621
0.0,17.06779
0.0,17.112116
0.0,17.148956
0.0,15.135312
0.0,15.052726
0.0,14.992753
0.0,14.90169
0.0,14.896477
0.0,14.888394
0.0,14.874488
0.0,14.88278
0.0,14.893303
0.0,14.872849
0.0,14.876188
0.0,14.871442
0.0,14.822725
0.0,14.789533
0.0,14.771692
0.0,14.753615
0.0,14.702996
0.0,14.665907
0.0,14.584779
0.0,14.54147
0.0,14.456355
0.0,14.420559
0.0,14.377612
0.0,14.344145
0.0,14.294815
0.0,14.257387
0.0,14.205853
0.0,14.154983
0.0,14.113901
0.0,14.064472
0.0,14.022601
0.0,13.936088
0.0,13.877491
0.0,13.836176
0.0,13.795054
0.0,13.750278
0.0,13.691866
0.0,13.638795
0.0,13.605527
0.0,13.560193
0.0,13.515679
0.0,13.454016
0.0,13.404023
0.0,13.357031
0.0,13.308657
0.0,13.257286
0.0,13.177229
0.0,13.132415
0.0,13.10372
0.0,13.061622
0.0,13.020905
0.0,12.982643
0.0,12.948705
0.0,12.898924
0.0,12.859918
0.0,12.806366
0.0,12.760529
0.0,12.706341
0.0,12.655095
0.0,12.593294
0.0,12.511664
0.0,12.446925
0.0,12.390432
0.0,12.323718
0.0,12.280523
0.0,12.214441
0.0,12.143422
0.0,12.080909
0.0,12.031919
0.0,11.951153
0.0,11.854377
0.0,11.789031
0.0,11.737266
0.0,11.710439
0.0,11.69563
0.0,11.642107
0.0,11.620779
0.0,11.604156
0.0,11.600485
0.0,11.584328
0.0,11.560391
0.0,11.552746
0.0,11.515221
0.0,11.499234
0.0,11.488857
0.0,11.488405
0.0,11.480535
0.0,11.455827
0.0,11.443352
0.0,11.419498
0.0,11.407487
0.0,11.3995075
0.0,11.385825
0.0,11.36421
0.0,11.34513
0.0,11.327913
0.0,11.278023
0.0,11.24677
0.0,11.215196
0.0,11.1869545
0.0,11.143684
0.0,11.107404
0.0,11.06759
0.0,11.022605
0.0,10.977378
0.0,10.93088
0.0,10.8754635
0.0,10.827471
0.0,10.763078
0.0,10.709785
0.0,10.667193
0.0,10.626109
0.0,10.577717
0.0,10.517927
0.0,10.4569435
0.0,10.4093485
0.0,10.371793
0.0,10.335244
0.0,10.300541
0.0,10.2626705
0.0,10.226258
0.0,10.191299
0.0,10.145581
0.0,10.085884
0.0,10.052796
0.0,10.015417
0.0,10.002252
0.0,9.995347
0.0,9.99753
0.0,9.989225
0.0,9.9975
0.0,10.006489
0.0,10.017167
0.0,10.020476
0.0,10.029467
0.0,10.034027
0.0,10.045722
0.0,10.053006
0.0,10.045411
0.0,10.04586
0.0,10.058096
0.0,10.080647
0.0,10.105133
0.0,10.122769
0.0,10.149797
0.0,10.175725
0.0,10.192164
0.0,10.217955
0.0,10.244765
0.0,10.259089
0.0,10.278898
0.0,10.29354
0.0,10.321472
0.0,10.349416
0.0,10.361081
0.0,10.387996
0.0,10.406395
0.0,10.426955
0.0,10.461454
0.0,10.499721
0.0,10.52738
0.0,10.5580845
0.0,10.5920105
0.0,10.625893
0.0,10.649822
0.0,10.693395
0.0,10.736139
0.0,10.781434
0.0,10.8200445
0.0,10.859654
0.0,10.889184
0.0,10.919027
0.0,10.955192
0.0,10.9750805
0.0,11.01068
0.0,11.04714
0.0,11.084814
0.0,11.127919
0.0,11.154263
0.0,11.187564
0.0,11.232983
0.0,11.280244
0.0,11.328403
0.0,11.372763
0.0,11.4177265
0.0,11.465494
0.0,11.504854
0.0,11.552543
0.0,11.601479
0.0,11.638885
0.0,11.6819315
0.0,11.727474
0.0,11.754103
0.0,11.795107
0.0,11.8203335
0.0,11.861754
0.0,11.912697
0.0,11.962191
0.0,12.0119705
0.0,12.054582
0.0,12.094565
0.0,12.150285
0.0,12.205303
0.0,12.253697
0.0,12.307434
0.0,12.361481
0.0,12.414223
0.0,12.44976
0.0,12.504425
0.0,12.5435295
0.0,12.595963
0.0,12.648156
0.0,12.692422
0.0,12.733737
0.0,12.790563
0.0,12.846552
0.0,12.892831
0.0,12.947642
0.0,12.999933
0.0,13.047638
0.0,13.098475
0.0,13.14436
0.0,13.181715
0.0,13.231859
0.0,13.287896
0.0,13.337536
0.0,13.391597
0.0,13.446595
0.0,13.503749
0.0,13.559179
0.0,13.617591
0.0,13.676263
0.0,13.73147
0.0,13.790872
0.0,13.851504
0.0,13.908899
0.0,13.963153
0.0,14.006765
0.0,14.070355
0.0,14.129076
0.0,14.181615
0.0,14.248107
0.0,14.309868
0.0,14.370318
0.0,14.432291
0.0,14.498414
0.0,14.543934
0.0,14.567548
0.0,14.629845
0.0,14.695148
0.0,14.7535925
0.0,14.802437
0.0,14.85941
0.0,14.92211
0.0,14.961181
0.0,15.015893
0.0,15.05791
0.0,15.129933
0.0,15.198671
0.0,15.247118
0.0,15.312308
0.0,15.375591
0.0,15.442182
0.0,15.516323
0.0,15.591336
0.0,15.669671
0.0,15.748603
0.0,15.828201
0.0,15.89127
0.0,15.970392
0.0,16.036108
0.0,16.10272
0.0,16.183386
0.0,16.259153
0.0,16.328642
0.0,16.39451
0.0,16.467016
0.0,16.545635
0.0,16.595171
0.0,16.654274
0.0,16.717062
0.0,16.787123
0.0,16.865507
0.0,16.939766
0.0,17.019575
0.0,17.085718
0.0,17.159178
0.0,17.228506
0.0,17.275404
0.0,17.347052
0.0,17.41442
0.0,17.488802
0.0,17.561712
0.0,17.605951
0.0,17.6666
0.0,17.7013
0.0,17.770018
0.0,17.824106
0.0,17.905037
0.0,17.961855
0.0,18.046938
0.0,18.123207
0.0,18.182392
0.0,18.24574
0.0,18.328129
0.0,18.412443
0.0,18.498821
0.0,18.569983
0.0,18.643412
0.0,18.706404
0.0,18.777014
0.0,18.852901
0.0,18.938145
0.0,19.004427
0.0,19.071198
0.0,19.153728
0.0,19.231451
0.0,19.312628
0.0,19.39743
0.0,19.473751
0.0,19.535698
0.0,19.61204
0.0,19.677809
0.0,19.736729
0.0,19.783682
0.0,19.844683
0.0,19.920372
0.0,19.987791
0.0,20.041441
0.0,20.105623
0.0,20.178492
0.0,20.244415
0.0,20.315779
0.0,20.38534
0.0,20.446327
0.0,20.51557
0.0,20.587364
0.0,20.638172
0.0,20.692972
0.0,20.747072
0.0,20.805141
0.0,20.869303
0.0,20.927107
0.0,20.98606
0.0,21.029364
0.0,21.091093
0.0,21.131588
0.0,21.183327
0.0,21.236784
0.0,21.268427
0.0,21.300415
0.0,21.34872
0.0,21.404129
0.0,21.438608
0.0,21.481253
0.0,21.529383
0.0,21.573551
0.0,21.622797
0.0,21.670534
0.0,21.706648
0.0,21.747408
0.0,21.791323
0.0,21.832775
0.0,21.8722
0.0,21.914371
0.0,21.948462
0.0,21.98608
0.0,22.011227
0.0,22.037186
0.0,22.073126
0.0,22.10922
0.0,22.144157
0.0,22.180185
0.0,22.203575
0.0,22.233505
0.0,22.261688
0.0,22.28854
0.0,22.321379
0.0,22.354464
0.0,22.38751
0.0,22.417593
0.0,22.442795
0.0,22.472149
0.0,22.491556
0.0,22.516275
0.0,22.530254
0.0,22.556898
0.0,22.577652
0.0,22.599035
0.0,22.615189
0.0,22.639465
0.0,22.66057
0.0,22.680807
0.0,22.696377
0.0,22.71384
0.0,22.735945
0.0,22.729046
0.0,22.7489
0.0,22.774017
0.0,22.790668
0.0,22.815407
0.0,22.831108
0.0,22.85525
0.0,22.882746
0.0,22.891363
0.0,22.909983
0.0,22.93478
0.0,22.96355
0.0,22.98968
0.0,23.009697
0.0,23.02599
0.0,23.055853
0.0,23.077244
0.0,23.102558
0.0,23.12928
0.0,23.156624
0.0,23.17977
0.0,23.203941
0.0,23.230465
0.0,23.261023
0.0,23.288534
0.0,23.315088
0.0,23.342863
0.0,23.367683
0.0,23.38805
0.0,23.416794
0.0,23.4391
0.0,23.46428
0.0,23.480133
0.0,23.491781
0.0,23.503374
0.0,23.524303
0.0,23.527346
0.0,23.541906
0.0,23.547527
0.0,23.547672
0.0,23.555862
0.0,23.567387
0.0,23.575819
0.0,23.58232
0.0,23.578821
0.0,23.572481
0.0,23.563318
0.0,23.55704
0.0,23.531136
0.0,23.516373
0.0,23.506866
0.0,23.491276
0.0,23.4663
0.0,23.444454
0.0,23.417833
0.0,23.393286
0.0,23.365492
0.0,23.316746
0.0,23.282763
0.0,23.238873
0.0,23.199726
0.0,23.145096
0.0,23.098228
0.0,23.046951
0.0,22.996967
0.0,22.936525
0.0,22.881725
0.0,22.81699
0.0,22.760374
0.0,22.697
0.0,22.642141
0.0,22.589138
0.0,22.521835
0.0,22.46899
0.0,22.415815
0.0,22.365664
0.0,22.310171
0.0,22.257416
0.0,22.2092
0.0,22.162779
0.0,22.118414
0.0,22.073158
0.0,22.01874
0.0,21.973818
0.0,21.932161
0.0,21.882832
0.0,21.846756
0.0,21.810928
0.0,21.765259
0.0,21.73439
0.0,21.70013
0.0,21.665855
0.0,21.639616
0.0,21.613241
0.0,21.573
0.0,21.538418
0.0,21.51952
0.0,21.48405
0.0,21.467827
0.0,21.450876
0.0,21.423723
0.0,21.403084
0.0,21.385527
0.0,21.367123
0.0,21.33416
0.0,21.318777
0.0,21.303362
0.0,21.28989
0.0,21.279106
0.0,21.256231
0.0,21.245327
0.0,21.229433
0.0,21.218496
0.0,21.207512
0.0,21.195715
0.0,21.186604
0.0,21.16012
0.0,21.148973
0.0,21.1306
0.0,21.114817
0.0,21.103691
0.0,21.088923
0.0,21.0762
0.0,21.055956
0.0,21.041344
