train/actor_loss,train/critic_loss,train/learning_rate,train/ent_coef,train/ent_coef_loss,train/n_updates,time/episodes,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_rew_mean
2.281477928161621,0.012486560270190239,0.0003,0.015584447421133518,-0.42082929611206055,124099,164,146.02,588,24300,41,-49.90919057
2.149381160736084,0.01483322773128748,0.0003,0.015428036451339722,-0.538812518119812,124652,168,144.92,600,24853,41,-48.90878861000001
2.2993416786193848,0.02256101369857788,0.0003,0.01498283538967371,0.08815144002437592,125270,172,145.73,615,25471,41,-49.00092339
2.1458704471588135,0.032487548887729645,0.0003,0.01504380814731121,-0.3301817774772644,125799,176,145.01,627,26000,41,-48.663848179999995
2.2444875240325928,0.012943189591169357,0.0003,0.014770684763789177,0.49732208251953125,126403,180,145.21,641,26604,41,-48.43395775000001
2.2124414443969727,0.019310060888528824,0.0003,0.015132994391024113,0.22443485260009766,127099,184,146.31,656,27300,41,-48.668031979999995
2.2440292835235596,0.011021316982805729,0.0003,0.015108421444892883,-0.5967313051223755,127687,188,147.39,670,27888,41,-48.386300459999994
2.1307926177978516,0.01338589284569025,0.0003,0.014637713320553303,0.9829956293106079,128265,192,147.18,685,28466,41,-48.06751886
2.1338980197906494,0.009847806766629219,0.0003,0.014633784070611,0.7587448954582214,128808,196,147.09,700,29009,41,-47.86937005000001
1.9726581573486328,0.030197560787200928,0.0003,0.014535730704665184,-0.40506523847579956,129396,200,145.18,715,29597,41,-47.17069681
2.0635600090026855,0.016981005668640137,0.0003,0.014768381603062153,-0.13032330572605133,129776,204,143.77,724,29977,41,-46.90228435000001
2.019793748855591,0.01034722849726677,0.0003,0.014262056909501553,-0.41750985383987427,130332,208,142.67,738,30533,41,-46.49488962000001
2.1303601264953613,0.031582266092300415,0.0003,0.014094682410359383,-0.42311954498291016,130913,212,142.38,751,31114,41,-46.90143388999999
2.0420875549316406,0.021162178367376328,0.0003,0.01395498774945736,1.1312953233718872,131397,216,142.57,764,31598,41,-47.37925400000001
1.8726752996444702,0.007648410275578499,0.0003,0.013685093261301517,-1.7337688207626343,131971,220,142.44,778,32172,41,-47.50876230000001
2.0191822052001953,0.037148747593164444,0.0003,0.013555550947785378,0.5703537464141846,132449,224,141.22,790,32650,41,-47.11975473
1.9809541702270508,0.009379139170050621,0.0003,0.013211056590080261,-0.4863690733909607,133021,228,140.58,803,33222,41,-46.83456937
1.8786022663116455,0.017573541030287743,0.0003,0.012901939451694489,-0.1855081021785736,133594,232,141.44,817,33795,41,-46.9880362
1.8685165643692017,0.03726990148425102,0.0003,0.012771354988217354,0.5030883550643921,134021,236,140.05,828,34222,41,-46.32991768000001
1.8386774063110352,0.022954298183321953,0.0003,0.012744077481329441,-0.3429115414619446,134680,240,140.81,843,34881,41,-46.626456049999994
1.9582085609436035,0.007218661718070507,0.0003,0.012808344326913357,0.336259663105011,135201,244,139.76,856,35402,41,-45.94031616
2.1919026374816895,0.029851505532860756,0.0003,0.012586593627929688,0.004727035760879517,135782,248,139.15,869,35983,41,-46.103611789999995
2.1639621257781982,0.03378523513674736,0.0003,0.012639212422072887,0.3909625709056854,136354,252,139.75,883,36555,41,-46.047979369999986
1.924816608428955,0.015272093005478382,0.0003,0.01285533607006073,0.7998337149620056,136996,256,139.97,901,37197,41,-46.03887507
1.802207350730896,0.00882846862077713,0.0003,0.013097675517201424,0.08080561459064484,137663,260,141.84,918,37864,41,-46.6211927
1.9421279430389404,0.011773938313126564,0.0003,0.01297008153051138,0.609153151512146,138268,264,141.69,933,38469,41,-46.43696593999999
1.9047930240631104,0.009691748768091202,0.0003,0.01302594318985939,0.2129427194595337,138799,268,141.47,947,39000,41,-45.98761684
1.8742845058441162,0.008405951783061028,0.0003,0.012610359117388725,-0.16752246022224426,139390,272,141.2,961,39591,41,-45.94303694
2.041555166244507,0.01613725908100605,0.0003,0.012502294033765793,0.12884016335010529,139950,276,141.51,975,40151,41,-45.937716079999994
1.9411346912384033,0.011632419191300869,0.0003,0.012178909033536911,-0.41075438261032104,140513,280,141.1,989,40714,41,-46.080038910000006
2.0389442443847656,0.0420474074780941,0.0003,0.011780181899666786,-0.30065929889678955,141109,284,140.1,1004,41310,41,-45.47437286999999
1.8289506435394287,0.030275940895080566,0.0003,0.011417868547141552,0.05120088905096054,141542,288,138.55,1015,41743,41,-45.135392329999995
1.8619937896728516,0.015782896429300308,0.0003,0.011524295434355736,0.478904664516449,142104,292,138.39,1029,42305,41,-44.755427159999996
1.9930243492126465,0.0101297777146101,0.0003,0.0114327697083354,-0.5867875218391418,142692,296,138.84,1044,42893,41,-44.70033528
1.8979076147079468,0.021618587896227837,0.0003,0.011062325909733772,-0.24698297679424286,143152,300,137.56,1056,43353,41,-43.8136444
1.8160548210144043,0.01268787495791912,0.0003,0.010981133207678795,0.3592734932899475,143737,304,139.61,1071,43938,41,-44.005298469999985
1.854079008102417,0.029654089361429214,0.0003,0.010803774930536747,0.29445144534111023,144286,308,139.54,1084,44487,41,-43.81493525
1.8586081266403198,0.020047374069690704,0.0003,0.01079567987471819,-1.2522797584533691,144843,312,139.3,1098,45044,41,-43.32408770999999
1.8657323122024536,0.018302075564861298,0.0003,0.011045795865356922,0.01831085979938507,145299,316,139.02,1110,45500,40,-42.74536002
1.8587493896484375,0.014223858714103699,0.0003,0.01073442492634058,0.2601674497127533,145798,320,138.27,1122,45999,40,-42.051511
1.8984429836273193,0.009333878755569458,0.0003,0.010872810147702694,0.4335361421108246,146374,324,139.25,1136,46575,40,-42.25574033
1.864405870437622,0.008161986246705055,0.0003,0.010596073232591152,-0.27057820558547974,146876,328,138.55,1148,47077,40,-42.15467344
1.9583956003189087,0.010681219398975372,0.0003,0.0105386758223176,-0.13582846522331238,147437,332,138.43,1162,47638,40,-41.95791146000001
1.8025743961334229,0.0200735442340374,0.0003,0.010390220209956169,-0.6437373757362366,147899,336,138.78,1174,48100,40,-41.93300448
1.8300414085388184,0.017858611419796944,0.0003,0.010423906147480011,-0.24021285772323608,148497,340,138.17,1188,48698,40,-41.7055077
1.899109125137329,0.01940491609275341,0.0003,0.010541470721364021,-0.2895561754703522,149053,344,138.52,1202,49254,40,-42.065808589999996
1.9145516157150269,0.01638556271791458,0.0003,0.010163488797843456,0.7190069556236267,149666,348,138.84,1216,49867,40,-41.420987180000004
1.8477973937988281,0.009432880207896233,0.0003,0.00999064277857542,1.2495269775390625,150326,352,139.72,1232,50527,41,-41.64049468
1.9135349988937378,0.02072327956557274,0.0003,0.009829755872488022,0.03908199071884155,150803,356,138.07,1243,51004,41,-41.08683612000001
1.8023998737335205,0.019352972507476807,0.0003,0.00998560432344675,-0.25837987661361694,151333,360,136.7,1256,51534,41,-40.57569668
1.768277645111084,0.014078788459300995,0.0003,0.009950141422450542,-0.0410521924495697,151943,364,136.75,1271,52144,41,-40.740643209999995
1.8758575916290283,0.02222682349383831,0.0003,0.009736011736094952,-0.09234821796417236,152533,368,137.34,1285,52734,41,-41.19406802
1.8422709703445435,0.026594610884785652,0.0003,0.009814244695007801,-0.21193009614944458,153099,372,137.09,1298,53300,41,-40.972065810000004
1.8670685291290283,0.03806102275848389,0.0003,0.009929765947163105,0.47167569398880005,153712,376,137.62,1312,53913,41,-41.029333730000005
1.8264795541763306,0.014283855445683002,0.0003,0.010175330564379692,-0.42528557777404785,154331,380,138.18,1326,54532,41,-41.0866772
1.7817413806915283,0.04593624174594879,0.0003,0.010610675439238548,0.375296413898468,154735,384,136.26,1336,54936,41,-40.86638361999999
1.6575071811676025,0.0298391655087471,0.0003,0.011219078674912453,0.4661142826080322,155329,388,137.87,1350,55530,41,-41.61513151
1.695077896118164,0.010786646045744419,0.0003,0.011866264045238495,0.584114670753479,155830,392,137.26,1362,56031,41,-41.78900815
1.7219057083129883,0.016046110540628433,0.0003,0.013275183737277985,0.534776508808136,156373,396,136.81,1374,56574,41,-42.240216929999995
1.5819153785705566,0.01270950585603714,0.0003,0.014057338237762451,1.149928092956543,156913,400,137.61,1386,57114,41,-43.14358936000001
1.5038254261016846,0.011785496957600117,0.0003,0.014287187717854977,-0.35638999938964844,157398,404,136.61,1397,57599,41,-43.204715029999996
1.5502393245697021,0.053367484360933304,0.0003,0.013487092219293118,0.26542025804519653,157956,408,136.7,1410,58157,41,-43.753801900000006
1.4955344200134277,0.009631230495870113,0.0003,0.012897634878754616,0.4508339762687683,158446,412,136.03,1422,58647,41,-43.67192032
1.6686701774597168,0.03685849905014038,0.0003,0.012287657707929611,-0.8918676376342773,159048,416,137.49,1435,59249,41,-44.55153826
1.4035502672195435,0.022804785519838333,0.0003,0.012031213380396366,-0.10254812240600586,159599,420,138.01,1448,59800,41,-45.40087925999999
1.3323676586151123,0.04420606419444084,0.0003,0.011566824279725552,0.6372090578079224,160218,424,138.44,1462,60419,41,-46.22629252999998
1.506323218345642,0.018750660121440887,0.0003,0.011503421701490879,0.9199098348617554,160790,428,139.14,1475,60991,41,-46.89045483000001
1.4135003089904785,0.03595162555575371,0.0003,0.011608646251261234,-0.783774197101593,161395,432,139.58,1489,61596,41,-47.694740870000004
1.3072316646575928,0.012089356780052185,0.0003,0.011457519605755806,0.31841909885406494,161992,436,140.93,1503,62193,41,-48.66195474999999
1.5353693962097168,0.03896097466349602,0.0003,0.011816142126917839,-0.7436203956604004,162489,440,139.92,1515,62690,41,-48.91879128000001
1.240965723991394,0.035966433584690094,0.0003,0.011725284159183502,0.8603085279464722,163061,444,140.08,1529,63262,41,-49.321435040000004
1.4670419692993164,0.04451647400856018,0.0003,0.01164970826357603,0.6056103110313416,163499,448,138.33,1541,63700,41,-49.33539301999999
1.3360378742218018,0.022411061450839043,0.0003,0.011417711153626442,-0.6886566877365112,164090,452,137.64,1555,64291,41,-50.33697223000001
1.3799028396606445,0.04387654364109039,0.0003,0.011241714470088482,-0.9583534002304077,164676,456,138.73,1568,64877,41,-51.165075980000005
1.3682920932769775,0.022823337465524673,0.0003,0.010944576933979988,-0.47492170333862305,165218,460,138.85,1581,65419,41,-51.9568097
1.3949096202850342,0.027997663244605064,0.0003,0.010920394212007523,0.18892334401607513,165817,464,138.74,1595,66018,41,-52.41051648
1.3821604251861572,0.019108004868030548,0.0003,0.010857976041734219,0.9248971939086914,166388,468,138.55,1608,66589,41,-52.93068431
1.5506078004837036,0.029142530634999275,0.0003,0.010861052200198174,0.04274803400039673,167000,472,139.01,1622,67201,41,-53.71091499
1.5590224266052246,0.013091038912534714,0.0003,0.01055917888879776,-0.617255687713623,167544,476,138.32,1635,67745,41,-54.23199852
1.4260659217834473,0.030240382999181747,0.0003,0.010420888662338257,-0.5573573112487793,168140,480,138.09,1648,68341,41,-54.760349860000005
1.576180338859558,0.039318375289440155,0.0003,0.01035468839108944,-0.38677895069122314,168699,484,139.64,1661,68900,41,-55.48739493
1.5407264232635498,0.010998835787177086,0.0003,0.01017928496003151,-0.544262170791626,169292,488,139.63,1675,69493,41,-55.35875647999999
1.6629060506820679,0.02700667828321457,0.0003,0.010019387118518353,1.2534986734390259,169915,492,140.85,1689,70116,41,-56.101730950000004
1.7226247787475586,0.009711269289255142,0.0003,0.010129718109965324,-0.8504530191421509,170485,496,141.12,1703,70686,41,-55.86559638000001
1.6749839782714844,0.008531698025763035,0.0003,0.0102042555809021,-0.4712704122066498,171076,500,141.63,1717,71277,41,-55.677827640000004
1.7037889957427979,0.009688202291727066,0.0003,0.010266615077853203,0.18797439336776733,171592,504,141.94,1729,71793,41,-55.52284528
1.817244291305542,0.02827536128461361,0.0003,0.010220987722277641,0.18492667376995087,172456,508,145.0,1747,72657,41,-56.18349775000001
1.8934218883514404,0.02523130178451538,0.0003,0.009857087396085262,0.7059969305992126,173081,512,146.35,1761,73282,41,-56.75399664999999
1.824428915977478,0.008453134447336197,0.0003,0.010170256718993187,-0.16416969895362854,173766,516,147.18,1776,73967,41,-56.70814316999999
1.897389531135559,0.01240098848938942,0.0003,0.010334750637412071,0.5565928220748901,174514,520,149.15,1793,74715,41,-56.898946190000004
1.9980885982513428,0.026023413985967636,0.0003,0.010226179845631123,0.6106042265892029,175199,524,149.81,1808,75400,41,-56.56970403000001
1.9026092290878296,0.005707915872335434,0.0003,0.010313439182937145,0.30052947998046875,176069,528,152.79,1827,76270,41,-56.500840950000004
2.025893449783325,0.015073126181960106,0.0003,0.010260844603180885,0.08481043577194214,177008,532,156.13,1847,77209,41,-56.52094720000001
1.973156452178955,0.017012955620884895,0.0003,0.010382519103586674,-0.07835635542869568,177678,536,156.86,1862,77879,41,-56.256734939999994
2.01961350440979,0.010735626332461834,0.0003,0.010524649173021317,0.25638508796691895,178270,540,157.81,1875,78471,41,-56.08717842000001
1.9431967735290527,0.04305992275476456,0.0003,0.010497214272618294,0.12880781292915344,178929,544,158.68,1890,79130,41,-56.231609549999995
2.000883102416992,0.02522025629878044,0.0003,0.010605900548398495,0.09939903020858765,179385,548,158.86,1901,79586,41,-55.99866844999999
2.010258913040161,0.006236232351511717,0.0003,0.010535625740885735,0.07313176989555359,180198,552,161.08,1919,80399,41,-55.76089107000001
1.9859390258789062,0.040315449237823486,0.0003,0.010498479939997196,-0.14427794516086578,180709,556,160.33,1931,80910,41,-55.069352
2.060169219970703,0.01743423007428646,0.0003,0.010505235753953457,0.276719868183136,181243,560,160.25,1943,81444,41,-54.57701975
2.1198477745056152,0.01603485643863678,0.0003,0.010445648804306984,0.7564198970794678,181699,564,158.82,1954,81900,41,-53.382969349999996
2.1143851280212402,0.02175838127732277,0.0003,0.01003334205597639,-0.4096749424934387,182344,568,159.56,1970,82545,41,-52.97581464999999
1.9548890590667725,0.011448128148913383,0.0003,0.01002953015267849,-0.2876521348953247,182891,572,158.91,1984,83092,41,-52.367089109999995
2.054062604904175,0.04791828244924545,0.0003,0.01003223191946745,0.43431153893470764,183473,576,159.29,1997,83674,41,-51.93865070000001
2.019313097000122,0.06455554813146591,0.0003,0.010110174305737019,-0.3728831112384796,184031,580,158.91,2010,84232,41,-51.28521244999999
2.098796844482422,0.02516328915953636,0.0003,0.009958567097783089,0.31602349877357483,184544,584,158.45,2022,84745,41,-50.60188494999999
2.0188913345336914,0.04194437712430954,0.0003,0.009941121563315392,0.6899324655532837,185108,588,158.16,2035,85309,41,-50.318838610000014
2.037205934524536,0.08440020680427551,0.0003,0.010001578368246555,0.23496146500110626,185599,592,156.84,2047,85800,41,-49.377355550000004
2.075998306274414,0.007813875563442707,0.0003,0.010081506334245205,-0.09642592072486877,186158,596,156.73,2060,86359,41,-49.18871763999999
1.9840586185455322,0.0359068438410759,0.0003,0.009886748157441616,-0.5868663787841797,186899,600,158.23,2077,87100,41,-49.473805330000005
2.06170654296875,0.012886745855212212,0.0003,0.009777506813406944,-0.7322114109992981,187500,604,159.08,2091,87701,41,-49.71094884
2.09309983253479,0.014428135938942432,0.0003,0.009626016952097416,0.06537818908691406,188110,608,156.54,2105,88311,41,-48.74990875
2.063530206680298,0.03213687241077423,0.0003,0.009759717620909214,0.17663319408893585,188633,612,155.52,2117,88834,41,-48.057203169999994
2.15242075920105,0.015004869550466537,0.0003,0.009783182293176651,-0.021673426032066345,189131,616,153.65,2129,89332,41,-47.301809250000005
2.063654899597168,0.027241993695497513,0.0003,0.009514550678431988,-0.6191762685775757,189648,620,151.34,2141,89849,41,-46.233120899999996
2.082974910736084,0.01971769891679287,0.0003,0.009709618054330349,0.06089600920677185,190183,624,149.84,2154,90384,41,-45.86178690000001
2.0848937034606934,0.01750265061855316,0.0003,0.009610533714294434,-0.5401020646095276,190767,628,146.98,2168,90968,41,-45.483964379999996
1.9924112558364868,0.04419620335102081,0.0003,0.009690557606518269,-0.5802019834518433,191238,632,142.3,2179,91439,41,-44.66833335999999
2.0759637355804443,0.010186143219470978,0.0003,0.009731022641062737,-0.0191231369972229,191820,636,141.42,2193,92021,41,-44.461503310000005
2.0172231197357178,0.019240759313106537,0.0003,0.0096793994307518,0.062405698001384735,192394,640,141.24,2206,92595,41,-44.745567810000004
2.131316661834717,0.006402019411325455,0.0003,0.00968144927173853,-0.19175702333450317,193005,644,140.76,2221,93206,41,-44.01527271999999
2.005634307861328,0.01875300519168377,0.0003,0.009516002610325813,1.0437278747558594,193536,648,141.51,2234,93737,41,-44.284889070000006
2.0376057624816895,0.009102882817387581,0.0003,0.009436371736228466,-0.26097920536994934,194167,652,139.69,2251,94368,41,-43.75823076
2.0280158519744873,0.03596871346235275,0.0003,0.009068736806511879,-0.48576486110687256,194699,656,139.9,2263,94900,41,-43.82323061
2.1062188148498535,0.012426922097802162,0.0003,0.00933014415204525,-1.0655256509780884,195262,660,140.19,2275,95463,41,-43.79497305999999
1.9702990055084229,0.017997389659285545,0.0003,0.009440229274332523,-0.390893816947937,195843,664,141.44,2288,96044,41,-44.32508604
2.0056796073913574,0.0331890732049942,0.0003,0.009354373440146446,0.27423399686813354,196284,668,139.4,2299,96485,41,-43.70491348
2.013672351837158,0.01232027355581522,0.0003,0.00944338459521532,0.3386274576187134,196874,672,139.83,2312,97075,41,-43.40663685
1.9801342487335205,0.04780951142311096,0.0003,0.00931521225720644,0.6634424924850464,197446,676,139.73,2324,97647,42,-43.41907099
2.0380728244781494,0.006451987195760012,0.0003,0.009652391076087952,-1.0522005558013916,198111,680,140.8,2338,98312,42,-43.38958332
1.9851083755493164,0.026881026104092598,0.0003,0.009523792192339897,0.8657128810882568,198599,684,140.55,2350,98800,42,-43.42216887000001
2.112084150314331,0.0071756914258003235,0.0003,0.00914702657610178,-0.822549045085907,199159,688,140.51,2362,99360,42,-43.74603512000001
1.998055100440979,0.01108471304178238,0.0003,0.009257607161998749,0.07108613848686218,199728,692,141.29,2375,99929,42,-44.53622968999999
