rollout/ep_len_mean,train/ent_coef_loss,train/ent_coef,time/time_elapsed,rollout/ep_rew_mean,train/learning_rate,train/n_updates,time/fps,time/total_timesteps,time/episodes,train/actor_loss,train/critic_loss
441.09,0.7036480903625488,0.030158882960677147,1424,121.48230276000002,0.0003,270414,49,70715,164,-33.446388244628906,0.8519073724746704
445.35,-0.019731223583221436,0.030228227376937866,1466,120.50242725,0.0003,272499,49,72800,168,-29.808738708496094,0.7177886962890625
447.71,-0.3005279004573822,0.03013484738767147,1502,122.76049308999998,0.0003,274370,49,74671,172,-29.96633529663086,0.813483476638794
448.63,-0.49877357482910156,0.02961871586740017,1537,123.66895542,0.0003,276102,49,76403,176,-29.069778442382812,0.6695088148117065
445.0,-0.1310405433177948,0.02908204309642315,1569,123.19613092000002,0.0003,277699,49,78000,180,-28.681224822998047,0.7669310569763184
448.37,0.3910292387008667,0.028693238273262978,1603,126.71470145,0.0003,279412,49,79713,184,-31.274688720703125,0.6412403583526611
450.07,0.47915294766426086,0.028582101687788963,1638,129.50257982000002,0.0003,281106,49,81407,188,-31.10870933532715,0.705975353717804
444.5,0.539025068283081,0.0288720540702343,1665,130.37518265999998,0.0003,282462,49,82763,192,-32.102256774902344,1.2606310844421387
438.39,0.5268901586532593,0.028969962149858475,1691,128.71450828,0.0003,283703,49,84004,196,-30.711532592773438,2.748197317123413
437.44,-0.46794137358665466,0.028861552476882935,1718,128.14992667,0.0003,285043,49,85344,200,-29.295438766479492,0.9557375907897949
428.97,-0.49701127409935,0.028408506885170937,1743,124.86663186999998,0.0003,286281,49,86582,204,-32.22337341308594,1.070267677307129
425.8,0.4965241551399231,0.028982941061258316,1773,122.91075187999999,0.0003,287779,49,88080,208,-32.65788650512695,1.3516885042190552
429.0,1.114326000213623,0.02849545143544674,1806,124.64389188000001,0.0003,289399,49,89700,212,-32.204010009765625,3.916411876678467
428.4,-0.3156301975250244,0.028616180643439293,1840,123.79139860000001,0.0003,291105,49,91406,216,-33.192176818847656,0.760841965675354
425.95,0.12107652425765991,0.028390496969223022,1875,123.64236505000001,0.0003,292856,49,93157,220,-29.969158172607422,14.791385650634766
429.0,0.691483736038208,0.028318122029304504,1909,126.59869828999999,0.0003,294599,49,94900,224,-31.696569442749023,0.6467228531837463
431.68,-0.43922561407089233,0.0278097502887249,1945,129.82161893000003,0.0003,296395,49,96696,228,-26.174983978271484,6.334755897521973
429.84,0.28231772780418396,0.027028938755393028,1985,131.94810454,0.0003,298421,49,98722,232,-32.12004089355469,0.6466061472892761
