Env,px,py,pz,q1,q2,q3,q4,vx,vy,vz,wx,wy,wz
0.0,-3.2271066,9.866277,7.1625166,0.6681326,-0.24631669,-0.35098505,0.60805964,-7.8950176,21.380533,4.756686,-0.2365045,-0.89579684,0.50805336
0.0,-3.3060567,10.080082,7.2100835,0.669602,-0.24775453,-0.34615177,0.6086296,-7.973524,21.229582,4.646285,-0.44658804,-0.6733934,0.44087493
0.0,-3.385792,10.292377,7.2565465,0.6699474,-0.24909797,-0.3419987,0.6100471,-8.047614,21.00321,4.5216184,-0.63502944,-0.46494076,0.25184768
0.0,-3.466268,10.50241,7.3017626,0.66911346,-0.25075632,-0.3388793,0.6120207,-8.091808,20.898857,4.4088955,-0.46145576,-0.6438856,0.15225682
0.0,-3.5471861,10.711398,7.3458514,0.6689778,-0.25299713,-0.33567792,0.6130102,-8.078426,20.850872,4.2981005,-0.3677159,-0.7472622,0.28247583
0.0,-3.6279705,10.919907,7.3888326,0.6694558,-0.25495738,-0.33184424,0.61376315,-8.150897,20.764137,4.1881757,-0.36675686,-0.7351184,0.1652362
0.0,-3.7094793,11.127548,7.430714,0.6697548,-0.2572665,-0.3284061,0.6143224,-8.122653,20.716825,4.0735884,-0.26426733,-0.846973,0.31493503
0.0,-3.790706,11.334717,7.47145,0.6707315,-0.2592445,-0.32425886,0.61462826,-8.178618,20.547195,3.9481897,-0.19070108,-0.900283,0.09478462
0.0,-3.872492,11.540189,7.510932,0.6717207,-0.2619997,-0.32069772,0.6142479,-8.214233,20.389112,3.8215284,-0.09561628,-0.9761434,-0.11779514
0.0,-3.9546344,11.74408,7.549147,0.6728298,-0.2655434,-0.3176519,0.613094,-8.122451,20.358128,3.7024772,-0.0022054762,-1.0859675,0.11783412
0.0,-4.035859,11.94766,7.586172,0.6746942,-0.26847547,-0.3136297,0.6118375,-8.139947,20.305626,3.5863118,-0.14250652,-0.91138256,0.098352276
0.0,-4.1172585,12.150717,7.622035,0.6758122,-0.27115232,-0.31005964,0.61124253,-8.072438,20.269224,3.4661856,-0.24850187,-0.79742765,0.3275695
0.0,-4.197983,12.353409,7.656697,0.6767262,-0.27286503,-0.30602396,0.61150277,-8.005679,20.206944,3.3413217,-0.1262579,-0.9351438,0.5399586
0.0,-4.2780395,12.555478,7.69011,0.67849773,-0.27408636,-0.30103216,0.6114713,-8.007474,20.134123,3.2172084,-0.025854923,-1.0352813,0.66174763
0.0,-4.3581142,12.75682,7.7222824,0.680871,-0.27504033,-0.29545578,0.61112475,-8.113059,19.971241,3.0828495,-0.07371625,-0.94941604,0.49530065
0.0,-4.4392447,12.9565325,7.753111,0.6827196,-0.27636012,-0.2906046,0.61079293,-8.16211,19.711412,2.9318724,-0.306669,-0.680751,0.3001731
0.0,-4.520866,13.153646,7.7824297,0.6831814,-0.27785778,-0.28693798,0.61133033,-8.227697,19.598383,2.7992024,-0.16007566,-0.79040515,0.23133945
0.0,-4.6031427,13.34963,7.810422,0.6841415,-0.27971077,-0.28330603,0.6111056,-8.292924,19.437273,2.6595168,-0.03101848,-0.86380506,0.0557874
0.0,-4.686072,13.5440035,7.837017,0.68534195,-0.2822006,-0.2801347,0.61007696,-8.341291,19.353989,2.5299582,-0.13491929,-0.72679365,-0.008670032
0.0,-4.769485,13.737543,7.8623166,0.6859314,-0.28463432,-0.27747837,0.6094974,-8.373008,19.252502,2.396475,-0.006715089,-0.8112048,-0.13535981
0.0,-4.853215,13.930068,7.8862815,0.68683803,-0.2875776,-0.27509686,0.60817313,-8.358144,19.161707,2.2649148,-0.19097286,-0.5733667,-0.20699728
0.0,-4.9367967,14.121685,7.908931,0.68674475,-0.29029316,-0.27348125,0.6077167,-8.258964,19.132082,2.1423514,-0.36440414,-0.38510084,-0.030331492
0.0,-5.0193863,14.313005,7.930354,0.68611765,-0.29206476,-0.2717212,0.6083654,-8.233619,19.088255,2.0154452,-0.49468333,-0.20431297,-0.0609568
0.0,-5.1017227,14.503888,7.9505086,0.68479896,-0.29356638,-0.2704823,0.60967904,-8.230447,19.060478,1.8893989,-0.40613312,-0.2600987,-0.12983923
