Env,A1,A2,A3,A4
1.3697932,1.3697932,1.2902437,1.2902437
-1.15483985e-07,-1.15483985e-07,-1.19209275e-07,-2.9802319e-08
-0.0069643836,-0.0069643836,-0.0011366891,-0.008712377
-0.014393825,-0.014393825,-0.0025626929,-0.017792804
-0.017523086,-0.017523086,-0.0011863885,-0.023593025
-0.019879159,-0.019879159,0.00086916244,-0.028978113
-0.020195633,-0.020195633,0.004466554,-0.03301943
-0.016727448,-0.016727448,0.010655988,-0.03430133
-0.010767156,-0.010767156,0.01807752,-0.033294808
-0.006280782,-0.006280782,0.024013398,-0.03288863
-0.002680471,-0.002680471,0.029200817,-0.032987893
0.0029286325,0.0029286325,0.035795543,-0.031658467
0.004031338,0.004031338,0.038912073,-0.033218198
0.006320262,0.006320262,0.042622976,-0.033697743
0.008511009,0.008511009,0.046044424,-0.034027122
0.006871298,0.006871298,0.046545837,-0.036845017
0.006007996,0.006007996,0.047282558,-0.038801577
0.0048232637,0.0048232637,0.04747888,-0.04067099
0.0045446223,0.0045446223,0.048048623,-0.041634403
0.0036559245,0.0036559245,0.047921084,-0.04276156
0.005508831,0.005508831,0.04945479,-0.04168024
0.0073461686,0.0073461686,0.050765015,-0.040397305
0.006548722,0.006548722,0.049990382,-0.040748227
0.008584947,0.008584947,0.05095681,-0.038840182
0.009127787,0.009127787,0.050680872,-0.03779728
0.012305708,0.012305708,0.052039314,-0.034668773
0.011324785,0.011324785,0.050303508,-0.034316227
0.008588359,0.008588359,0.04699401,-0.03486851
0.008768397,0.008768397,0.045419514,-0.03303799
0.011386579,0.011386579,0.045460977,-0.02938017
0.011659761,0.011659761,0.04363324,-0.02716409
0.012808835,0.012808835,0.04216181,-0.024066744
0.011879001,0.011879001,0.039033573,-0.022249572
0.009294392,0.009294392,0.03457761,-0.021443456
0.0050623943,0.0050623943,0.028923051,-0.021768333
0.0018699262,0.0018699262,0.023975821,-0.02133268
0.00047502044,0.00047502044,0.020227179,-0.019555597
0.0008566774,0.0008566774,0.017658116,-0.016446933
0.0037796544,0.0037796544,0.01683831,-0.011494057
0.0053687515,0.0053687515,0.015077764,-0.007486087
0.009099163,0.009099163,0.014824417,-0.0019570217
0.010423361,0.010423361,0.012890406,0.0018503055
0.011227797,0.011227797,0.0105516575,0.005327033
0.012804296,0.012804296,0.008795607,0.009312946
0.012380904,0.012380904,0.0057289186,0.011780517
0.009203446,0.009203446,0.00062969705,0.012385652
0.007367207,0.007367207,-0.0035598627,0.013977945
0.007880415,0.007880415,-0.0059541576,0.017097276
0.006666083,0.006666083,-0.0094878785,0.018913262
0.008007987,0.008007987,-0.011128627,0.022450479
0.005863944,0.005863944,-0.015139317,0.023429105
0.0024890038,0.0024890038,-0.01989981,0.023418233
0.003742889,0.003742889,-0.021254158,0.026544467
