time/episodes,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/ent_coef_loss,train/ent_coef,train/learning_rate,train/n_updates,train/critic_loss,train/actor_loss
320,-0.25657289,2,200,1.86,538,-0.6211398243904114,0.8786181807518005,0.0003,437,0.11186690628528595,-2.212284803390503
324,-0.25024194,2,202,1.87,546,-0.632870078086853,0.8765243291854858,0.0003,445,0.142595574259758,-2.3359572887420654
328,-0.24163623999999997,2,205,1.9,556,-0.6362376809120178,0.8739162087440491,0.0003,455,0.12674269080162048,-2.1465463638305664
332,-0.24908742,2,207,1.93,563,-0.6589260697364807,0.8721047043800354,0.0003,462,0.0981583297252655,-2.2232513427734375
336,-0.24610605999999996,2,210,1.89,569,-0.6664895415306091,0.8705523610115051,0.0003,468,0.11579958349466324,-2.314605236053467
340,-0.24267200000000003,2,212,1.86,574,-0.6731939315795898,0.8692553043365479,0.0003,473,0.14260047674179077,-2.3051724433898926
344,-0.23721064000000003,2,215,1.85,581,-0.6818557381629944,0.8674380779266357,0.0003,480,0.09360598772764206,-2.2007265090942383
348,-0.23143025000000006,2,217,1.85,588,-0.6934285163879395,0.8656253218650818,0.0003,487,0.1003597229719162,-2.202010154724121
352,-0.22348979,2,220,1.84,594,-0.7009022235870361,0.8640749454498291,0.0003,493,0.1226605549454689,-2.1733341217041016
356,-0.21481735999999998,2,223,1.84,601,-0.7065385580062866,0.8622691631317139,0.0003,500,0.1284063756465912,-2.219919204711914
360,-0.21342468000000003,2,225,1.84,608,-0.7145804166793823,0.8604697585105896,0.0003,507,0.13443318009376526,-2.2517881393432617
364,-0.21695369,2,228,1.85,615,-0.7440209984779358,0.8586750030517578,0.0003,514,0.11507681012153625,-2.2785139083862305
368,-0.22754124000000003,2,231,1.9,625,-0.7448042631149292,0.8561141490936279,0.0003,524,0.12926483154296875,-2.241089344024658
372,-0.22566433,2,233,1.89,632,-0.7527985572814941,0.8543261885643005,0.0003,531,0.14406558871269226,-2.1724820137023926
376,-0.22550421000000004,2,236,1.9,640,-0.7571191787719727,0.8522940278053284,0.0003,539,0.1053006649017334,-2.2937679290771484
380,-0.23346263999999997,2,238,1.89,647,-0.773726224899292,0.850523829460144,0.0003,546,0.15398980677127838,-2.2490487098693848
384,-0.23630333,2,241,1.9,655,-0.7986487746238708,0.8485028147697449,0.0003,554,0.07679858058691025,-2.2080461978912354
388,-0.23231708999999998,2,244,1.88,662,-0.8044037818908691,0.8467298746109009,0.0003,561,0.10629071295261383,-2.2252514362335205
392,-0.22741784999999998,2,246,1.86,667,-0.8005932569503784,0.8454675674438477,0.0003,566,0.1099204421043396,-2.1443238258361816
396,-0.21817352,2,249,1.84,674,-0.8050305843353271,0.8437110185623169,0.0003,573,0.08859911561012268,-2.247462034225464
400,-0.21198443,2,252,1.82,681,-0.8212274312973022,0.8419592976570129,0.0003,580,0.12937119603157043,-2.123685359954834
404,-0.20300009000000002,2,254,1.79,685,-0.8376879692077637,0.8409574627876282,0.0003,584,0.11032301187515259,-2.248173475265503
408,-0.19432282999999995,2,257,1.77,693,-0.8544455766677856,0.8389558792114258,0.0003,592,0.12978529930114746,-2.068849563598633
412,-0.19268896,2,260,1.77,701,-0.8458960652351379,0.8369561433792114,0.0003,600,0.11415783315896988,-2.1579933166503906
416,-0.19425964000000004,2,262,1.76,708,-0.8465670943260193,0.8352121710777283,0.0003,607,0.13401803374290466,-2.1324641704559326
420,-0.19080531999999997,2,265,1.75,713,-0.8739327788352966,0.833971381187439,0.0003,612,0.10838904231786728,-2.097686767578125
424,-0.19175837999999998,2,267,1.72,718,-0.8753311634063721,0.8327310681343079,0.0003,617,0.11010067164897919,-2.152771472930908
428,-0.19424356000000004,2,270,1.71,727,-0.8740288019180298,0.830506443977356,0.0003,626,0.12472409009933472,-2.1255245208740234
432,-0.20008991,2,272,1.71,734,-0.8957531452178955,0.8287838697433472,0.0003,633,0.08051332086324692,-2.18267822265625
436,-0.19784367999999994,2,275,1.71,740,-0.9062454700469971,0.8273060321807861,0.0003,639,0.1149393618106842,-2.185889959335327
440,-0.20308015,2,278,1.74,748,-0.9167286157608032,0.8253298997879028,0.0003,647,0.10306678712368011,-2.1099190711975098
444,-0.20248581,2,280,1.74,755,-0.9320733547210693,0.8236106038093567,0.0003,654,0.1468287706375122,-2.1291420459747314
448,-0.19859652,2,283,1.73,761,-0.9363468885421753,0.8221406936645508,0.0003,660,0.10015013813972473,-2.0999221801757812
452,-0.19799395999999994,2,285,1.74,768,-0.9323631525039673,0.8204261660575867,0.0003,667,0.10686923563480377,-2.1048049926757812
456,-0.20226529,2,288,1.74,775,-0.9514691233634949,0.8187142610549927,0.0003,674,0.09610229730606079,-2.138528347015381
460,-0.21086100999999996,2,291,1.75,783,-0.9692795872688293,0.8167644143104553,0.0003,682,0.0952533408999443,-2.0924341678619385
464,-0.21872116000000003,2,293,1.77,792,-0.9860804080963135,0.8145735263824463,0.0003,691,0.08550360053777695,-2.137590169906616
468,-0.21323194999999995,2,296,1.74,799,-0.9880520105361938,0.8128702044487,0.0003,698,0.10055189579725266,-2.092939853668213
472,-0.2153632,2,298,1.75,807,-0.9959315061569214,0.810929536819458,0.0003,706,0.12644511461257935,-2.107706308364868
476,-0.22082472000000003,2,301,1.76,816,-1.0119513273239136,0.8087549805641174,0.0003,715,0.10968425124883652,-2.0705533027648926
480,-0.21317881,2,304,1.75,822,-1.0309888124465942,0.807313084602356,0.0003,721,0.11499056220054626,-2.097858428955078
484,-0.21453401000000002,2,306,1.76,831,-1.040581226348877,0.8051536083221436,0.0003,730,0.0869193971157074,-2.101632595062256
488,-0.21012958,2,309,1.76,838,-1.0479240417480469,0.8034736514091492,0.0003,737,0.10439750552177429,-2.1019532680511475
492,-0.21195910999999998,2,312,1.79,846,-1.0604735612869263,0.8015610575675964,0.0003,745,0.11135511100292206,-2.0618953704833984
496,-0.2119259,2,314,1.8,854,-1.0556758642196655,0.7996616959571838,0.0003,753,0.1054360419511795,-2.0343234539031982
500,-0.21213656,2,317,1.8,861,-1.0748875141143799,0.798005223274231,0.0003,760,0.10413217544555664,-2.0565147399902344
504,-0.22119788999999998,2,319,1.84,869,-1.0870301723480225,0.7961082458496094,0.0003,768,0.11733362078666687,-2.077744960784912
508,-0.2194858,2,322,1.83,876,-1.1074715852737427,0.7944499850273132,0.0003,775,0.09557196497917175,-2.030038356781006
512,-0.2156057,2,325,1.8,881,-1.0926101207733154,0.7932679057121277,0.0003,780,0.08715282380580902,-2.035827159881592
516,-0.21094218,2,328,1.79,887,-1.1122032403945923,0.7918530702590942,0.0003,786,0.09071040153503418,-2.07362699508667
520,-0.21260653000000002,2,330,1.8,893,-1.1380529403686523,0.7904402017593384,0.0003,792,0.08299414813518524,-2.026634693145752
524,-0.21819199,2,333,1.83,901,-1.126619577407837,0.7885578870773315,0.0003,800,0.08513638377189636,-2.0938353538513184
528,-0.21619378,2,336,1.81,908,-1.1294010877609253,0.7869146466255188,0.0003,807,0.08864137530326843,-2.0239267349243164
532,-0.21532538,2,338,1.81,915,-1.1346769332885742,0.7852780222892761,0.0003,814,0.07962056994438171,-2.0381968021392822
536,-0.21349514,2,341,1.82,922,-1.1619091033935547,0.7836495637893677,0.0003,821,0.09040950983762741,-1.9590622186660767
540,-0.21545846999999999,2,344,1.81,929,-1.1749858856201172,0.7820236086845398,0.0003,828,0.0725996121764183,-1.9952197074890137
544,-0.21393080999999994,2,346,1.81,936,-1.162858247756958,0.7803980708122253,0.0003,835,0.10698069632053375,-2.008373737335205
548,-0.21453979000000004,2,349,1.81,942,-1.1710680723190308,0.7790076732635498,0.0003,841,0.0857788473367691,-1.9956531524658203
552,-0.21631566000000002,2,351,1.83,951,-1.206383228302002,0.7769365310668945,0.0003,850,0.07238469272851944,-2.0210838317871094
556,-0.21299719,2,354,1.86,961,-1.2074768543243408,0.7746362090110779,0.0003,860,0.07868127524852753,-2.020693302154541
560,-0.20729001999999996,2,357,1.85,968,-1.2276729345321655,0.7730287313461304,0.0003,867,0.07820463180541992,-1.9853761196136475
564,-0.20256542999999996,2,360,1.86,978,-1.233009696006775,0.7707297801971436,0.0003,877,0.09539394080638885,-2.029832363128662
568,-0.20408725999999994,2,362,1.87,986,-1.2736637592315674,0.7688897252082825,0.0003,885,0.09338521212339401,-1.9212666749954224
572,-0.19925497,2,365,1.85,992,-1.2515195608139038,0.767510712146759,0.0003,891,0.07635731995105743,-1.951870322227478
576,-0.20111621000000002,2,368,1.85,1001,-1.2764716148376465,0.7654591202735901,0.0003,900,0.09603185951709747,-1.9457284212112427
580,-0.20572613000000003,2,370,1.87,1009,-1.2864222526550293,0.7636420130729675,0.0003,908,0.07973414659500122,-1.8966809511184692
584,-0.20567129,2,373,1.86,1017,-1.3016468286514282,0.7618262767791748,0.0003,916,0.06866995990276337,-1.956821322441101
588,-0.20745796000000002,2,376,1.87,1025,-1.3139357566833496,0.7600154280662537,0.0003,924,0.07895509898662567,-1.932163953781128
592,-0.21561899999999998,2,378,1.88,1034,-1.3096210956573486,0.757979691028595,0.0003,933,0.07991475611925125,-1.8675377368927002
596,-0.22129430000000003,2,381,1.9,1044,-1.3460109233856201,0.7557268738746643,0.0003,943,0.07967105507850647,-1.8267871141433716
600,-0.21737573000000004,2,384,1.89,1050,-1.3425958156585693,0.7543720006942749,0.0003,949,0.09821084141731262,-1.9268529415130615
604,-0.22167439000000003,2,386,1.91,1060,-1.3783633708953857,0.7521177530288696,0.0003,959,0.06958958506584167,-1.8590848445892334
608,-0.22126778999999996,2,389,1.91,1067,-1.3738689422607422,0.7505484819412231,0.0003,966,0.09732256829738617,-1.9018504619598389
612,-0.22697693000000002,2,391,1.94,1075,-1.380491018295288,0.7487611174583435,0.0003,974,0.08614208549261093,-1.8809880018234253
616,-0.22712035000000003,2,394,1.95,1082,-1.4048316478729248,0.7472034096717834,0.0003,981,0.1280137002468109,-1.863450527191162
620,-0.22825174999999998,2,396,1.95,1088,-1.403272032737732,0.7458704113960266,0.0003,987,0.13351890444755554,-1.8647757768630981
624,-0.22040861000000003,2,399,1.93,1094,-1.42734956741333,0.744538426399231,0.0003,993,0.11669722944498062,-1.8417270183563232
628,-0.21907969000000002,2,401,1.94,1102,-1.429206371307373,0.7427617311477661,0.0003,1001,0.0958041399717331,-1.8612115383148193
632,-0.21205184999999996,2,404,1.93,1108,-1.4423308372497559,0.7414315938949585,0.0003,1007,0.08300834894180298,-1.8926434516906738
636,-0.20968854,2,406,1.93,1115,-1.4254297018051147,0.7398793697357178,0.0003,1014,0.06891617923974991,-1.8721624612808228
640,-0.20040807000000002,2,409,1.93,1122,-1.4531867504119873,0.7383366227149963,0.0003,1021,0.08138272166252136,-1.817411184310913
644,-0.20533237000000004,2,411,1.93,1129,-1.4606685638427734,0.7367974519729614,0.0003,1028,0.08541621267795563,-1.9239099025726318
648,-0.20695161999999998,2,414,1.94,1136,-1.4436194896697998,0.7352597713470459,0.0003,1035,0.08564890921115875,-1.8879952430725098
652,-0.21083165999999998,2,416,1.93,1144,-1.4739201068878174,0.733506441116333,0.0003,1043,0.0767214447259903,-1.879612684249878
656,-0.21319513,2,419,1.91,1152,-1.461351990699768,0.7317564487457275,0.0003,1051,0.08228601515293121,-1.932741403579712
660,-0.20889196999999998,2,422,1.9,1158,-1.4877293109893799,0.7304500341415405,0.0003,1057,0.07418406009674072,-1.8422913551330566
664,-0.20771325999999996,2,424,1.89,1167,-1.4966726303100586,0.7285001873970032,0.0003,1066,0.0939677357673645,-1.8375736474990845
668,-0.21277841000000003,2,427,1.9,1176,-1.4942470788955688,0.7265602350234985,0.0003,1075,0.09827107191085815,-1.8200606107711792
672,-0.21406574,2,430,1.92,1184,-1.5230792760849,0.72484290599823,0.0003,1083,0.0706326887011528,-1.7878549098968506
676,-0.2093636,2,432,1.9,1191,-1.5384001731872559,0.723344087600708,0.0003,1090,0.07576097548007965,-1.8422036170959473
680,-0.21028969000000003,2,435,1.9,1199,-1.5870349407196045,0.7216283082962036,0.0003,1098,0.0786389410495758,-1.7935824394226074
684,-0.20973618000000005,2,438,1.91,1208,-1.5700058937072754,0.719688355922699,0.0003,1107,0.07034546136856079,-1.8205466270446777
688,-0.20687984,2,440,1.91,1216,-1.5758112668991089,0.7179623246192932,0.0003,1115,0.07803117483854294,-1.8411486148834229
692,-0.20004703,2,443,1.88,1222,-1.5603996515274048,0.7166740894317627,0.0003,1121,0.06425947695970535,-1.7685924768447876
696,-0.19334805,2,445,1.84,1228,-1.6009777784347534,0.7153929471969604,0.0003,1127,0.07009416818618774,-1.8555727005004883
700,-0.20429858000000004,2,448,1.88,1238,-1.6166603565216064,0.7132596969604492,0.0003,1137,0.06720577925443649,-1.7828810214996338
704,-0.19854248,2,451,1.87,1247,-1.5933263301849365,0.7113447189331055,0.0003,1146,0.1037290170788765,-1.8167407512664795
708,-0.20891825000000006,2,453,1.87,1254,-1.6522743701934814,0.7098668217658997,0.0003,1153,0.06013620272278786,-1.766365885734558
712,-0.20967161999999998,2,456,1.86,1261,-1.6609398126602173,0.7083889245986938,0.0003,1160,0.055357519537210464,-1.7069745063781738
716,-0.20681124,2,458,1.85,1267,-1.6578998565673828,0.7071185111999512,0.0003,1166,0.05481996387243271,-1.7466294765472412
720,-0.21085942000000002,2,461,1.87,1275,-1.6652255058288574,0.7054254412651062,0.0003,1174,0.06611187756061554,-1.7367830276489258
724,-0.21184617,2,464,1.87,1281,-1.6728370189666748,0.7041594982147217,0.0003,1180,0.06364201009273529,-1.7690839767456055
728,-0.22015915,2,466,1.85,1287,-1.6790189743041992,0.7028988599777222,0.0003,1186,0.08653537929058075,-1.7971079349517822
732,-0.22013955,2,469,1.88,1296,-1.69826340675354,0.701012372970581,0.0003,1195,0.057613030076026917,-1.7759628295898438
736,-0.22336421,2,472,1.87,1302,-1.738729476928711,0.6997542977333069,0.0003,1201,0.06720320880413055,-1.7373898029327393
740,-0.22991372999999996,2,474,1.87,1309,-1.7037392854690552,0.6982837915420532,0.0003,1208,0.059756089001894,-1.7949671745300293
744,-0.22746474000000003,2,477,1.87,1316,-1.704502820968628,0.6968194246292114,0.0003,1215,0.06075962260365486,-1.715630292892456
748,-0.22815996000000002,2,480,1.87,1323,-1.737414836883545,0.6953616738319397,0.0003,1222,0.061272844672203064,-1.7346365451812744
752,-0.23097195999999998,2,482,1.86,1330,-1.7522063255310059,0.6939089894294739,0.0003,1229,0.06839236617088318,-1.7439204454421997
756,-0.23272431999999998,2,485,1.85,1337,-1.7674574851989746,0.6924533843994141,0.0003,1236,0.07347072660923004,-1.7594891786575317
760,-0.2378009,2,488,1.87,1345,-1.759568214416504,0.6907911896705627,0.0003,1244,0.053079165518283844,-1.7749519348144531
764,-0.23280406000000003,2,490,1.83,1350,-1.763000249862671,0.6897552609443665,0.0003,1249,0.05421343445777893,-1.6819626092910767
768,-0.22927731,2,493,1.83,1359,-1.7953987121582031,0.6879039406776428,0.0003,1258,0.052726663649082184,-1.6776034832000732
772,-0.23197591999999997,2,495,1.82,1366,-1.8012804985046387,0.6864652633666992,0.0003,1265,0.07088624686002731,-1.6470627784729004
776,-0.23161626000000002,2,498,1.82,1373,-1.7881416082382202,0.6850282549858093,0.0003,1272,0.07307146489620209,-1.7431747913360596
780,-0.22810913999999996,2,501,1.8,1379,-1.8150173425674438,0.6838009357452393,0.0003,1278,0.047555435448884964,-1.7040948867797852
784,-0.22753655000000003,2,503,1.79,1387,-1.8277592658996582,0.6821691989898682,0.0003,1286,0.04824274778366089,-1.7432050704956055
788,-0.23355822999999998,2,506,1.8,1396,-1.8420979976654053,0.6803351640701294,0.0003,1295,0.05689091607928276,-1.7360835075378418
792,-0.23066899,2,508,1.8,1402,-1.8534475564956665,0.6791117787361145,0.0003,1301,0.0818183571100235,-1.7362374067306519
796,-0.22725531,2,511,1.79,1407,-1.843980073928833,0.6780940890312195,0.0003,1306,0.05057450011372566,-1.6492648124694824
800,-0.22409131000000002,2,514,1.79,1417,-1.8842562437057495,0.6760657429695129,0.0003,1316,0.05707177519798279,-1.6798821687698364
804,-0.22222368,2,516,1.8,1427,-1.8519649505615234,0.6740460991859436,0.0003,1326,0.05656637251377106,-1.7137869596481323
808,-0.21402428,2,519,1.81,1435,-1.880265235900879,0.672447919845581,0.0003,1334,0.08157332241535187,-1.7556668519973755
812,-0.22435668000000006,2,522,1.83,1444,-1.945544719696045,0.6706531643867493,0.0003,1343,0.05369818955659866,-1.6237674951553345
816,-0.23021909999999998,2,525,1.86,1453,-1.9038846492767334,0.6688538789749146,0.0003,1352,0.06554490327835083,-1.7396348714828491
820,-0.2279063,2,527,1.86,1461,-1.9023678302764893,0.6672644019126892,0.0003,1360,0.06467680633068085,-1.6984847784042358
824,-0.23027624,2,530,1.88,1469,-1.9361639022827148,0.6656814813613892,0.0003,1368,0.061393581330776215,-1.6591289043426514
828,-0.22191539999999998,2,533,1.88,1475,-1.9698576927185059,0.6644924283027649,0.0003,1374,0.07359074801206589,-1.7170354127883911
832,-0.22675689000000004,2,535,1.86,1482,-1.951253890991211,0.6631007790565491,0.0003,1381,0.047733910381793976,-1.624192714691162
836,-0.22313371,2,538,1.86,1488,-1.9128190279006958,0.6619118452072144,0.0003,1387,0.06788985431194305,-1.6194076538085938
840,-0.21757132,2,541,1.85,1494,-2.0000698566436768,0.6607303619384766,0.0003,1393,0.07934270799160004,-1.67848539352417
844,-0.21794774,2,545,1.86,1502,-2.004481792449951,0.6591560244560242,0.0003,1401,0.07029904425144196,-1.6699604988098145
848,-0.2209772,2,548,1.91,1514,-2.00945782661438,0.6567933559417725,0.0003,1413,0.05398043617606163,-1.639437198638916
852,-0.21665172000000002,2,550,1.92,1522,-2.0308656692504883,0.6552202701568604,0.0003,1421,0.0551116056740284,-1.5930538177490234
856,-0.21277129000000003,2,553,1.91,1528,-2.0538291931152344,0.6540412306785583,0.0003,1427,0.05476156249642372,-1.5289926528930664
860,-0.21668031,2,556,1.93,1538,-2.051131248474121,0.6520811915397644,0.0003,1437,0.05871253460645676,-1.5995856523513794
864,-0.21501557999999998,2,559,1.93,1543,-2.067796230316162,0.6511051058769226,0.0003,1442,0.055928848683834076,-1.6436738967895508
868,-0.21146883000000002,2,561,1.91,1550,-2.1034185886383057,0.6497411727905273,0.0003,1449,0.046111010015010834,-1.653165578842163
872,-0.2176366,2,564,1.91,1557,-2.0821540355682373,0.6483808159828186,0.0003,1456,0.05239706486463547,-1.5863502025604248
