train/actor_loss,time/total timesteps,train/learning_rate,time/time_elapsed,rollout/ep_rew_mean,train/ent_coef,train/critic_loss,rollout/ep_len_mean,time/fps,train/n_updates,train/ent_coef_loss,time/episodes
-83.13919067382812,67110,0.0003,1356,584.0216999599999,0.06423670053482056,15.57226848602295,430.1,49,67009,-0.9314411282539368,164
-83.28285217285156,69773,0.0003,1409,646.3821834199999,0.06912670284509659,13.182201385498047,441.55,49,69672,-0.21488529443740845,168
-90.91618347167969,72262,0.0003,1459,709.6719082300001,0.07090157270431519,22.30735206604004,453.1,49,72161,-1.1582434177398682,172
-92.1009292602539,74853,0.0003,1513,789.4083523299997,0.07009502500295639,132.366943359375,468.84,49,74752,0.19605064392089844,176
-100.48394012451172,77485,0.0003,1568,860.9237611599998,0.07101815193891525,20.13652801513672,481.2,49,77384,-1.2305309772491455,180
-108.84297943115234,80084,0.0003,1621,938.7526335199999,0.0725448727607727,14.973577499389648,495.63,49,79983,0.718207061290741,184
-103.2320785522461,82809,0.0003,1677,1030.0632414899999,0.07284613698720932,42.332908630371094,512.13,49,82708,-0.7626712322235107,188
-124.94025421142578,85466,0.0003,1733,1114.6339925800003,0.07501564919948578,13.046658515930176,526.77,49,85365,-0.0023676306009292603,192
-130.77468872070312,87747,0.0003,1780,1170.40371554,0.07575928419828415,16.930042266845703,535.12,49,87646,-0.7392641305923462,196
-138.9095458984375,90428,0.0003,1834,1250.7825669300003,0.073738694190979,26.230552673339844,544.69,49,90327,-0.3084627389907837,200
-165.23089599609375,93150,0.0003,1889,1314.9349115400003,0.07749587297439575,227.67129516601562,554.5,49,93049,0.7019782066345215,204
-141.21646118164062,95617,0.0003,1939,1373.66130893,0.07595165818929672,18.781368255615234,560.35,49,95516,-0.17057181894779205,208
-149.60366821289062,98322,0.0003,1993,1452.21927501,0.0773102343082428,45.70868682861328,575.23,49,98221,1.1877447366714478,212
