time/episodes,train/n_updates,train/ent_coef,train/critic_loss,rollout/ep_rew_mean,rollout/ep_len_mean,train/ent_coef_loss,time/fps,time/total_timesteps,train/learning_rate,train/actor_loss,time/time_elapsed
184,74312,0.0019042217172682285,0.0030893064104020596,4.1864934,411.31,-0.5366619229316711,53,74413,0.0003,-1.3464199304580688,1403
188,74930,0.0018663126975297928,0.0032597905956208706,4.29869478,405.48,1.1583439111709595,52,75031,0.0003,-1.3671777248382568,1417
192,75450,0.0018147731898352504,0.0037327392492443323,4.71580932,389.91,0.5527462959289551,52,75551,0.0003,-1.4452881813049316,1428
196,76111,0.0016864606877788901,0.015292344614863396,4.8665562,385.12,-1.5291961431503296,52,76212,0.0003,-1.2970467805862427,1442
200,76599,0.001569848507642746,0.003922903444617987,5.0860588799999995,378.39,0.09291940927505493,52,76700,0.0003,-1.2770308256149292,1453
204,77267,0.0016136602498590946,0.00220385380089283,5.06929774,363.85,-0.7156452536582947,52,77368,0.0003,-1.2943098545074463,1467
208,77867,0.0018262570956721902,0.005029160063713789,4.9148901899999995,342.79,0.6121063828468323,52,77968,0.0003,-1.3732166290283203,1480
212,78337,0.002053419826552272,0.010320223867893219,4.93228882,329.38,1.9305799007415771,52,78438,0.0003,-1.4063125848770142,1491
216,78937,0.002375320065766573,0.009023753926157951,4.581310370000001,289.65,2.342548370361328,52,79038,0.0003,-1.5710529088974,1504
220,79409,0.0025677799712866545,0.003655900713056326,3.7702938400000003,262.1,0.30375173687934875,52,79510,0.0003,-1.476146936416626,1514
224,80040,0.0025366107001900673,0.011706022545695305,3.74511447,221.97,1.346855878829956,52,80141,0.0003,-1.4924750328063965,1528
228,80499,0.0024818354286253452,0.0027781296521425247,3.6724146600000007,215.55,-1.988887071609497,52,80600,0.0003,-1.548429250717163,1539
232,81140,0.002295746235176921,0.0039710672572255135,3.68036133,214.41,0.036872923374176025,52,81241,0.0003,-1.5251569747924805,1552
236,81754,0.0021083864849060774,0.003638529684394598,3.6148967,210.22,0.19935336709022522,52,81855,0.0003,-1.565385341644287,1565
240,82277,0.0019977628253400326,0.04882116988301277,3.4485488799999997,205.19,-1.1825826168060303,52,82378,0.0003,-1.626370906829834,1577
244,82886,0.0017978622345253825,0.014251872897148132,3.4620289600000005,203.17,-1.045668125152588,52,82987,0.0003,-1.763343334197998,1590
248,83426,0.001685509574599564,0.009246088564395905,3.3942720299999998,198.27,-1.0204784870147705,52,83527,0.0003,-1.6957529783248901,1602
252,84120,0.0016290436033159494,0.0050262026488780975,3.06596966,179.21,-2.1719231605529785,52,84221,0.0003,-1.4898079633712769,1616
256,84719,0.0015832659555599093,0.0025457029696553946,2.58728223,147.64,-0.619719922542572,52,84820,0.0003,-1.5893895626068115,1629
260,85376,0.0016474699368700385,0.00914269033819437,2.60322743,146.1,-0.42973363399505615,52,85477,0.0003,-1.5129573345184326,1643
264,85852,0.0016556476475670934,0.009100817143917084,2.59916503,144.53,1.2234275341033936,51,85953,0.0003,-1.6675357818603516,1654
268,86435,0.0017292980337515473,0.0034039693418890238,2.61826816,144.22,0.29891520738601685,51,86536,0.0003,-1.4633781909942627,1666
272,86999,0.0018765025306493044,0.018051747232675552,2.6719300999999995,143.83,1.3475209474563599,51,87100,0.0003,-1.5927140712738037,1679
276,87627,0.001958999317139387,0.0071447161026299,2.75571119,144.52,1.7488477230072021,51,87728,0.0003,-1.5494924783706665,1693
280,88299,0.0018695940962061286,0.07392977178096771,2.815332379999999,145.27,-1.0527153015136719,51,88400,0.0003,-1.5180301666259766,1707
284,89599,0.0016395444981753826,0.0028922162018716335,2.9626130500000003,152.87,-0.9116888642311096,51,89700,0.0003,-1.4615273475646973,1732
288,90899,0.0014062090776860714,0.003053202759474516,3.17958982,159.69,0.05175143480300903,51,91000,0.0003,-1.599338412284851,1758
292,92621,0.0014042685506865382,0.0020232207607477903,3.50820761,171.71,0.531408429145813,51,92722,0.0003,-1.4892807006835938,1791
296,93810,0.0015087542124092579,0.0032960132230073214,4.06713799,176.99,0.42833828926086426,51,93911,0.0003,-1.5510900020599365,1814
300,94799,0.0016783244209364057,0.002787602599710226,5.01928453,182.0,-0.3812885582447052,51,94900,0.0003,-1.4665422439575195,1834
304,96055,0.0021123080514371395,0.0038936149794608355,6.5438294500000005,187.88,-0.5868468880653381,51,96156,0.0003,-1.5736130475997925,1859
308,96986,0.002243273425847292,0.27838072180747986,7.37898479,191.19,1.0345444679260254,51,97087,0.0003,-1.5519212484359741,1878
312,97846,0.002485735574737191,0.007557968609035015,7.943742190000002,195.09,0.6538844108581543,51,97947,0.0003,-1.6352992057800293,1896
316,98677,0.0026865818072110415,0.03495689481496811,8.44126716,197.4,1.109858512878418,51,98778,0.0003,-1.7149085998535156,1912
320,99304,0.0026097330264747143,0.011021936312317848,8.81314959,198.95,1.1582050323486328,51,99405,0.0003,-1.9741742610931396,1926
