time/episodes,time/time_elapsed,train/critic_loss,rollout/ep_rew_mean,train/ent_coef,train/actor_loss,train/ent_coef_loss,rollout/ep_len_mean,train/n_updates,time/fps,time/total_timesteps,train/learning_rate
1684,10661,0.5059014558792114,184.77851660999994,0.017000937834382057,-21.031034469604492,0.5230894684791565,380.95,1135694,50,535995,0.0003
1688,10693,0.5760741829872131,183.15479105999998,0.016063278540968895,-23.085800170898438,-0.3281814157962799,380.89,1137362,50,537663,0.0003
1692,10722,0.42269328236579895,183.26693628,0.015381590463221073,-21.437177658081055,0.19853810966014862,381.8,1138844,50,539145,0.0003
1696,10757,0.3762386441230774,181.96128998,0.015157865360379219,-21.345012664794922,-0.4215019941329956,381.21,1140499,50,540800,0.0003
1700,10783,0.45883506536483765,178.91841059,0.015856994315981865,-22.796262741088867,-0.01552620530128479,377.0,1141799,50,542100,0.0003
1704,10808,0.5071468353271484,173.07767929000002,0.016502249985933304,-21.28058624267578,-0.4104233980178833,368.8,1143099,50,543400,0.0003
1708,10834,0.35850998759269714,172.58846177000004,0.017060797661542892,-19.97905731201172,0.18696478009223938,368.46,1144399,50,544700,0.0003
1712,10860,1.331655502319336,168.77733795,0.01647382788360119,-21.06355857849121,0.6082469820976257,364.12,1145699,50,546000,0.0003
1716,10892,0.7175264358520508,171.10652230000002,0.01689475029706955,-21.445270538330078,1.2408864498138428,370.37,1147412,50,547713,0.0003
1720,10928,0.39258378744125366,171.71185863000002,0.016911305487155914,-23.10010528564453,0.6181977987289429,373.94,1149278,50,549579,0.0003
1724,10959,0.4023243188858032,171.69745111,0.016536515206098557,-23.12169075012207,0.9165998697280884,377.0,1150899,50,551200,0.0003
1728,11004,0.3617066740989685,174.12184638,0.0167089831084013,-19.904048919677734,-0.12421584129333496,384.28,1153322,50,553623,0.0003
1732,11033,0.3078875243663788,168.22296194000003,0.01709579862654209,-21.386154174804688,-0.4651867747306824,377.0,1154799,50,555100,0.0003
1736,11082,0.5565891265869141,175.68077121000002,0.016322029754519463,-21.24989128112793,1.1169767379760742,390.0,1157399,50,557700,0.0003
1740,11117,0.5916438698768616,175.30707427,0.016565842553973198,-22.456886291503906,-0.6545793414115906,390.19,1159165,50,559466,0.0003
1744,11156,4.004133224487305,180.51277485000006,0.017087949439883232,-22.708345413208008,0.1171802282333374,398.34,1161277,50,561578,0.0003
1748,11181,0.4944404363632202,178.14171951,0.01696372963488102,-21.601459503173828,-0.4508258104324341,393.92,1162534,50,562835,0.0003
1752,11208,0.2175910472869873,177.02501233000004,0.016928207129240036,-21.861454010009766,-1.592532753944397,390.0,1163899,50,564200,0.0003
1756,11240,1.6391844749450684,180.81228245999998,0.01722552813589573,-22.160694122314453,0.09736332297325134,394.01,1165600,50,565901,0.0003
1760,11269,0.37161916494369507,183.09431622000002,0.01701224409043789,-20.749561309814453,0.6713669300079346,395.93,1167092,50,567393,0.0003
1764,11300,4.853373050689697,184.81915184000005,0.017461035400629044,-24.658493041992188,1.0376203060150146,394.55,1168678,50,568979,0.0003
1768,11326,0.4264319837093353,187.02286576000003,0.016947906464338303,-22.39274787902832,0.22818809747695923,394.7,1169976,50,570277,0.0003
1772,11347,0.28623270988464355,186.19041326000007,0.016745129600167274,-21.526643753051758,0.13200867176055908,392.3,1170991,50,571292,0.0003
1776,11367,0.3717400133609772,184.84907186,0.01673039048910141,-23.341777801513672,0.213780015707016,389.44,1172016,50,572317,0.0003
1780,11393,0.8038182854652405,185.10282815000002,0.016760308295488358,-22.01425552368164,0.014030307531356812,389.35,1173331,50,573632,0.0003
1784,11412,0.3992334008216858,182.90569656000002,0.01645670458674431,-24.70938491821289,-0.4905950427055359,386.05,1174299,50,574600,0.0003
1788,11432,0.6222403049468994,178.36142981999993,0.016696685925126076,-22.568191528320312,-0.8046714663505554,378.96,1175258,50,575559,0.0003
1792,11452,6.953567028045654,174.90513137999997,0.017049916088581085,-21.541244506835938,0.04796305298805237,373.86,1176230,50,576531,0.0003
1796,11470,0.295358270406723,169.96820512000002,0.01741035468876362,-22.209381103515625,-0.679733395576477,366.46,1177145,50,577446,0.0003
1800,11489,0.33502548933029175,166.32268613,0.017639782279729843,-22.622962951660156,0.2848883867263794,362.45,1178044,50,578345,0.0003
1804,11505,1.828944206237793,161.97649105000002,0.018267527222633362,-22.225250244140625,-0.6058939695358276,357.04,1178803,50,579104,0.0003
1808,11533,0.4745486378669739,161.53715746,0.01765514723956585,-21.919902801513672,-0.44701501727104187,358.75,1180274,50,580575,0.0003
1812,11557,0.3775576949119568,159.73958516000002,0.017417950555682182,-21.977115631103516,0.843731701374054,357.43,1181442,50,581743,0.0003
1816,11577,0.3102153241634369,155.46413464,0.017164116725325584,-21.355655670166016,-0.48919761180877686,350.18,1182430,50,582731,0.0003
1820,11596,0.2687757611274719,150.3714135,0.01699764095246792,-23.391372680664062,0.767755389213562,341.21,1183399,50,583700,0.0003
1824,11621,0.2641056180000305,147.69632628,0.01809556782245636,-24.62824058532715,-0.6584914922714233,337.37,1184636,50,584937,0.0003
1828,11643,0.30997949838638306,140.38189852000002,0.017336707562208176,-22.632349014282227,0.8138517737388611,323.91,1185713,50,586014,0.0003
1832,11673,0.3713577389717102,141.52506814999998,0.017018644139170647,-24.21982192993164,0.7661197185516357,325.0,1187299,50,587600,0.0003
1836,11699,0.4045713543891907,133.36678243,0.017233293503522873,-24.20538330078125,0.41996514797210693,312.0,1188599,50,588900,0.0003
1840,11725,2.311756134033203,130.56054835,0.01850832626223564,-23.12389373779297,-0.19235432147979736,307.34,1189899,50,590200,0.0003
1844,11750,2.5044190883636475,125.63288059000003,0.01803535409271717,-23.178878784179688,-1.3774316310882568,299.22,1191199,50,591500,0.0003
1848,11776,12.05846118927002,125.59375016000001,0.017366666346788406,-22.51211166381836,-0.36188435554504395,299.65,1192499,50,592800,0.0003
1852,11814,4.419591903686523,129.75489871000002,0.01737823896110058,-22.617380142211914,-0.48404133319854736,306.47,1194546,50,594847,0.0003
1856,11849,1.282092809677124,130.33830165999998,0.017391560599207878,-22.44011878967285,-1.1169801950454712,307.99,1196399,50,596700,0.0003
1860,11888,0.31135299801826477,134.30188812999998,0.017176218330860138,-24.301715850830078,-0.4796576201915741,313.58,1198450,50,598751,0.0003
1864,11921,9.0579833984375,134.84287651,0.017425760626792908,-23.69544219970703,0.3079879879951477,314.96,1200174,50,600475,0.0003
1868,11949,0.6029216647148132,134.78526374999998,0.016920428723096848,-24.722793579101562,-0.919654369354248,316.23,1201599,50,601900,0.0003
1872,11986,0.33888939023017883,142.31386893,0.01726439967751503,-24.446617126464844,1.2144460678100586,325.64,1203555,50,603856,0.0003
1876,12023,0.8910251259803772,148.57184116999997,0.017811529338359833,-23.98650360107422,-0.022442281246185303,334.83,1205499,50,605800,0.0003
1880,12072,0.2969438433647156,157.46635419999998,0.017861735075712204,-25.181610107421875,1.0202305316925049,347.68,1208099,50,608400,0.0003
1884,12106,0.2590036392211914,164.57059357000003,0.017650963738560677,-22.718130111694336,-0.38634246587753296,356.37,1209936,50,610237,0.0003
1888,12145,0.2955491542816162,173.36647845000005,0.017041359096765518,-24.787811279296875,-1.3307204246520996,367.18,1211976,50,612277,0.0003
1892,12187,0.33730316162109375,182.98827119999999,0.018084930256009102,-24.20793914794922,-0.8675111532211304,379.71,1214201,50,614502,0.0003
1896,12220,0.6251267790794373,191.82052410999998,0.01701260730624199,-23.988460540771484,0.21211513876914978,387.54,1215899,50,616200,0.0003
1900,12260,0.7154617309570312,201.54430514999996,0.017230721190571785,-25.257543563842773,-0.22019553184509277,399.16,1217960,50,618261,0.0003
1904,12297,0.517859935760498,211.29005522999992,0.016873639076948166,-23.53706932067871,-0.1858404576778412,409.8,1219783,50,620084,0.0003
1908,12323,0.3158218562602997,214.52208327999998,0.017021216452121735,-25.00882339477539,0.09275537729263306,408.25,1221099,50,621400,0.0003
1912,12361,0.25637322664260864,220.56881996,0.01787259802222252,-24.470928192138672,-0.4379040598869324,416.13,1223055,50,623356,0.0003
1916,12406,0.24950093030929565,232.20937954999997,0.016938000917434692,-25.184967041015625,0.05849975347518921,430.52,1225482,50,625783,0.0003
1920,12446,0.2892811894416809,241.44319193000004,0.017667433246970177,-25.14383888244629,0.09261244535446167,441.61,1227560,50,627861,0.0003
1924,12483,0.25487270951271057,249.06487651,0.017357783392071724,-23.15182876586914,0.0036984384059906006,448.73,1229509,50,629810,0.0003
1928,12521,0.2925003170967102,258.65864212,0.017753759399056435,-25.63907241821289,-0.20603422820568085,457.86,1231499,50,631800,0.0003
1932,12563,7.622920989990234,264.06592212,0.017475003376603127,-25.417057037353516,0.17107617855072021,462.48,1233547,50,633848,0.0003
1936,12605,0.35492783784866333,273.36219933,0.017787009477615356,-23.662639617919922,0.20345431566238403,471.91,1235790,50,636091,0.0003
1940,12646,0.29797953367233276,282.94660997000005,0.01796850934624672,-25.84023666381836,-0.5946518182754517,481.0,1237999,50,638300,0.0003
1944,12695,1.0850657224655151,296.12821850000006,0.016945183277130127,-23.065948486328125,-0.3875003755092621,494.0,1240599,50,640900,0.0003
1948,12743,2.110610246658325,309.18537239000005,0.01797426864504814,-25.08800506591797,-0.5616347789764404,507.0,1243199,50,643500,0.0003
1952,12783,2.524722099304199,311.66079386000007,0.017810434103012085,-25.189605712890625,-0.5233008861541748,506.91,1245237,50,645538,0.0003
1956,12831,0.5719763040542603,319.3648027400001,0.017220396548509598,-24.705942153930664,1.1458169221878052,514.21,1247820,50,648121,0.0003
1960,12867,0.2998736500740051,320.2337149300001,0.01674874685704708,-27.131942749023438,-0.9302656054496765,512.49,1249699,50,650000,0.0003
1964,12916,2.065305233001709,329.46437808,0.016935167834162712,-25.797374725341797,0.03166556358337402,521.25,1252299,50,652600,0.0003
1968,12955,0.8632920384407043,336.03842125999995,0.017794348299503326,-24.829641342163086,-0.14586564898490906,527.64,1254363,50,654664,0.0003
1972,12989,0.2237159013748169,335.82938824999997,0.017584078013896942,-27.379867553710938,0.061229825019836426,526.44,1256199,50,656500,0.0003
1976,13027,0.18311551213264465,337.22182985000006,0.017031274735927582,-25.74722671508789,-0.7025172114372253,526.68,1258167,50,658468,0.0003
1980,13062,0.7603298425674438,334.23824358999997,0.017623109742999077,-26.590087890625,1.1227893829345703,519.18,1260017,50,660318,0.0003
1984,13089,5.8128662109375,332.22428918,0.017218580469489098,-25.649681091308594,-0.7735446095466614,514.63,1261399,50,661700,0.0003
1988,13130,0.3413020372390747,333.22852012999994,0.01693575643002987,-25.70884132385254,-0.29050618410110474,516.02,1263578,50,663879,0.0003
1992,13163,0.22246794402599335,329.8879282,0.017269883304834366,-27.177936553955078,-0.7427099943161011,510.98,1265299,50,665600,0.0003
1996,13196,0.2448076754808426,328.18281864,0.01707512140274048,-24.388416290283203,0.6167093515396118,510.89,1266988,50,667289,0.0003
2000,13232,2.5544824600219727,327.42812207,0.016640372574329376,-26.697120666503906,-0.043556392192840576,508.9,1268850,50,669151,0.0003
2004,13263,0.9841855764389038,326.76281848,0.01673164963722229,-26.80258560180664,-0.4507100582122803,507.16,1270499,50,670800,0.0003
2008,13299,0.4939420819282532,329.6491466,0.017529627308249474,-25.222488403320312,0.6387219429016113,512.67,1272366,50,672667,0.0003
2012,13325,0.4046757221221924,326.79646784000005,0.017493747174739838,-26.098384857177734,0.1019052267074585,506.54,1273709,50,674010,0.0003
2016,13358,0.26544874906539917,321.97339791,0.017712198197841644,-26.40961456298828,-0.3813375234603882,499.41,1275423,50,675724,0.0003
2020,13389,0.2995355725288391,317.94812651,0.01722605526447296,-25.66557502746582,-0.5911370515823364,494.39,1276999,50,677300,0.0003
2024,13431,0.1831183135509491,317.73669435999994,0.017182469367980957,-27.10826873779297,-0.9078664779663086,497.44,1279253,50,679554,0.0003
2028,13463,0.2945311963558197,313.35564769,0.017051421105861664,-28.026622772216797,-0.2623668313026428,494.0,1280899,50,681200,0.0003
2032,13499,0.3054804801940918,312.15475768,0.0179634727537632,-27.134906768798828,0.6925137042999268,492.44,1282791,50,683092,0.0003
2036,13524,0.3769133687019348,303.06069853,0.016884971410036087,-27.3592472076416,-0.6952667236328125,482.75,1284065,50,684366,0.0003
2040,13561,0.25835132598876953,300.31455103999997,0.01678793504834175,-27.580446243286133,0.5685453414916992,479.94,1285993,50,686294,0.0003
2044,13589,0.36109796166419983,287.92233324999995,0.0164874866604805,-25.541263580322266,0.2932490110397339,468.0,1287399,50,687700,0.0003
2048,13622,0.23530900478363037,278.53972928999997,0.017685580998659134,-28.24668312072754,0.845739483833313,459.14,1289113,50,689414,0.0003
2052,13652,1.8831357955932617,271.61337488000004,0.018017329275608063,-27.06404685974121,0.5108813643455505,454.18,1290655,50,690956,0.0003
2056,13682,0.2730101943016052,263.22022092000003,0.017360473051667213,-27.075035095214844,0.018382206559181213,444.17,1292237,50,692538,0.0003
2060,13726,15.501470565795898,261.96308002000006,0.017625883221626282,-26.5504207611084,-0.7992047071456909,448.18,1294517,50,694818,0.0003
2064,13761,0.2620337903499603,252.26847849,0.017364811152219772,-26.33519744873047,0.3225269913673401,440.32,1296331,50,696632,0.0003
2068,13790,0.29624781012535095,246.37227135999998,0.017432915046811104,-28.719017028808594,0.028153181076049805,434.36,1297799,50,698100,0.0003
2072,13814,3.2491705417633057,240.76799317999996,0.017873868346214294,-27.133331298828125,-0.9639432430267334,428.62,1299061,50,699362,0.0003
2076,13846,0.545807421207428,237.86805852999998,0.01690380834043026,-28.33281898498535,-0.20373409986495972,425.26,1300693,50,700994,0.0003
2080,13878,3.60255765914917,235.05355226999995,0.01670175790786743,-25.7156982421875,0.531400203704834,423.42,1302359,50,702660,0.0003
2084,13914,0.7994340658187866,239.27792910999997,0.016686322167515755,-28.85971450805664,0.4681790769100189,429.0,1304299,50,704600,0.0003
2088,13962,0.30810317397117615,242.79649658000002,0.016613813117146492,-26.242599487304688,-0.9321179986000061,432.39,1306817,50,707118,0.0003
2092,13989,1.0442557334899902,239.37886335000002,0.016324277967214584,-27.555892944335938,-0.4620453417301178,429.0,1308199,50,708500,0.0003
2096,14027,0.3088972270488739,240.41962684999996,0.016599852591753006,-28.173147201538086,0.7828478813171387,431.67,1310155,50,710456,0.0003
2100,14064,0.2559424042701721,241.58021976,0.01704990118741989,-28.63993263244629,-0.5341491103172302,432.49,1312099,50,712400,0.0003
2104,14100,0.5515114068984985,244.02575014,0.01650032214820385,-27.65982437133789,1.0184848308563232,435.25,1314024,50,714325,0.0003
2108,14144,0.3520529270172119,247.57475795,0.017281580716371536,-27.660442352294922,1.2522374391555786,439.49,1316315,50,716616,0.0003
2112,14184,0.2956615388393402,253.40300295000006,0.017005356028676033,-25.745159149169922,-0.8647462129592896,447.42,1318451,50,718752,0.0003
2116,14224,0.8908765316009521,255.33727836000003,0.016754131764173508,-27.150638580322266,0.827150285243988,451.61,1320584,50,720885,0.0003
2120,14260,0.3286076784133911,257.92553417000005,0.016642190515995026,-26.98198890686035,-0.6659668684005737,455.0,1322499,50,722800,0.0003
2124,14308,0.2880241274833679,262.15882482,0.015882283449172974,-28.338132858276367,0.5054929256439209,458.46,1325099,50,725400,0.0003
2128,14357,1.4991605281829834,267.52636547000003,0.01666162721812725,-26.58538246154785,-0.5096375942230225,468.0,1327699,50,728000,0.0003
2132,14405,0.25462737679481506,270.49450893,0.016969691962003708,-30.20003890991211,0.4810554087162018,475.08,1330299,50,730600,0.0003
2136,14453,0.29279327392578125,279.5565601,0.01691148243844509,-26.51546859741211,-0.8340251445770264,487.77,1332842,50,733143,0.0003
2140,14491,6.567141532897949,278.9506817700001,0.016641810536384583,-26.129873275756836,0.8735644817352295,488.87,1334880,50,735181,0.0003
2144,14542,4.819262504577637,289.74497689000003,0.016887081786990166,-28.341739654541016,-0.7601607441902161,501.76,1337575,50,737876,0.0003
2148,14591,0.34340357780456543,297.62453328,0.017127161845564842,-28.004030227661133,-1.192558765411377,511.03,1340216,50,740517,0.0003
2152,14644,6.25382137298584,309.9768750199999,0.01658548414707184,-28.159221649169922,-0.25929760932922363,524.03,1343058,50,743359,0.0003
2156,14674,12.233345031738281,310.25821197999994,0.016779804602265358,-28.843414306640625,1.5710172653198242,523.62,1344599,50,744900,0.0003
2160,14722,0.28833824396133423,317.95340832999995,0.01717275381088257,-28.750776290893555,1.0196928977966309,526.82,1347199,50,747500,0.0003
2164,14770,0.27100497484207153,328.14286032999996,0.01762705110013485,-29.250896453857422,-0.919481635093689,534.68,1349799,50,750100,0.0003
2168,14816,0.32605433464050293,336.8241702100001,0.017450988292694092,-30.49608612060547,0.47983843088150024,544.43,1352242,50,752543,0.0003
2172,14858,0.2441360205411911,346.64914595999994,0.016696302220225334,-28.56048583984375,1.4584851264953613,554.03,1354464,50,754765,0.0003
2176,14906,5.911425590515137,356.25110616,0.017176790162920952,-28.205162048339844,0.02626502513885498,563.46,1357039,50,757340,0.0003
2180,14942,0.8762657642364502,360.43610835,0.01746799796819687,-28.054943084716797,-0.014961868524551392,565.4,1358899,50,759200,0.0003
2184,14994,0.255022257566452,366.04437208,0.01749652437865734,-27.932418823242188,-2.1297404766082764,572.0,1361499,50,761800,0.0003
2188,15041,0.311076283454895,367.75774562,0.017617756500840187,-28.217756271362305,-0.004377245903015137,572.34,1364051,50,764352,0.0003
2192,15079,0.2712877094745636,376.09748814,0.017686719074845314,-30.892169952392578,0.5930106043815613,578.11,1366010,50,766311,0.0003
2196,15125,0.3466680943965912,382.61457142,0.01730259694159031,-28.840167999267578,0.1581924855709076,583.19,1368474,50,768775,0.0003
2200,15165,0.33980655670166016,384.74673745,0.017198625952005386,-31.302215576171875,-0.6157712936401367,585.0,1370599,50,770900,0.0003
2204,15213,1.6687653064727783,390.16415096000003,0.016648046672344208,-30.072837829589844,-0.1610081046819687,591.75,1373199,50,773500,0.0003
2208,15262,0.2854684591293335,391.8202885500001,0.01728871837258339,-30.13693618774414,-1.0966805219650269,593.69,1375684,50,775985,0.0003
2212,15290,0.7106494307518005,387.38168492,0.01750246435403824,-30.443796157836914,0.9579616785049438,586.48,1377099,50,777400,0.0003
2216,15339,1.2960224151611328,394.17561173,0.01776440441608429,-31.901508331298828,-0.5227349996566772,591.15,1379699,50,780000,0.0003
2220,15388,0.5173105001449585,401.29558345999993,0.017033923417329788,-31.496139526367188,0.47164613008499146,597.98,1382297,50,782598,0.0003
2224,15426,0.27888384461402893,400.24367186,0.017245104536414146,-28.965198516845703,0.139897882938385,592.52,1384351,50,784652,0.0003
2228,15475,8.460419654846191,404.32457879000003,0.01762029528617859,-31.61875343322754,0.15008431673049927,592.12,1386911,50,787212,0.0003
2232,15525,0.2409520149230957,407.94591869000004,0.017124934121966362,-32.55902862548828,-0.9716225862503052,592.76,1389575,50,789876,0.0003
2236,15573,0.45712852478027344,410.79872673000006,0.01750083826482296,-30.655256271362305,-1.4198096990585327,592.93,1392135,50,792436,0.0003
2240,15617,0.3055560290813446,414.95260537,0.01792137138545513,-29.855619430541992,0.6682344675064087,596.39,1394519,50,794820,0.0003
2244,15666,0.3193740248680115,416.56752314,0.018709827214479446,-31.23284149169922,0.1945069134235382,595.85,1397160,50,797461,0.0003
2248,15705,0.38324880599975586,413.86066897999996,0.018098829314112663,-30.702295303344727,-0.6506383419036865,589.83,1399199,50,799500,0.0003
2252,15738,0.33136552572250366,405.0159704,0.018293172121047974,-31.089111328125,0.5004604458808899,579.03,1400961,50,801262,0.0003
2256,15778,0.445453017950058,409.6980685000001,0.018038880079984665,-31.905960083007812,-0.1774570792913437,585.0,1403099,50,803400,0.0003
2260,15813,10.357528686523438,401.7586659500001,0.01801946759223938,-31.380220413208008,0.4687652289867401,577.21,1404920,50,805221,0.0003
2264,15862,2.4613022804260254,400.73559460999996,0.01838831603527069,-30.002580642700195,-0.5945479273796082,577.53,1407552,50,807853,0.0003
2268,15917,0.7704133987426758,404.90912681000003,0.017549993470311165,-30.974193572998047,0.6424911618232727,582.23,1410465,50,810766,0.0003
2272,15963,0.25508755445480347,407.05451945,0.018737133592367172,-31.44452476501465,-0.548132061958313,584.69,1412933,50,813234,0.0003
2276,16014,0.3130699396133423,407.94013717,0.018179597333073616,-33.47528076171875,0.011925846338272095,585.87,1415626,50,815927,0.0003
2280,16064,6.09764289855957,412.65252189000006,0.018905755132436752,-31.193668365478516,0.4629243314266205,593.85,1418284,50,818585,0.0003
2284,16109,0.8307409286499023,411.1787458899999,0.018417324870824814,-31.271291732788086,0.1843835562467575,591.34,1420633,50,820934,0.0003
2288,16158,0.32525163888931274,412.19353594,0.018966669216752052,-32.34928512573242,-0.3889736533164978,591.78,1423229,50,823530,0.0003
2292,16195,0.45999887585639954,411.13333594999995,0.018834346905350685,-35.044822692871094,1.2265326976776123,591.89,1425199,50,825500,0.0003
2296,16244,0.4453012943267822,412.30643664999997,0.0190435741096735,-32.547035217285156,-0.16368573904037476,593.25,1427799,50,828100,0.0003
2300,16293,0.39119184017181396,416.6672883499999,0.01885908842086792,-34.77054214477539,0.23844754695892334,598.0,1430399,50,830700,0.0003
2304,16341,12.842689514160156,417.49800686,0.019318537786602974,-31.233928680419922,-0.2701038122177124,598.0,1432999,50,833300,0.0003
2308,16390,8.796310424804688,420.35347733000003,0.01954839378595352,-32.77166748046875,-0.3389235734939575,599.15,1435599,50,835900,0.0003
2312,16439,0.3922799527645111,429.93988717,0.01898612268269062,-31.587017059326172,0.009786918759346008,611.0,1438199,51,838500,0.0003
2316,16487,0.22822211682796478,429.15082499000005,0.0188742782920599,-31.6584415435791,0.4037540853023529,611.0,1440799,51,841100,0.0003
2320,16536,0.6204094886779785,429.50847386000004,0.019324393942952156,-34.01066589355469,1.2312488555908203,611.02,1443399,51,843700,0.0003
2324,16585,0.33770644664764404,433.16096790000006,0.018958212807774544,-32.27755355834961,-0.28503772616386414,616.48,1445999,51,846300,0.0003
2328,16621,1.0540488958358765,428.66051835999997,0.019147487357258797,-31.28181266784668,0.33724215626716614,610.07,1447918,51,848219,0.0003
2332,16659,0.703009843826294,425.4149478400001,0.019056374207139015,-35.10054397583008,-0.042876243591308594,603.24,1449899,51,850200,0.0003
2336,16708,3.282687187194824,426.04672654000007,0.01817222870886326,-33.67363739013672,-1.4800708293914795,603.64,1452499,51,852800,0.0003
2340,16757,0.3217938542366028,424.61012278999993,0.018535995855927467,-35.15420913696289,0.20146605372428894,605.8,1455099,51,855400,0.0003
2344,16805,0.26246386766433716,424.00730596,0.019109327346086502,-32.659889221191406,-0.40307629108428955,605.39,1457699,51,858000,0.0003
2348,16854,1.0147825479507446,428.50476130000004,0.0188087560236454,-34.141990661621094,0.08405619859695435,611.0,1460299,51,860600,0.0003
2352,16903,0.3390504717826843,436.69910966,0.0186669509857893,-32.83616256713867,-0.9426929950714111,619.38,1462899,51,863200,0.0003
2356,16951,0.4652068614959717,441.16782451,0.018989508971571922,-35.22819519042969,-0.17452853918075562,624.0,1465499,51,865800,0.0003
2360,17000,0.3167858421802521,448.6193749600001,0.019015446305274963,-31.906734466552734,-0.30088678002357483,631.79,1468099,51,868400,0.0003
2364,17049,0.4345838129520416,448.88568787,0.018626093864440918,-35.702423095703125,-0.504690945148468,631.47,1470699,51,871000,0.0003
2368,17100,8.35108757019043,446.7421319499999,0.018848860636353493,-34.298095703125,2.1310956478118896,627.66,1473231,51,873532,0.0003
2372,17127,0.8499464988708496,437.60764610999996,0.01882167160511017,-33.19109344482422,-0.479828417301178,616.66,1474599,51,874900,0.0003
2376,17176,10.748735427856445,435.98607299999986,0.018828190863132477,-34.81183624267578,-1.2471716403961182,615.73,1477199,51,877500,0.0003
2380,17224,0.41519784927368164,437.6908188700001,0.019487597048282623,-34.725711822509766,-0.1951661854982376,615.15,1479799,51,880100,0.0003
2384,17273,0.41302239894866943,440.68433940999995,0.01903088018298149,-34.56982421875,-0.03524196147918701,617.66,1482399,51,882700,0.0003
2388,17303,0.40437453985214233,431.01276183000004,0.018888788297772408,-35.67025375366211,0.19209051132202148,607.1,1483939,51,884240,0.0003
2392,17325,0.37838566303253174,421.40555209999997,0.018321450799703598,-33.791587829589844,-0.3621819019317627,598.0,1484999,51,885300,0.0003
2396,17349,0.4624157249927521,407.58640125000005,0.019131949171423912,-33.773834228515625,-0.6362171173095703,583.44,1486143,51,886444,0.0003
2400,17368,0.4874253273010254,392.11494073,0.01866166852414608,-33.088375091552734,-0.4591626822948456,566.91,1487090,51,887391,0.0003
2404,17396,0.6946021318435669,379.58479617000006,0.019142096862196922,-33.20923614501953,-0.4185934364795685,555.52,1488551,51,888852,0.0003
2408,17423,0.4087071418762207,366.21139848000007,0.02044626511633396,-34.172237396240234,-0.3777548670768738,543.3,1489929,51,890230,0.0003
2412,17442,0.3826959729194641,351.49903846999996,0.020043371245265007,-36.546852111816406,0.2261074185371399,527.02,1490901,51,891202,0.0003
2416,17461,0.5846166014671326,336.09596393999993,0.01963213086128235,-32.484683990478516,-0.3618096113204956,510.31,1491830,51,892131,0.0003
2420,17481,0.43503788113594055,320.40604538,0.019460679963231087,-36.61486053466797,1.1823687553405762,494.0,1492799,51,893100,0.0003
2424,17528,0.548535168170929,308.10188329,0.01930631697177887,-35.26209259033203,-1.559051513671875,492.92,1495291,51,895592,0.0003
2428,17555,0.6515281200408936,297.41072945,0.019169161096215248,-34.85105895996094,-1.637390375137329,487.81,1496699,51,897000,0.0003
2432,17586,1.0761027336120605,287.93919875,0.018922394141554832,-33.33245849609375,-0.3090605139732361,484.11,1498310,51,898611,0.0003
2436,17611,0.38485750555992126,274.53833155999996,0.01957232691347599,-35.11993408203125,0.1783679872751236,470.67,1499566,51,899867,0.0003
2440,17643,0.46095985174179077,266.77539341000005,0.018900541588664055,-34.312049865722656,-0.1214594691991806,461.1,1501209,51,901510,0.0003
2444,17680,8.924184799194336,258.78276355,0.01900354027748108,-32.57068634033203,0.3658120036125183,455.0,1503199,51,903500,0.0003
2448,17714,0.48597800731658936,246.30308122000002,0.018961120396852493,-33.333927154541016,1.6531381607055664,446.79,1504978,51,905279,0.0003
2452,17751,4.45247220993042,236.40220726999996,0.019392983987927437,-32.657257080078125,-0.8094127178192139,440.03,1506902,51,907203,0.0003
2456,17780,2.517341136932373,223.04174214000003,0.019307037815451622,-31.664653778076172,0.29407358169555664,429.0,1508399,51,908700,0.0003
2460,17815,0.8713675141334534,212.96045502,0.01872962899506092,-32.861717224121094,0.1900865137577057,421.45,1510244,51,910545,0.0003
2464,17854,0.9868931770324707,207.20209656999998,0.019145570695400238,-34.314720153808594,-0.28587284684181213,416.0,1512299,51,912600,0.0003
2468,17893,0.6487514972686768,200.98956521000002,0.018861012533307076,-34.984458923339844,-1.2226107120513916,411.13,1514344,51,914645,0.0003
2472,17929,0.8517104387283325,203.90625519999998,0.018361691385507584,-32.41204071044922,-0.6522066593170166,416.0,1516199,51,916500,0.0003
2476,17974,3.6091980934143066,202.64194750000001,0.01889769732952118,-32.78525924682617,0.07976417243480682,414.37,1518636,51,918937,0.0003
2480,18014,16.437210083007812,198.09141597999994,0.017882579937577248,-32.797664642333984,0.21945691108703613,409.74,1520773,51,921074,0.0003
2484,18065,0.30704203248023987,198.4058318,0.019251078367233276,-33.070228576660156,1.0831745862960815,411.02,1523501,51,923802,0.0003
2488,18113,0.32116466760635376,208.06770648999998,0.019414657726883888,-32.9941520690918,-0.48473888635635376,421.52,1526091,51,926392,0.0003
2492,18164,0.30253875255584717,224.40406216,0.018380990251898766,-33.185142517089844,-0.014478534460067749,438.2,1528819,51,929120,0.0003
2496,18214,0.4020809233188629,240.19386340999998,0.01832052879035473,-34.24858856201172,0.48671191930770874,453.35,1531478,51,931779,0.0003
2500,18263,0.31020039319992065,257.02798826,0.01808154210448265,-32.49858856201172,0.018366560339927673,470.22,1534112,51,934413,0.0003
