rollout/ep_rew_mean,time/fps,time/total_timesteps,time/episodes,rollout/ep_len_mean,time/time_elapsed,train/n_updates,train/learning_rate,train/ent_coef_loss,train/critic_loss,train/actor_loss,train/ent_coef
-0.18620036999999998,2,194,140,1.42,87,93,0.0003,-0.13129505515098572,0.20907217264175415,-2.5867092609405518,0.9729276299476624
-0.18901652,2,201,144,1.44,90,100,0.0003,-0.14192640781402588,0.21382936835289001,-2.5822293758392334,0.9709282517433167
-0.18835147,2,211,148,1.47,93,110,0.0003,-0.1572633981704712,0.2441096305847168,-2.553889751434326,0.9680814146995544
-0.19427277999999998,2,218,152,1.47,96,117,0.0003,-0.1669694483280182,0.18943358957767487,-2.5973010063171387,0.9660932421684265
-0.19518635,2,224,156,1.48,99,123,0.0003,-0.17352256178855896,0.2250487506389618,-2.5878467559814453,0.9643924832344055
-0.19885897,2,229,160,1.49,101,128,0.0003,-0.18111586570739746,0.23099686205387115,-2.616732120513916,0.9629790186882019
-0.19939981999999998,2,237,164,1.53,104,136,0.0003,-0.19441339373588562,0.16492310166358948,-2.532235622406006,0.9607191681861877
-0.20369460999999997,2,245,168,1.57,107,144,0.0003,-0.20807668566703796,0.30490314960479736,-2.5528764724731445,0.9584569931030273
-0.21129412000000003,2,252,172,1.6,110,151,0.0003,-0.2175932675600052,0.2391665130853653,-2.5571799278259277,0.9564824104309082
-0.21404761,2,258,176,1.6,113,157,0.0003,-0.227647066116333,0.21871669590473175,-2.5578083992004395,0.9547914266586304
-0.21526566000000003,2,267,180,1.64,115,166,0.0003,-0.23415927588939667,0.22543993592262268,-2.4929704666137695,0.9522582292556763
-0.21354665999999997,2,273,184,1.63,118,172,0.0003,-0.2398533970117569,0.18748152256011963,-2.513868808746338,0.950581431388855
-0.22026644,2,281,188,1.65,121,180,0.0003,-0.2581930458545685,0.18236562609672546,-2.5475568771362305,0.9483509659767151
-0.22326387999999997,2,288,192,1.67,123,187,0.0003,-0.2693353295326233,0.2611774206161499,-2.5591912269592285,0.9463934302330017
-0.22885900000000003,2,295,196,1.7,126,194,0.0003,-0.2736607491970062,0.23964235186576843,-2.5427446365356445,0.9444376826286316
-0.23314425999999996,2,302,200,1.72,129,201,0.0003,-0.2833760380744934,0.21812129020690918,-2.542355537414551,0.9424880146980286
-0.23927556,2,308,204,1.74,131,207,0.0003,-0.29185235500335693,0.1731061339378357,-2.4545226097106934,0.940818727016449
-0.22996149,2,315,208,1.72,134,214,0.0003,-0.3031925559043884,0.1992863267660141,-2.546598434448242,0.9388704299926758
-0.22859568,2,323,212,1.73,137,222,0.0003,-0.3133009970188141,0.23289832472801208,-2.5376298427581787,0.9366477727890015
-0.23403407999999998,2,332,216,1.77,140,231,0.0003,-0.3292328119277954,0.16829928755760193,-2.438045024871826,0.9341608881950378
-0.23868123,2,339,220,1.79,143,238,0.0003,-0.33230656385421753,0.17741766571998596,-2.384491443634033,0.932227611541748
-0.24388163,2,347,224,1.8,145,246,0.0003,-0.3426390588283539,0.17854025959968567,-2.495424747467041,0.9300196170806885
-0.24460446999999996,2,353,228,1.8,148,252,0.0003,-0.35380029678344727,0.19550126791000366,-2.557217597961426,0.9283692836761475
-0.2403813,2,360,232,1.79,151,259,0.0003,-0.36723828315734863,0.147964745759964,-2.4779765605926514,0.9264476895332336
-0.23959761999999996,2,369,236,1.82,154,268,0.0003,-0.38045716285705566,0.14805611968040466,-2.4447805881500244,0.9239780902862549
-0.23463083999999998,2,375,240,1.81,156,274,0.0003,-0.38918617367744446,0.20470833778381348,-2.4388036727905273,0.9223314523696899
-0.22904255000000004,2,381,244,1.8,159,280,0.0003,-0.39819246530532837,0.14733774960041046,-2.4597086906433105,0.9206866025924683
-0.22076669,2,386,248,1.75,162,285,0.0003,-0.40324926376342773,0.15131978690624237,-2.3748135566711426,0.9193169474601746
-0.22161834,2,395,252,1.77,164,294,0.0003,-0.4148111641407013,0.16857528686523438,-2.4124667644500732,0.9168633222579956
-0.22222783999999998,2,401,256,1.77,167,300,0.0003,-0.4264724850654602,0.24827677011489868,-2.446598529815674,0.9152330160140991
-0.23066758,2,411,260,1.82,170,310,0.0003,-0.43939217925071716,0.16369785368442535,-2.3930392265319824,0.9125150442123413
-0.23185011,2,418,264,1.81,173,317,0.0003,-0.4586174488067627,0.15422938764095306,-2.3641724586486816,0.9106101393699646
-0.24471398,2,428,268,1.83,176,327,0.0003,-0.4612913131713867,0.17577406764030457,-2.490657329559326,0.9078957438468933
-0.24900634000000005,2,436,272,1.84,179,335,0.0003,-0.4725961685180664,0.1689368486404419,-2.3887956142425537,0.9057344198226929
-0.24441734999999998,2,445,276,1.87,181,344,0.0003,-0.4912504553794861,0.15048342943191528,-2.3863353729248047,0.9033159017562866
-0.24208789999999997,2,451,280,1.84,184,350,0.0003,-0.5070830583572388,0.1779894232749939,-2.456913709640503,0.901704728603363
-0.23768409000000001,2,457,284,1.84,187,356,0.0003,-0.512537956237793,0.18143591284751892,-2.3767123222351074,0.9000900983810425
-0.23552613000000006,2,464,288,1.83,189,363,0.0003,-0.5049455165863037,0.1809094250202179,-2.4811530113220215,0.8982101678848267
-0.24206842,2,473,292,1.85,192,372,0.0003,-0.5280770063400269,0.16782893240451813,-2.3549013137817383,0.8958101868629456
-0.24519549000000002,2,482,296,1.87,194,381,0.0003,-0.5471204519271851,0.13704459369182587,-2.394357442855835,0.8934157490730286
-0.24356863000000004,2,488,300,1.86,197,387,0.0003,-0.5582259893417358,0.14448988437652588,-2.3695149421691895,0.8918178081512451
-0.24588197999999997,2,495,304,1.87,200,394,0.0003,-0.5479543209075928,0.1791403591632843,-2.3369696140289307,0.8899539113044739
-0.24843059999999995,2,503,308,1.88,202,402,0.0003,-0.5754599571228027,0.13787290453910828,-2.371009349822998,0.8878342509269714
-0.24894932,2,514,312,1.91,205,413,0.0003,-0.5820603370666504,0.18879017233848572,-2.3188862800598145,0.8849281072616577
-0.24730291000000001,2,522,316,1.9,208,421,0.0003,-0.5932779312133789,0.13047154247760773,-2.3734023571014404,0.8828265070915222
-0.24720053,2,529,320,1.9,211,428,0.0003,-0.608359158039093,0.18416160345077515,-2.375196933746338,0.8809846043586731
-0.24174900000000002,2,537,324,1.9,213,436,0.0003,-0.6221542358398438,0.13743983209133148,-2.301908016204834,0.8788809180259705
-0.2368235,2,542,328,1.89,216,441,0.0003,-0.6181355118751526,0.1337992399930954,-2.327033042907715,0.8775656223297119
-0.24153635,2,551,332,1.91,219,450,0.0003,-0.6506435871124268,0.1527825891971588,-2.274609088897705,0.8752089738845825
-0.24601334000000005,2,560,336,1.91,221,459,0.0003,-0.6596879959106445,0.11812534928321838,-2.34513521194458,0.872861385345459
-0.24944005000000005,2,566,340,1.91,224,465,0.0003,-0.6550057530403137,0.12855277955532074,-2.3811724185943604,0.8713018298149109
-0.25192355000000005,2,575,344,1.94,227,474,0.0003,-0.6725471019744873,0.14009211957454681,-2.4147138595581055,0.8689658641815186
-0.25755343,2,582,348,1.96,229,481,0.0003,-0.6749961972236633,0.1411197930574417,-2.3560259342193604,0.867150604724884
-0.25354448,2,592,352,1.97,232,491,0.0003,-0.6929515600204468,0.1622493714094162,-2.28802752494812,0.8645720481872559
-0.25572495000000006,2,600,356,1.99,235,499,0.0003,-0.6927132606506348,0.13078448176383972,-2.3401050567626953,0.8625176548957825
-0.24598484000000004,2,605,360,1.94,237,504,0.0003,-0.710204541683197,0.1272522509098053,-2.3492989540100098,0.8612378835678101
-0.25818865,2,614,364,1.96,240,513,0.0003,-0.7231179475784302,0.12818074226379395,-2.2644476890563965,0.8589423298835754
-0.25277353,2,622,368,1.94,242,521,0.0003,-0.73908531665802,0.1321122646331787,-2.312004327774048,0.8569079041481018
-0.24179838999999997,2,626,372,1.9,245,525,0.0003,-0.7502713203430176,0.15377208590507507,-2.3044748306274414,0.8558900356292725
-0.24673108,2,633,376,1.88,248,532,0.0003,-0.7585045099258423,0.13769471645355225,-2.296604633331299,0.8541063070297241
-0.24996118,2,641,380,1.9,250,540,0.0003,-0.7754303216934204,0.1590360403060913,-2.2027204036712646,0.8520666360855103
-0.25008433999999996,2,648,384,1.91,253,547,0.0003,-0.7680144906044006,0.1261214166879654,-2.3032307624816895,0.8502859473228455
-0.24966242000000002,2,658,388,1.94,256,557,0.0003,-0.8030587434768677,0.11307597160339355,-2.201401710510254,0.8477599024772644
-0.23835803,2,663,392,1.9,258,562,0.0003,-0.7900173664093018,0.1333043873310089,-2.288365125656128,0.8465003967285156
-0.23245095000000002,2,670,396,1.88,261,569,0.0003,-0.8135924339294434,0.12358356267213821,-2.235799789428711,0.8447449803352356
-0.23567449,2,678,400,1.9,264,577,0.0003,-0.8051798343658447,0.09124094247817993,-2.185579299926758,0.8427439332008362
-0.23543781000000003,2,685,404,1.9,266,584,0.0003,-0.817852258682251,0.17542633414268494,-2.2104132175445557,0.8409976363182068
-0.22917921999999996,2,692,408,1.89,269,591,0.0003,-0.8306739926338196,0.15102817118167877,-2.275498390197754,0.8392529487609863
-0.22802658999999997,2,700,412,1.86,271,599,0.0003,-0.8529839515686035,0.14224353432655334,-2.189950704574585,0.8372660875320435
-0.23187504,2,708,416,1.86,274,607,0.0003,-0.8509005904197693,0.11496368050575256,-2.17390513420105,0.8352773189544678
-0.23678719,2,718,420,1.89,277,617,0.0003,-0.8659316897392273,0.15755486488342285,-2.2785654067993164,0.8327931761741638
-0.23670201000000002,2,727,424,1.9,279,626,0.0003,-0.8846132755279541,0.1548582911491394,-2.2258315086364746,0.830564022064209
-0.24134720999999998,2,734,428,1.92,282,633,0.0003,-0.8950362205505371,0.12858037650585175,-2.173449993133545,0.8288379907608032
-0.23229866999999998,2,740,432,1.89,285,639,0.0003,-0.9010847210884094,0.1292450726032257,-2.187570571899414,0.8273596167564392
-0.23027233,2,748,436,1.88,287,647,0.0003,-0.9079574346542358,0.13912850618362427,-2.122429609298706,0.8253961205482483
-0.2246462,2,753,440,1.87,290,652,0.0003,-0.9226980209350586,0.1193288192152977,-2.146881580352783,0.824172854423523
-0.22463299,2,760,444,1.85,293,659,0.0003,-0.9259074926376343,0.12068913877010345,-2.2037460803985596,0.8224621415138245
-0.22037724999999997,2,765,448,1.83,295,664,0.0003,-0.9343200922012329,0.16159772872924805,-2.2077462673187256,0.8212417364120483
-0.22868819,2,773,452,1.81,298,672,0.0003,-0.9574911594390869,0.12607836723327637,-2.231569290161133,0.8192965984344482
-0.23604101,2,782,456,1.82,300,681,0.0003,-0.9592427015304565,0.15394216775894165,-2.148452043533325,0.8171105980873108
-0.24825270000000002,2,792,460,1.87,303,691,0.0003,-0.9801692962646484,0.11098023504018784,-2.112856864929199,0.8146884441375732
-0.25129466999999994,2,802,464,1.88,306,701,0.0003,-0.9983691573143005,0.14900124073028564,-2.1777591705322266,0.812272310256958
-0.24811924000000002,2,810,468,1.88,308,709,0.0003,-1.0106194019317627,0.11497645080089569,-2.1494052410125732,0.8103407621383667
-0.25261365999999996,2,817,472,1.91,311,716,0.0003,-0.998363733291626,0.13561959564685822,-2.1005001068115234,0.80865478515625
-0.24734473999999998,2,823,476,1.9,314,722,0.0003,-1.0182698965072632,0.13417738676071167,-2.1150150299072266,0.8072161674499512
-0.24370642999999997,2,829,480,1.88,316,728,0.0003,-1.0142360925674438,0.09790638089179993,-2.164060115814209,0.8057805299758911
-0.24835493999999997,2,836,484,1.88,319,735,0.0003,-1.0260324478149414,0.12109341472387314,-2.1135470867156982,0.8041095733642578
-0.24301851,2,845,488,1.87,322,744,0.0003,-1.0381871461868286,0.1421535611152649,-2.1208927631378174,0.8019646406173706
-0.24804469999999995,2,854,492,1.91,324,753,0.0003,-1.06504225730896,0.08325646817684174,-1.9917577505111694,0.7998285889625549
-0.25009258,2,863,496,1.93,327,762,0.0003,-1.0751726627349854,0.1356319636106491,-2.1513071060180664,0.7976871132850647
-0.24876504000000005,2,869,500,1.91,329,768,0.0003,-1.0759741067886353,0.12220043689012527,-2.09088134765625,0.796263575553894
-0.24635156,2,877,504,1.92,332,776,0.0003,-1.079063892364502,0.09585319459438324,-2.093782901763916,0.7943668961524963
-0.25042787,2,886,508,1.94,335,785,0.0003,-1.1115009784698486,0.09806126356124878,-2.0647828578948975,0.7922437191009521
-0.24447383000000003,2,892,512,1.92,337,791,0.0003,-1.1154298782348633,0.09813134372234344,-1.995208501815796,0.7908336520195007
-0.24876680999999998,2,900,516,1.92,340,799,0.0003,-1.1455048322677612,0.11660337448120117,-2.093812942504883,0.7889570593833923
-0.23841678,2,906,520,1.88,343,805,0.0003,-1.1350996494293213,0.11579342186450958,-2.049266815185547,0.7875438332557678
-0.2431202,2,915,524,1.88,345,814,0.0003,-1.1506621837615967,0.08038321882486343,-2.018131732940674,0.785427451133728
-0.23994497000000004,2,923,528,1.89,348,822,0.0003,-1.1580339670181274,0.116790771484375,-2.0656285285949707,0.7835544347763062
-0.24859014999999995,2,930,532,1.9,351,829,0.0003,-1.1535893678665161,0.08251108229160309,-2.053032875061035,0.7819235324859619
-0.24284226000000003,2,937,536,1.89,353,836,0.0003,-1.2022013664245605,0.09694629907608032,-2.0478878021240234,0.7803000807762146
-0.24573168000000004,2,944,540,1.91,356,843,0.0003,-1.1883955001831055,0.07947687804698944,-2.017697811126709,0.7786717414855957
-0.25123498,2,953,544,1.93,359,852,0.0003,-1.2243306636810303,0.09851408749818802,-1.9604268074035645,0.7765746712684631
-0.25098776,2,958,548,1.93,361,857,0.0003,-1.2018603086471558,0.08221694827079773,-2.0945661067962646,0.7754110097885132
-0.24103107000000001,2,967,552,1.94,364,866,0.0003,-1.236724615097046,0.09722264111042023,-1.9605562686920166,0.7733309864997864
-0.23215627999999996,2,974,556,1.92,367,873,0.0003,-1.2338333129882812,0.10916642099618912,-2.0430922508239746,0.7717166543006897
-0.22791258000000003,2,983,560,1.91,369,882,0.0003,-1.2378511428833008,0.08676469326019287,-1.9515917301177979,0.76963871717453
-0.21277308,2,989,564,1.87,372,888,0.0003,-1.2432570457458496,0.08637043833732605,-1.99496591091156,0.7682614922523499
-0.21451785999999998,2,996,568,1.86,374,895,0.0003,-1.254813313484192,0.10539978742599487,-2.011631488800049,0.7666635513305664
-0.21182191999999997,2,1002,572,1.85,377,901,0.0003,-1.275416612625122,0.08927145600318909,-2.010730743408203,0.7652968168258667
-0.21252864,2,1008,576,1.85,380,907,0.0003,-1.2809916734695435,0.0994887426495552,-2.003861904144287,0.7639285326004028
-0.21605312000000002,2,1016,580,1.87,382,915,0.0003,-1.2830513715744019,0.08534754812717438,-1.879509449005127,0.762111485004425
-0.21450696999999994,2,1024,584,1.88,385,923,0.0003,-1.3007903099060059,0.10748785734176636,-1.9985650777816772,0.7602973580360413
-0.21812804000000002,2,1032,588,1.87,387,931,0.0003,-1.2882641553878784,0.10729354619979858,-2.0289509296417236,0.7584872245788574
-0.21685976,2,1039,592,1.85,390,938,0.0003,-1.304643154144287,0.06889718025922775,-1.9810128211975098,0.7569097876548767
-0.21580511000000002,2,1048,596,1.85,392,947,0.0003,-1.324602723121643,0.11495774239301682,-1.8931310176849365,0.7548835277557373
-0.21113876,2,1055,600,1.86,395,954,0.0003,-1.3269672393798828,0.10784566402435303,-1.9502357244491577,0.7533110976219177
-0.20896344000000003,2,1062,604,1.85,398,961,0.0003,-1.364516019821167,0.09045200049877167,-1.9158451557159424,0.7517454624176025
-0.20975375,2,1069,608,1.83,400,968,0.0003,-1.3735575675964355,0.07448587566614151,-1.8795524835586548,0.7501798272132874
-0.2168176,2,1078,612,1.86,403,977,0.0003,-1.369075059890747,0.09725689888000488,-1.912778615951538,0.7481749057769775
-0.20508190999999998,2,1085,616,1.85,405,984,0.0003,-1.3841698169708252,0.08506996929645538,-1.9461853504180908,0.7466169595718384
-0.20545603,2,1091,620,1.85,408,990,0.0003,-1.3931641578674316,0.08009950071573257,-1.9431201219558716,0.7452839612960815
-0.19911352000000004,2,1098,624,1.83,410,997,0.0003,-1.4138195514678955,0.09065954387187958,-1.9566630125045776,0.7437310814857483
-0.20020528,2,1105,628,1.82,413,1004,0.0003,-1.4241291284561157,0.07963372766971588,-1.8912856578826904,0.742182195186615
-0.19402429,2,1112,632,1.82,416,1011,0.0003,-1.4376680850982666,0.07745284587144852,-1.8901034593582153,0.7406356334686279
-0.19649409999999995,2,1119,636,1.82,418,1018,0.0003,-1.4436147212982178,0.06891021132469177,-1.832357406616211,0.7390880584716797
-0.20447132999999995,2,1128,640,1.84,421,1027,0.0003,-1.433209776878357,0.08006519079208374,-1.9328469038009644,0.7371029853820801
-0.20472642,2,1135,644,1.82,423,1034,0.0003,-1.4452579021453857,0.09590509533882141,-1.9150842428207397,0.7355691194534302
-0.21254959999999998,2,1145,648,1.87,426,1044,0.0003,-1.4810822010040283,0.08760836720466614,-1.864995002746582,0.7333829402923584
-0.21526985999999998,2,1154,652,1.87,428,1053,0.0003,-1.4918628931045532,0.11944027245044708,-1.8412470817565918,0.7314174175262451
-0.21816499000000003,2,1164,656,1.9,431,1063,0.0003,-1.5017682313919067,0.06988892704248428,-1.9502909183502197,0.7292323708534241
-0.21763873999999997,2,1173,660,1.9,434,1072,0.0003,-1.5219829082489014,0.0779125988483429,-1.7957854270935059,0.7272688746452332
-0.22562899000000003,2,1181,664,1.92,436,1080,0.0003,-1.5302932262420654,0.07963709533214569,-1.8491402864456177,0.7255346179008484
-0.21610563,2,1187,668,1.91,439,1086,0.0003,-1.5536487102508545,0.06112388148903847,-1.8828463554382324,0.724239706993103
-0.21774919999999998,2,1195,672,1.93,441,1094,0.0003,-1.5603666305541992,0.10074417293071747,-1.8402701616287231,0.7225133180618286
-0.22151496999999998,2,1204,676,1.96,444,1103,0.0003,-1.5403530597686768,0.06665433943271637,-1.8633971214294434,0.7205693125724792
-0.21612252999999998,2,1209,680,1.93,447,1108,0.0003,-1.549658179283142,0.08434360474348068,-1.867652416229248,0.7194948196411133
-0.21247558000000002,2,1216,684,1.92,449,1115,0.0003,-1.570173740386963,0.07265952229499817,-1.777390956878662,0.717997670173645
-0.20537117,2,1221,688,1.89,452,1120,0.0003,-1.5713833570480347,0.0906732827425003,-1.8019192218780518,0.7169293761253357
-0.20894791999999998,2,1228,692,1.89,454,1127,0.0003,-1.5918774604797363,0.07201024889945984,-1.8934366703033447,0.715438723564148
-0.20718910999999998,2,1236,696,1.88,457,1135,0.0003,-1.6241048574447632,0.07814700901508331,-1.8047387599945068,0.7137355804443359
-0.21663581999999998,2,1243,700,1.88,459,1142,0.0003,-1.6244640350341797,0.0673723816871643,-1.804117202758789,0.7122422456741333
-0.21726701999999995,2,1250,704,1.88,462,1149,0.0003,-1.6334006786346436,0.0810212716460228,-1.8896417617797852,0.7107471823692322
-0.21129796000000003,2,1256,708,1.87,464,1155,0.0003,-1.6187889575958252,0.09086798131465912,-1.8503061532974243,0.7094682455062866
-0.21041909000000003,2,1264,712,1.86,467,1163,0.0003,-1.6523382663726807,0.06317022442817688,-1.7419517040252686,0.7077688574790955
-0.20551033999999999,2,1269,716,1.84,469,1168,0.0003,-1.6362833976745605,0.07419487833976746,-1.7651622295379639,0.7067093849182129
-0.21027426000000002,2,1275,720,1.84,472,1174,0.0003,-1.6552255153656006,0.09706808626651764,-1.8253473043441772,0.7054439187049866
-0.20848557999999998,2,1281,724,1.83,475,1180,0.0003,-1.6814860105514526,0.07936571538448334,-1.7287840843200684,0.7041811347007751
-0.20691502000000003,2,1287,728,1.82,477,1186,0.0003,-1.6487921476364136,0.09097404778003693,-1.7902069091796875,0.7029195427894592
-0.2086284,2,1296,732,1.84,480,1195,0.0003,-1.7153174877166748,0.08466896414756775,-1.8266924619674683,0.7010341882705688
-0.20680647,2,1302,736,1.83,482,1201,0.0003,-1.728602409362793,0.06514722108840942,-1.8195136785507202,0.6997761726379395
-0.20205854,2,1311,740,1.83,485,1210,0.0003,-1.7159281969070435,0.05437646433711052,-1.7561531066894531,0.6978939175605774
-0.19727943999999997,2,1319,744,1.84,487,1218,0.0003,-1.7182741165161133,0.07330278307199478,-1.7791399955749512,0.6962221264839172
-0.19477599999999998,2,1327,748,1.82,490,1226,0.0003,-1.713733196258545,0.06200351566076279,-1.7655435800552368,0.6945509910583496
-0.19604424,2,1334,752,1.8,493,1233,0.0003,-1.7398442029953003,0.06143265962600708,-1.714875340461731,0.6930983662605286
-0.19715712000000005,2,1342,756,1.78,495,1241,0.0003,-1.7325999736785889,0.06856022775173187,-1.742770791053772,0.6914451122283936
-0.18881699000000002,2,1346,760,1.73,498,1245,0.0003,-1.7538864612579346,0.06500750780105591,-1.7612568140029907,0.6906195282936096
-0.1842006,2,1354,764,1.73,500,1253,0.0003,-1.7835187911987305,0.07683242857456207,-1.770614743232727,0.6889708638191223
-0.18950757000000004,2,1364,768,1.77,503,1263,0.0003,-1.7811338901519775,0.08018536120653152,-1.640399694442749,0.6869184374809265
-0.19165084999999993,2,1373,772,1.78,506,1272,0.0003,-1.8171120882034302,0.08185582607984543,-1.7527282238006592,0.6850724220275879
-0.18662732999999998,2,1380,776,1.76,508,1279,0.0003,-1.8144023418426514,0.07834295928478241,-1.6863758563995361,0.6836358904838562
-0.19555809,2,1389,780,1.8,511,1288,0.0003,-1.8369827270507812,0.07500586658716202,-1.7317339181900024,0.6817922592163086
-0.1937927,2,1394,784,1.78,513,1293,0.0003,-1.806357979774475,0.0510253831744194,-1.65050208568573,0.6807708740234375
-0.19755845,2,1405,788,1.84,516,1304,0.0003,-1.8462352752685547,0.07994916290044785,-1.7367262840270996,0.6785339117050171
-0.20708121999999998,2,1415,792,1.87,518,1314,0.0003,-1.8691916465759277,0.06280327588319778,-1.6879068613052368,0.6765004992485046
-0.20421894000000002,2,1420,796,1.84,521,1319,0.0003,-1.8717868328094482,0.0601462796330452,-1.7475581169128418,0.675485372543335
-0.19614805000000002,2,1427,800,1.84,524,1326,0.0003,-1.853013277053833,0.05828480422496796,-1.7464995384216309,0.6740692853927612
-0.19461357999999998,2,1433,804,1.83,526,1332,0.0003,-1.9100606441497803,0.0822872519493103,-1.6947863101959229,0.6728566288948059
-0.19640287,2,1440,808,1.84,529,1339,0.0003,-1.8954185247421265,0.06583364307880402,-1.6583954095840454,0.6714435815811157
-0.19222759999999994,2,1449,812,1.85,531,1348,0.0003,-1.904200792312622,0.05717192590236664,-1.7446531057357788,0.6696352958679199
-0.19570194000000002,2,1457,816,1.88,534,1356,0.0003,-1.9425384998321533,0.06466330587863922,-1.6194030046463013,0.6680315136909485
-0.20000199999999996,2,1466,820,1.91,536,1365,0.0003,-1.8995718955993652,0.06258033215999603,-1.6384903192520142,0.6662285327911377
-0.20275701000000004,2,1473,824,1.92,539,1372,0.0003,-1.9363412857055664,0.06665695458650589,-1.678700566291809,0.6648399233818054
-0.21115886,2,1482,828,1.95,541,1381,0.0003,-1.9766621589660645,0.07773847877979279,-1.653550148010254,0.6630609631538391
-0.20574835999999996,2,1487,832,1.91,544,1386,0.0003,-1.975297451019287,0.051108572632074356,-1.6250004768371582,0.6620703339576721
-0.20726789999999998,2,1495,836,1.93,547,1394,0.0003,-1.9928791522979736,0.056088075041770935,-1.7304414510726929,0.6604856252670288
-0.20286482000000003,2,1504,840,1.93,549,1403,0.0003,-2.0021300315856934,0.060238637030124664,-1.592407464981079,0.6587063670158386
-0.2021818,2,1512,844,1.93,552,1411,0.0003,-2.0049002170562744,0.0475572869181633,-1.646467685699463,0.6571300029754639
-0.19686459,2,1519,848,1.92,554,1418,0.0003,-2.0132510662078857,0.0673547089099884,-1.6834948062896729,0.6557550430297852
-0.19230611999999997,2,1525,852,1.91,557,1424,0.0003,-2.030327320098877,0.0421203151345253,-1.622279167175293,0.6545815467834473
-0.19290547000000002,2,1533,856,1.91,559,1432,0.0003,-2.048186779022217,0.06547661125659943,-1.6610525846481323,0.6530184149742126
-0.19522967000000002,2,1540,860,1.94,562,1439,0.0003,-2.0587196350097656,0.05948119983077049,-1.6126923561096191,0.6516534090042114
-0.19613475000000002,2,1547,864,1.93,564,1446,0.0003,-2.055683135986328,0.053751811385154724,-1.5909736156463623,0.6502900123596191
-0.19471885,2,1555,868,1.91,567,1454,0.0003,-2.069983720779419,0.053610946983098984,-1.633949637413025,0.648736298084259
-0.20000547000000002,2,1562,872,1.89,570,1461,0.0003,-2.049941062927246,0.053377702832221985,-1.6500630378723145,0.6473817229270935
-0.20056347999999996,2,1570,876,1.9,572,1469,0.0003,-2.092529296875,0.047727394849061966,-1.5736196041107178,0.6458361148834229
