time/time_elapsed,time/fps,time/total_timesteps,train/actor_loss,train/n_updates,train/learning_rate,train/critic_loss,rollout/ep_rew_mean,train/ent_coef_loss,time/episodes,rollout/ep_len_mean,train/ent_coef
2190,43,95500,-0.6954041719436646,195299,0.0003,0.00012327349395491183,1.8209494899999998,-0.6906259059906006,796,100.0,0.002106681000441313
2202,43,95976,-0.6702685356140137,195775,0.0003,7.948093116283417e-05,1.8253084399999997,-0.3135423958301544,800,100.01,0.0021063575986772776
2212,43,96365,-0.6835922002792358,196164,0.0003,0.00014642547466792166,1.8236582199999998,0.31643855571746826,804,100.15,0.0021162419579923153
2222,43,96744,-0.6895120143890381,196543,0.0003,0.00095577840693295,1.8360913599999997,-0.12749367952346802,808,100.08,0.0020839949138462543
2233,43,97119,-0.7002688646316528,196918,0.0003,0.003291327739134431,1.8308830999999999,0.09455464780330658,812,100.04,0.0021253249142318964
2246,43,97631,-0.7016875743865967,197430,0.0003,8.646577771287411e-05,1.86630664,0.492792546749115,816,101.31,0.0021522999741137028
2259,43,98126,-0.7059239745140076,197925,0.0003,0.002182279247790575,1.8716055999999996,2.8689842224121094,820,101.43,0.0021805614233016968
2269,43,98500,-0.7080663442611694,198299,0.0003,0.00011032287875423208,1.8746725299999998,0.588568389415741,824,101.42,0.0022161256056278944
2281,43,99000,-0.6861732006072998,198799,0.0003,0.0014439334627240896,1.9037469399999998,-0.9500811100006104,828,102.51,0.0022080480121076107
2293,43,99500,-0.6948941946029663,199299,0.0003,0.0002541322901379317,1.93741103,-0.5626897811889648,832,103.91,0.0021187560632824898
2304,43,99993,-0.7047215700149536,199792,0.0003,9.658496855990961e-05,1.96475514,-0.09938561916351318,836,104.93,0.002094257390126586
