train/ent_coef,train/ent_coef_loss,train/critic_loss,rollout/ep_len_mean,train/learning_rate,time/episodes,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,train/actor_loss
0.006380339618772268,-0.886030912399292,1.7209696769714355,200.0,0.0003,112,42,22400,13.21114895,531,22299,-11.733516693115234
0.006546677555888891,0.4380968511104584,0.2270852029323578,200.0,0.0003,116,42,23200,14.44888298,550,23099,-11.425765037536621
0.006617413833737373,-1.1863787174224854,0.5063021183013916,200.0,0.0003,120,42,24000,16.04305574,568,23899,-11.571224212646484
0.00645065912976861,-0.40491700172424316,0.4787141680717468,200.0,0.0003,124,42,24800,16.421554930000003,586,24699,-11.125495910644531
0.006727894768118858,-0.006799072027206421,0.5579922199249268,200.0,0.0003,128,42,25600,17.914998910000005,604,25499,-10.641534805297852
0.006863951217383146,0.3541758954524994,0.21522819995880127,200.0,0.0003,132,42,26400,19.09298277,623,26299,-10.944292068481445
0.006681202910840511,0.7301195859909058,1.1901156902313232,200.0,0.0003,136,42,27200,19.80999566,641,27099,-10.870450973510742
0.00683812377974391,1.0558192729949951,1.5528285503387451,200.0,0.0003,140,42,28000,20.23732429,659,27899,-11.016565322875977
0.00715636508539319,0.9917634725570679,0.5848879814147949,200.0,0.0003,144,42,28800,21.99898689,677,28699,-10.337690353393555
0.007055091671645641,0.17227907478809357,1.7785556316375732,200.0,0.0003,148,42,29600,23.591062280000003,695,29499,-10.149262428283691
0.007409610785543919,-0.007593214511871338,0.6420314908027649,200.0,0.0003,152,42,30400,25.201625330000002,714,30299,-10.222394943237305
0.007657089736312628,0.016030550003051758,0.2739602029323578,200.0,0.0003,156,42,31200,27.06966594,732,31099,-10.359823226928711
0.007852417416870594,-0.08812659978866577,0.23507408797740936,200.0,0.0003,160,42,32000,28.43542318,750,31899,-10.2395658493042
0.007937159389257431,-0.15091709792613983,0.5412819385528564,200.0,0.0003,164,42,32800,29.67098333,768,32699,-10.536331176757812
0.007894270122051239,-1.6261122226715088,0.8224905133247375,200.0,0.0003,168,42,33600,31.220130379999997,787,33499,-9.979866027832031
0.008000743575394154,1.6035884618759155,0.2370128482580185,200.0,0.0003,172,42,34400,32.0128038,805,34299,-10.480941772460938
0.00778554892167449,-0.6532907485961914,0.9090940356254578,200.0,0.0003,176,42,35200,33.70980656,823,35099,-10.269530296325684
0.007641762960702181,0.01447327435016632,0.8835117816925049,200.0,0.0003,180,42,36000,34.83923191,841,35899,-10.04006576538086
0.00790304597467184,1.6217164993286133,0.7437976002693176,200.0,0.0003,184,42,36800,35.98969451000001,860,36699,-10.824686050415039
0.008339744061231613,0.22575975954532623,1.8542340993881226,200.0,0.0003,188,42,37600,37.20793921,878,37499,-10.687640190124512
0.008621923625469208,0.4042260944843292,0.255348801612854,200.0,0.0003,192,42,38400,39.02496978999999,896,38299,-10.505476951599121
0.009374811314046383,-0.06610190868377686,0.3443183898925781,200.0,0.0003,196,42,39200,40.55742043,915,39099,-10.079124450683594
0.009806021116673946,-1.2803163528442383,0.3254261314868927,200.0,0.0003,200,42,40000,42.0008428,933,39899,-10.003751754760742
0.010163885541260242,0.0361357182264328,1.169629693031311,200.0,0.0003,204,42,40800,44.39472311,951,40699,-10.856855392456055
0.010335331782698631,1.1986579895019531,1.04146146774292,200.0,0.0003,208,42,41600,46.406738659999995,970,41499,-10.65438175201416
0.010833886452019215,0.2756004333496094,0.4414806365966797,200.0,0.0003,212,42,42400,48.12797156999999,989,42299,-11.15073013305664
0.011050162836909294,0.4991268515586853,0.7272638082504272,200.0,0.0003,216,42,43200,50.19178851999999,1007,43099,-11.476577758789062
0.011296346783638,0.5178971290588379,0.23081745207309723,200.0,0.0003,220,42,44000,51.976707719999986,1025,43899,-11.406923294067383
0.01189030334353447,-0.0627591609954834,0.43865710496902466,200.0,0.0003,224,42,44800,53.706933559999996,1043,44699,-11.319826126098633
0.012164538726210594,0.5982809066772461,1.4186691045761108,200.0,0.0003,228,42,45600,55.71031618999999,1062,45499,-10.924325942993164
0.012309813871979713,0.20846480131149292,0.2991776466369629,200.0,0.0003,232,42,46400,57.66182669,1080,46299,-11.004192352294922
0.012538916431367397,-0.8690287470817566,0.30220869183540344,200.0,0.0003,236,42,47200,59.87842856,1098,47099,-11.189359664916992
0.013232151977717876,1.8535778522491455,1.4221889972686768,200.0,0.0003,240,42,48000,62.14285429999999,1116,47899,-11.284883499145508
0.013594583608210087,0.25930190086364746,0.2747188210487366,200.0,0.0003,244,42,48800,63.57328970000001,1134,48699,-12.21992301940918
0.013964526355266571,-0.28293853998184204,0.375088095664978,200.0,0.0003,248,43,49600,65.68134567999999,1153,49499,-12.513395309448242
0.014275855384767056,-0.7766848802566528,0.2991339862346649,200.0,0.0003,252,43,50400,68.4813164,1171,50299,-13.032069206237793
0.014846650883555412,-0.1577129065990448,0.4997630715370178,200.0,0.0003,256,43,51200,70.86148799,1190,51099,-12.953116416931152
0.014898079447448254,0.006110429763793945,1.2198622226715088,200.0,0.0003,260,43,52000,73.46986818,1208,51899,-13.132345199584961
0.015424872748553753,0.7745756506919861,1.4101054668426514,200.0,0.0003,264,43,52800,76.28961528,1226,52699,-12.8385009765625
0.016248606145381927,-1.188835620880127,0.781131386756897,200.0,0.0003,268,43,53600,79.15553357,1245,53499,-12.790820121765137
0.016581056639552116,-0.22233448922634125,0.7807557582855225,200.0,0.0003,272,43,54400,82.59245282,1263,54299,-13.115693092346191
0.017254218459129333,-1.056197166442871,1.2386631965637207,200.0,0.0003,276,43,55200,85.61473741000002,1281,55099,-13.747252464294434
0.017708754166960716,0.5708683729171753,1.1930210590362549,200.0,0.0003,280,43,56000,89.31793805,1300,55899,-14.139884948730469
0.018363695591688156,-0.3681516647338867,0.3703845739364624,200.0,0.0003,284,43,56800,92.12819721,1318,56699,-14.6921968460083
0.018945813179016113,0.7955043315887451,3.4666194915771484,200.0,0.0003,288,43,57600,96.08126458999999,1336,57499,-14.729445457458496
0.01950683258473873,-0.6028738021850586,4.296370506286621,200.0,0.0003,292,43,58400,99.34960318000002,1355,58299,-15.744388580322266
0.020196514204144478,-0.2782237231731415,2.8812384605407715,200.0,0.0003,296,43,59200,101.90656529,1373,59099,-16.004058837890625
0.020947415381669998,1.1674087047576904,2.127406597137451,200.0,0.0003,300,43,60000,105.31459621999998,1391,59899,-16.18292808532715
0.021950706839561462,-1.658803939819336,1.34029221534729,200.0,0.0003,304,43,60800,108.37379962000001,1410,60699,-17.110963821411133
0.02250940538942814,0.8152663111686707,1.4973255395889282,200.0,0.0003,308,43,61600,111.23241893999999,1428,61499,-17.372581481933594
0.02348826639354229,0.78249192237854,3.896275043487549,200.0,0.0003,312,43,62400,114.18132145999998,1447,62299,-17.884098052978516
0.02429291605949402,1.0581567287445068,0.6072568893432617,200.0,0.0003,316,43,63200,116.69576475999999,1465,63099,-18.641611099243164
0.02512451820075512,-0.5486612319946289,0.7379230260848999,200.0,0.0003,320,43,64000,119.31047652000001,1484,63899,-20.265823364257812
0.026139432564377785,-1.110826849937439,0.5870048403739929,200.0,0.0003,324,43,64800,121.47825746999999,1502,64699,-19.845733642578125
0.02725304290652275,1.263200283050537,1.0950989723205566,200.0,0.0003,328,43,65600,123.35890595000001,1521,65499,-19.941511154174805
0.02773267962038517,-0.4281814694404602,0.9385697245597839,200.0,0.0003,332,43,66400,125.44530286999999,1539,66299,-20.33995246887207
0.02841864712536335,-0.429537832736969,2.5408501625061035,200.0,0.0003,336,43,67200,126.98932871,1557,67099,-21.30431365966797
0.029990151524543762,0.5992063283920288,4.039712429046631,200.0,0.0003,340,43,68000,129.06035331,1575,67899,-21.640518188476562
0.031514257192611694,1.3144595623016357,8.851177215576172,200.0,0.0003,344,43,68800,130.64016641,1594,68699,-20.65493392944336
0.03293237462639809,-0.8565753698348999,11.813207626342773,200.0,0.0003,348,43,69600,132.2820244,1612,69499,-22.57381820678711
0.03373458608984947,-0.5025555491447449,0.8893200755119324,200.0,0.0003,352,43,70400,132.74766714999998,1630,70299,-23.28872299194336
0.03543020412325859,1.2416893243789673,8.7330904006958,200.0,0.0003,356,43,71200,133.82006135,1648,71099,-24.132678985595703
0.03522630035877228,0.6729122400283813,7.986702919006348,200.0,0.0003,360,43,72000,134.9619983,1667,71899,-24.03466033935547
0.03554903343319893,0.8996011018753052,2.4553723335266113,200.0,0.0003,364,43,72800,135.80830582,1685,72699,-23.97586441040039
0.035372357815504074,-1.0976848602294922,0.8367842435836792,200.0,0.0003,368,43,73600,136.29235772,1704,73499,-23.88357925415039
0.03672109916806221,0.42745888233184814,7.302089691162109,200.0,0.0003,372,43,74400,136.81353952,1722,74299,-26.164993286132812
0.039136890321969986,-0.42248380184173584,2.287106513977051,200.0,0.0003,376,43,75200,137.63731144000002,1741,75099,-24.48629379272461
0.04018595442175865,-1.0856987237930298,7.623012542724609,200.0,0.0003,380,43,76000,137.8355566,1759,75899,-24.628841400146484
0.03956645727157593,0.7789902687072754,0.8586211800575256,200.0,0.0003,384,43,76800,138.7477007,1778,76699,-27.302881240844727
0.04052306339144707,-0.5341704487800598,5.313081741333008,200.0,0.0003,388,43,77600,138.7472693,1796,77499,-26.433622360229492
0.04065514728426933,-0.5539612174034119,1.447637677192688,200.0,0.0003,392,43,78400,139.094909,1814,78299,-27.735092163085938
0.04178987070918083,-0.20171676576137543,7.052280902862549,200.0,0.0003,396,43,79200,139.9187847,1833,79099,-25.07421875
0.043069735169410706,-0.19436608254909515,4.528329849243164,200.0,0.0003,400,43,80000,140.28174761999998,1851,79899,-27.057537078857422
0.04384563863277435,0.9470382332801819,1.2740405797958374,200.0,0.0003,404,43,80800,140.61839001,1869,80699,-28.237186431884766
0.043768059462308884,-1.1120378971099854,0.7009673118591309,200.0,0.0003,408,43,81600,141.35305534,1888,81499,-27.573974609375
0.04430951923131943,1.6072289943695068,0.8911662101745605,200.0,0.0003,412,43,82400,141.73613618000002,1906,82299,-27.73026466369629
0.04470553621649742,0.23797458410263062,1.3158200979232788,200.0,0.0003,416,43,83200,142.79740934999998,1926,83099,-26.6204776763916
0.0458378903567791,1.262697458267212,2.7092361450195312,200.0,0.0003,420,43,84000,143.13284768,1946,83899,-28.320247650146484
0.04552334547042847,-0.7001739740371704,1.0244109630584717,200.0,0.0003,424,43,84800,143.95230438,1964,84699,-28.8866024017334
0.04532580450177193,-1.2679009437561035,1.0259437561035156,200.0,0.0003,428,43,85600,144.82605268,1983,85499,-27.248123168945312
0.04518599063158035,0.6215499639511108,0.8544871807098389,200.0,0.0003,432,43,86400,145.21408624,2001,86299,-30.140600204467773
0.04548542574048042,-0.31078264117240906,0.716448962688446,200.0,0.0003,436,43,87200,146.34234853,2019,87099,-28.208049774169922
0.04602823778986931,-0.9332104325294495,3.4570088386535645,200.0,0.0003,440,43,88000,147.27890818999998,2038,87899,-28.10786247253418
0.047163620591163635,-0.29193949699401855,1.7015924453735352,200.0,0.0003,444,43,88800,148.09004692,2056,88699,-30.48137092590332
0.04771298170089722,0.46663370728492737,0.9228023290634155,200.0,0.0003,448,43,89600,148.98710188,2075,89499,-28.616512298583984
0.0469769649207592,0.0011997520923614502,0.6227431297302246,200.0,0.0003,452,43,90400,150.23740712999998,2093,90299,-29.532176971435547
0.04620395600795746,-0.849759578704834,2.091874837875366,200.0,0.0003,456,43,91200,151.40452340999997,2111,91099,-29.4656982421875
0.047951873391866684,0.2860833406448364,2.9054036140441895,200.0,0.0003,460,43,92000,152.16364855,2130,91899,-28.940715789794922
0.04859558492898941,0.9805505871772766,0.7520759701728821,200.0,0.0003,464,43,92800,153.43665253999998,2148,92699,-29.571086883544922
0.0486227385699749,-0.23350514471530914,4.385395526885986,200.0,0.0003,468,43,93600,154.33486129,2166,93499,-29.370471954345703
0.048304155468940735,0.830487847328186,3.4685592651367188,200.0,0.0003,472,43,94400,155.11016196000003,2185,94299,-28.998329162597656
0.048976533114910126,0.16689521074295044,0.5515245199203491,200.0,0.0003,476,43,95200,155.32240244,2204,95099,-31.00819969177246
0.04902771860361099,-0.09315073490142822,2.4955101013183594,200.0,0.0003,480,43,96000,155.91453740999998,2222,95899,-30.981468200683594
0.04943803325295448,-0.3184891641139984,0.5150831341743469,200.0,0.0003,484,43,96800,156.53279249000002,2241,96699,-29.779037475585938
0.048766255378723145,-0.3702195882797241,0.7071895599365234,200.0,0.0003,488,43,97600,156.97515621000002,2259,97499,-31.08285903930664
0.04942690581083298,-0.7649796009063721,0.9679707288742065,200.0,0.0003,492,43,98400,157.21868221,2277,98299,-30.304264068603516
0.049687981605529785,-0.18589621782302856,0.8127284049987793,200.0,0.0003,496,43,99200,157.44645644,2296,99099,-30.583208084106445
0.049501873552799225,-0.9769961833953857,0.5497409105300903,200.0,0.0003,500,43,100000,157.97358621,2314,99899,-30.983257293701172
