time/time_elapsed,rollout/ep_len_mean,train/critic_loss,rollout/ep_rew_mean,time/fps,train/ent_coef,train/ent_coef_loss,time/episodes,train/actor_loss,train/learning_rate,time/total_timesteps,train/n_updates
16,218.75,0.0028884680941700935,8.892433,51,0.003399257082492113,1.6995279788970947,4,-2.024169445037842,0.0003,875,100674
26,162.5,0.007822489365935326,7.79750825,49,0.003520907834172249,-0.5738045573234558,8,-2.460817337036133,0.0003,1300,101099
41,169.08333333333334,0.09580658376216888,6.808419416666666,49,0.0035132786724716425,0.1817416548728943,12,-2.208789110183716,0.0003,2029,101828
57,177.3125,0.05051928386092186,8.5778224375,49,0.0036576956044882536,-0.2139655351638794,16,-2.8161416053771973,0.0003,2837,102636
77,193.45,0.015864476561546326,10.315109049999998,50,0.004079630132764578,1.7190440893173218,20,-3.1484603881835938,0.0003,3869,103668
97,203.75,0.45577967166900635,13.460603041666667,50,0.00437975162640214,0.15917512774467468,24,-4.122592926025391,0.0003,4890,104689
113,204.17857142857142,0.07590597867965698,14.475961285714286,50,0.005279315169900656,-0.013345569372177124,28,-4.486283302307129,0.0003,5717,105516
129,203.125,0.08932468295097351,14.786802468749999,50,0.005595260299742222,-0.032832980155944824,32,-4.555206298828125,0.0003,6500,106299
153,216.66666666666666,0.01600375771522522,18.371972361111112,50,0.006332420744001865,-1.2867162227630615,36,-5.573012351989746,0.0003,7800,107599
175,224.425,0.011956194415688515,19.994058175,51,0.0074218278750777245,-0.9121087789535522,40,-6.755686283111572,0.0003,8977,108776
196,229.45454545454547,0.016961589455604553,21.11351922727273,51,0.007579477969557047,0.6981866359710693,44,-6.742994785308838,0.0003,10096,109895
214,229.02083333333334,0.02216162532567978,21.98955375,51,0.007217213045805693,-0.476900577545166,48,-6.967451095581055,0.0003,10993,110792
243,241.3653846153846,0.01274205558001995,24.51906642307692,51,0.007717804051935673,-0.37868839502334595,52,-7.275124549865723,0.0003,12551,112350
258,238.0,0.023263849318027496,23.562306696428575,51,0.00781814195215702,0.2445397973060608,56,-7.399223804473877,0.0003,13328,113127
271,232.81666666666666,0.02999226376414299,22.396766966666668,51,0.00771830789744854,0.6873447895050049,60,-7.268635272979736,0.0003,13969,113768
295,238.28125,0.15023405849933624,24.153036046875002,51,0.007856559939682484,0.5642162561416626,64,-8.347230911254883,0.0003,15250,115049
319,242.5,0.09811417013406754,25.222277764705883,51,0.009126702323555946,0.22086405754089355,68,-9.424843788146973,0.0003,16490,116289
336,241.31944444444446,0.19638743996620178,24.540200097222225,51,0.00967320241034031,-0.12332203984260559,72,-9.221555709838867,0.0003,17375,117174
355,242.02631578947367,0.2681339383125305,24.68228063157895,51,0.010159103199839592,0.6117839217185974,76,-9.155517578125,0.0003,18394,118193
377,243.75,0.04268436133861542,24.310100475000002,51,0.010860850103199482,1.088053584098816,80,-9.204496383666992,0.0003,19500,119299
405,250.08333333333334,0.04732675850391388,25.573239261904764,51,0.011564374901354313,-0.4423045814037323,84,-9.304804801940918,0.0003,21007,120806
462,275.96590909090907,0.06596976518630981,29.809708659090905,52,0.01321568712592125,-0.27252933382987976,88,-11.424278259277344,0.0003,24285,124084
482,274.8478260869565,0.05988919362425804,29.56306365217391,52,0.01267326157540083,0.8820964694023132,92,-11.149296760559082,0.0003,25286,125085
495,270.0833333333333,0.2394191324710846,28.576855166666665,52,0.012983076274394989,0.4576934576034546,96,-11.603815078735352,0.0003,25928,125727
506,264.36,0.23555754125118256,27.65666162,52,0.01288648322224617,0.4222593307495117,100,-11.107690811157227,0.0003,26436,126235
527,266.57,1.3585909605026245,28.731441309999994,52,0.013032952323555946,-0.20924584567546844,104,-11.455404281616211,0.0003,27532,127331
540,268.7,0.2953273057937622,28.948159090000004,52,0.012933773919939995,-0.2904547452926636,108,-11.603432655334473,0.0003,28170,127969
551,266.39,0.0687880665063858,29.11355632,51,0.012701024301350117,-0.3061084747314453,112,-10.92246150970459,0.0003,28668,128467
574,270.63,0.19009800255298615,30.8130433,52,0.013629413209855556,1.0544942617416382,116,-11.724973678588867,0.0003,29900,129699
598,273.31,0.3416628837585449,33.32943084,52,0.015100577846169472,0.27476489543914795,120,-12.540468215942383,0.0003,31200,130999
632,281.12,0.24966566264629364,36.68305676,52,0.014683334156870842,0.16972658038139343,124,-13.613290786743164,0.0003,33002,132801
663,289.69,0.19878756999969482,39.36429874,52,0.014567559584975243,0.9741871356964111,128,-14.732337951660156,0.0003,34686,134485
692,297.52,0.09475751966238022,40.88978776,52,0.014377027750015259,0.44388729333877563,132,-13.072996139526367,0.0003,36252,136051
716,297.22,0.1309053897857666,40.457726,52,0.015566020272672176,0.33962923288345337,136,-14.158674240112305,0.0003,37522,137321
727,290.39,0.09870210289955139,39.1071345,52,0.015502946451306343,-0.2061747908592224,140,-14.441781997680664,0.0003,38016,137815
740,285.26,0.26397061347961426,37.88533923,52,0.015296408906579018,-0.7814372777938843,144,-13.945786476135254,0.0003,38622,138421
752,281.55,0.09157626330852509,36.72991594,52,0.015147244557738304,0.6005218029022217,148,-13.212367057800293,0.0003,39148,138947
775,277.49,1.1831321716308594,36.10654394,51,0.015485000796616077,0.8710564374923706,152,-13.986788749694824,0.0003,40300,140099
810,288.8,0.17007195949554443,40.249324699999995,52,0.015433518216013908,0.1149626076221466,156,-13.589706420898438,0.0003,42208,142007
847,302.31,0.09162769466638565,44.66574524000001,52,0.015167828649282455,-1.0503616333007812,160,-15.990102767944336,0.0003,44200,143999
881,308.41,2.1318416595458984,47.182748679999996,52,0.01500238198786974,-0.10265064239501953,164,-14.230857849121094,0.0003,46091,145890
916,315.07,0.24497133493423462,50.04732562000001,52,0.015355164185166359,-1.2963924407958984,168,-15.66288948059082,0.0003,47997,147796
943,320.25,0.17695072293281555,52.98453269000001,52,0.014855679124593735,-0.8204535245895386,172,-16.092294692993164,0.0003,49400,149199
978,329.44,0.07855819165706635,56.976933960000004,52,0.014721731655299664,-0.44896984100341797,176,-15.135133743286133,0.0003,51338,151137
1010,335.4,1.0154668092727661,61.38509675,52,0.014818748459219933,-0.46422916650772095,180,-16.38394546508789,0.0003,53040,152839
1041,335.93,0.08630797266960144,64.40813335000001,52,0.014026985503733158,0.35329198837280273,184,-15.521059036254883,0.0003,54600,154399
1066,316.15,0.10638931393623352,63.761402450000006,52,0.014221623539924622,0.17794188857078552,188,-16.623014450073242,0.0003,55900,155699
1099,324.24,1.5151619911193848,68.03754602,52,0.014050186611711979,-1.0284918546676636,192,-16.512271881103516,0.0003,57710,157509
1135,337.2,0.09198600053787231,73.53486577,52,0.013968775980174541,0.4735909700393677,196,-16.306982040405273,0.0003,59648,159447
1162,346.64,0.0882943645119667,77.02703104000001,52,0.013399777933955193,0.431503564119339,200,-16.394264221191406,0.0003,61100,160899
1187,348.68,0.07905630022287369,79.21825028,52,0.01332433894276619,0.08825734257698059,204,-17.08916664123535,0.0003,62400,162199
1219,359.2,0.08865983039140701,83.52422607999999,52,0.013293939642608166,0.0035859420895576477,208,-16.819517135620117,0.0003,64090,163889
1248,370.09,0.08269762992858887,87.23854517999999,52,0.013323207385838032,-0.5881858468055725,212,-17.68413543701172,0.0003,65677,165476
1277,373.09,0.6679878234863281,89.52232044,52,0.013014724478125572,0.23938459157943726,216,-16.981847763061523,0.0003,67209,167008
1309,377.0,0.09761074185371399,91.11424083,52,0.01305747963488102,-0.3324388265609741,220,-16.969785690307617,0.0003,68900,168699
1346,379.45,0.16337347030639648,90.85358484,52,0.013587966561317444,0.38360387086868286,224,-17.70687484741211,0.0003,70947,170746
1373,376.94,0.10084804892539978,91.11845799000001,52,0.01418999582529068,0.5412125587463379,228,-17.454036712646484,0.0003,72380,172179
1405,378.48,0.0860275998711586,93.98803055999998,52,0.01397207286208868,-0.6475118398666382,232,-17.765567779541016,0.0003,74100,173899
1430,378.78,2.589573383331299,95.98689379999998,52,0.013548203743994236,-0.9885513782501221,236,-16.831357955932617,0.0003,75400,175199
1455,386.84,0.6352020502090454,99.94767836000001,52,0.013528043404221535,-0.6004980802536011,240,-16.85735321044922,0.0003,76700,176499
1480,393.78,0.3893660008907318,103.88098423,52,0.013286608271300793,-0.1848028600215912,244,-18.669597625732422,0.0003,78000,177799
1504,401.52,0.07769568264484406,107.67416925000002,52,0.013799386098980904,-0.18951213359832764,248,-17.500648498535156,0.0003,79300,179099
1529,403.0,0.3896404504776001,110.00604416999998,52,0.013981710188090801,1.1475125551223755,252,-18.12841796875,0.0003,80600,180399
1554,396.92,0.11082631349563599,109.78209766,52,0.013816320337355137,0.664982795715332,256,-18.921783447265625,0.0003,81900,181699
1578,390.0,0.13370680809020996,109.32740971999999,52,0.014020892791450024,-0.8246585130691528,260,-18.77804946899414,0.0003,83200,182999
1603,384.09,0.12170006334781647,108.88645906999999,52,0.013935132883489132,0.03655251860618591,264,-18.964555740356445,0.0003,84500,184299
1628,378.03,0.3259967565536499,108.51808313,52,0.013914037495851517,-0.41330409049987793,268,-19.529001235961914,0.0003,85800,185599
1652,377.0,2.328977584838867,109.59055796000001,52,0.013751895166933537,-0.3368891477584839,272,-19.427661895751953,0.0003,87100,186899
1685,374.96,0.12064179033041,110.34345980999998,52,0.012784724123775959,0.24172833561897278,276,-18.98957633972168,0.0003,88834,188633
1714,373.67,0.3171622157096863,110.15382220999999,52,0.013234632089734077,-0.29856300354003906,280,-18.786197662353516,0.0003,90407,190206
1741,372.43,0.10078319907188416,108.83977155999999,52,0.013394482433795929,0.6490575671195984,284,-20.4151611328125,0.0003,91843,191642
1772,376.18,0.09463987499475479,108.24966807999999,52,0.01364373229444027,0.4464641809463501,288,-19.529834747314453,0.0003,93518,193317
1799,371.9,0.35430318117141724,106.08900740000001,52,0.013496465049684048,-0.8389596939086914,292,-19.605995178222656,0.0003,94900,194699
1823,365.52,1.7925162315368652,103.85580679,52,0.013159927912056446,-0.23257698118686676,296,-19.6384334564209,0.0003,96200,195999
1848,364.0,0.5311847925186157,104.19513044000003,52,0.013289928436279297,0.8379093408584595,300,-20.103904724121094,0.0003,97500,197299
1879,367.19,0.09922695904970169,105.35738892,52,0.013571112416684628,1.0829946994781494,304,-19.983314514160156,0.0003,99119,198918
1898,360.1,0.36683931946754456,103.93848172,52,0.013648989610373974,0.5926761627197266,308,-19.980026245117188,0.0003,100100,199899
1923,357.23,0.10297819972038269,104.27420397,52,0.014154834672808647,0.020494163036346436,312,-19.956886291503906,0.0003,101400,201199
1947,354.91,0.3888220191001892,104.11111267999999,52,0.01337291020900011,0.42584341764450073,316,-20.026283264160156,0.0003,102700,202499
1972,351.0,0.09318393468856812,103.28181296000002,52,0.013784168288111687,-0.7462012767791748,320,-20.345182418823242,0.0003,104000,203799
1997,343.53,0.22604824602603912,103.39693254999999,52,0.01428139116615057,0.36242052912712097,324,-19.883089065551758,0.0003,105300,205099
2022,342.2,0.12117022275924683,103.99706369000002,52,0.014063727110624313,-0.1136646419763565,328,-19.525882720947266,0.0003,106600,206399
2047,338.0,0.07361631095409393,103.1045325,52,0.01433553732931614,0.2912302613258362,332,-19.522811889648438,0.0003,107900,207699
2072,338.0,0.4722745716571808,103.67649962,52,0.013885490596294403,0.9785336256027222,336,-20.30474090576172,0.0003,109200,208999
2097,338.0,0.07199221849441528,103.86624895999998,52,0.014098561368882656,0.5135368704795837,340,-20.15968132019043,0.0003,110500,210299
